Source,1,10,2,24c,25,3,32,45A,46d,5,7A,7B,7m,8B,8l,8m,9,9-46d,9-46v,DP,F1,F2,F3,F4,F5,F7,LIP,MT,OPRO,PBr,ProM,STPc,STPi,STPr,TEO,TEpd,V1,V2,V4,V6
F5,0.003699329035222,1.1229346404615449e-05,0.150100518958343,0.022125609215773,2.97543333467228e-06,0.030942237706756,7.14628991426239e-05,0.001249246144568,5.01951335817993e-05,0.006842220897021,0.001325132741745,0.036627560151124,2.97756405484673e-05,7.72588557963457e-06,0.012657323384405,0.014686248331108,0.000400630325045,0.00063677697663,0.017283601634904,1.58099017414607e-05,0.009003635217719,0.041542325565114,0.043492861848767,0.366046384895257,0.0,0.002031098372865,0.000103825987645,3.02626342715254e-06,0.001918882414907,0.0,0.314323746610034,0.001036666761339,0.0,0.0,3.91765097647451e-05,7.51657404577093e-06,0.0,0.0,0.0,1.29389874983503e-05
F7,0.0,0.002020753628184,0.0,0.080471865307931,4.16560666854119e-05,6.8990496559099e-05,0.000232254422214,0.010266793027196,0.007428879770106,0.0003138633439,0.000155360390412,0.0,0.013413926067085,0.15116467725113,0.026070003164331,0.106384269935672,0.080847199594028,0.05593153870944,0.009264841196814,0.000644253495965,0.003342599574578,0.024512334928983,0.024199729803864,0.005609783462358,3.8227943671125e-05,0.0,0.002284171728184,0.0,0.0,0.000133781168166,0.0,0.000724246641484,8.31117021276596e-05,5.17771837027227e-05,4.57059280588692e-05,0.0,0.0,0.0,0.0,0.005557295130541
LIP,0.003080040028217,5.2591667578419575e-06,0.001612978633877,0.000221533008418,0.0,0.000284585798306,0.0,0.004494414290227,3.34634223878662e-05,0.002950315432661,0.131233835665262,0.057771591436336,0.031067903348271,0.000571715532893,0.02918329641614,0.006214346401262,0.000100157581261,0.002430624313232,0.015875991888937,0.020090432637961,0.0,7.00102389974534e-05,0.000456308464522,0.029251013768012,0.006498750424091,0.000440071314121,0.0,0.023238676857104,0.0,8.53922349994307e-06,0.00059652359306,0.028657445539493,4.15558510638298e-05,0.000123992729393,0.008044243338361,0.00282623184121,0.0015730420198939998,0.0009537857541116667,0.0029534370012489998,0.011251743528565
MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74366043479509e-05,1.67317111939331e-05,0.0,5.48330789687726e-05,0.001696825081196,0.000914112164838,0.0,0.021343921932896,0.000691831532953,0.0,0.000225201613686,0.0,0.161506051239892,0.0,8.75127987468167e-06,0.0,0.0,0.0,0.0,0.064112547370607,0.0,0.0,0.0,0.0,0.000738447556023,4.15558510638298e-05,1.63506895903335e-05,0.024785671844495,1.50331480915419e-05,0.05873531227303079,0.03573085771932167,0.0781719456160575,0.022606998957118
OPRO,0.0,0.02778804363191875,0.007731778016738,0.000636907399202,0.011639895205238,0.040462926231912,0.019645150974307,0.000445133683697,0.00038482935746,0.0,0.0,0.0,0.0,0.005408119905744,0.004399440627967,0.00016992353441,0.01167169680297,0.001296850671916,0.004776642908445,0.0,0.0,0.000210030716992,0.00075880508707,0.001995480117325,0.005576501283025,0.001083252465528,0.0,3.02626342715254e-06,0.0,0.002652852100649,0.027511889046612,0.0,0.000581781914894,0.006191461124873,0.0,8.01767898215565e-05,0.0,0.0,0.0,0.0
PBr,0.0,0.02629777605274825,0.0,0.0,0.01202967697208,0.0,0.004223457339329,4.30774532609632e-05,0.00046848791343,0.0,0.0,0.0,5.95512810969346e-06,0.000351527793873,0.000837016546388,0.001177327345552,0.005101359472236,0.000535824529115,1.15377848030067e-05,0.0,0.0,6.12589591227717e-05,1.02541227982476e-05,2.00349409369941e-05,3.8227943671125e-05,0.00255015684593,0.0,1.81575805629153e-05,3.4968244462997e-05,0.0,0.0,0.020165298645233,0.334773936170213,0.19834204007554,5.22353463529934e-05,6.01325923661674e-05,0.0,0.0,1.20717545088003e-05,2.58779749967006e-06
ProM,0.000689010285939,0.0,0.044187432792557,0.002201484271156,2.08280333427059e-05,0.024595112023319,0.000139352653328,1.43591510869877e-05,0.0,0.0,0.0,0.000662822297342,0.0,0.0,0.001745485724785,0.000582594975118,2.67086883363158e-05,0.000330036847643,0.008987934361542,0.0,0.000360145408709,7.87615188721351e-05,0.006339611420017,0.010650574602106,0.0443683071233,0.000180542077588,0.0,3.02626342715254e-06,0.061788887966116,8.53922349994307e-06,0.0,0.0,0.0,0.0,1.30588365882484e-05,0.0,0.0,0.0,0.0,0.0
STPc,0.000147645061273,0.004656703583618,0.0,0.000152303943288,2.67789000120505e-05,1.72476241397747e-05,1.96522972642216e-05,1.43591510869877e-05,0.004471549816579,0.0,0.013635158970235,0.009889308676344,0.011675028659054,5.4081199057442e-05,0.011534496309982,0.033669134603714,0.000707780240912,0.025622507736452,0.000974942815854,0.000335960412006,9.00363521771916e-05,0.000376305034611,5.12706139912379e-05,4.80838582487859e-05,4.77849295889063e-06,0.001839272415427,0.025177802003842,0.001809705529437,0.0,0.052877718319481,0.0,0.0,0.227996176861702,0.030228337380129,1.95882548823725e-05,5.01104936384728e-06,0.0015297117509244,8.74023125401056e-05,7.09417711357004e-05,0.006112377694221
STPi,0.0,0.02052514632163775,0.0,4.15374390784227e-05,0.001132152383843,1.72476241397747e-05,0.001464989432424,0.000301542172827,0.013314259182572,0.00200872540096,0.041673140016267,7.95386756810499e-05,8.93269216454019e-05,0.01437014717812,0.005869323343575,0.013994416798155,0.00504126492348,0.006492018932467,0.000703804872983,4.7429705224382e-05,0.0,0.000446315273609,0.000133303596377,0.0,1.91139718355625e-05,0.011633680124574,0.000622955925868,0.000220917230182,0.0,0.284136969144939,0.0,0.409781589934392,0.0,0.239878241864851,0.000130588365882,2.50552468192364e-05,0.0004124703937936467,6.946700653068603e-05,0.0002085802204464004,6.72827349914215e-05
STPr,0.0,0.03478327764027225,0.0,2.76916260522818e-05,0.000998257883783,0.0,0.004698685618628,0.000775394158697,0.000585609891788,0.0,0.002522321632564,0.000159077351362,5.95512810969346e-05,0.019129292695175,0.001122827074423,0.001432212647166,0.018428994952058,0.000151428671272,0.000262484604268,7.90495087073034e-06,0.0,4.37563993734084e-05,0.000102541227982,2.80489173117918e-05,3.8227943671125e-05,0.006567218072262,0.000207651975289,0.000246640469313,0.000498297483598,0.067778663326882,0.0,0.012404498849726,0.02495428856383,0.0,0.001338530750295,0.000428444720609,2.173154809171742e-05,8.898618044617666e-06,0.00022081785604850001,2.58779749967006e-06
TEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003187731541311,1.67317111939331e-05,0.0,0.002138490079782,0.0,0.0,0.0,0.001449467677892,0.0,0.0,7.76557288572571e-06,0.0,0.000335960412006,0.0,0.0,0.0,0.0,0.0,4.51355193969895e-05,0.000103825987645,0.036587524834274,2.62261833472478e-05,0.0,0.0,0.000170410974467,0.0,5.45022986344449e-06,0.0,0.137580865809109,0.0232095346370582,0.003274190206353,0.18238678244172452,4.14047599947209e-05
TEpd,0.0,9.10608622988685e-06,0.0,0.0,2.97543333467228e-06,0.0,0.0,0.005492375290773,6.69268447757323e-05,0.0,0.002796487027407,0.0,5.95512810969346e-06,0.0,0.000153112782876,3.64121859448962e-05,0.0,0.0,0.000103840063227,0.001209457483222,0.0,0.0,0.0,0.0,2.86709577533438e-05,0.0,0.000207651975289,0.013772524856971,2.62261833472478e-05,0.0,0.0,0.000809452128717,0.000145445478723,0.000956515341035,0.235561823797118,0.0,0.0036951335210676,0.0010526816058896665,0.0794494901072435,0.000107393596236
V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82776929895909e-05,0.0,2.67980764936206e-05,0.0,6.12451131503466e-05,0.0,0.0,0.0,0.0,1.18574263060955e-05,0.0,0.0,0.0,0.0,5.25634225477969e-05,0.0,0.000103825987645,0.019309073796947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763562237306823,0.0129369115024735,0.229911574959436
V2,0.0,7.22824417060375e-06,0.0,0.0,2.97543333467228e-06,0.0,0.0,0.0,0.001539317429842,0.0,3.65553859791817e-05,3.9769337840525e-05,0.001444118566601,0.0,0.003531801525003,4.85495812598616e-05,1.33543441681579e-05,0.001778316190831,0.0,0.08063840383232,0.0,0.0,0.0,0.0,3.34494507122344e-05,9.02710387939789e-05,0.002803301666407,0.11595582260649,0.0,0.000284640783331,0.0,0.0002556164617,0.0,5.45022986344449e-06,0.02471384824326,0.000175386727735,0.7302451634552668,0.0,0.39899186751464655,0.202456337386687
V4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277964446742,0.0,0.0,0.003043235882767,0.0,0.000369217942801,1.93147139490864e-05,0.012861473761573,0.000133511348465,0.0,8.54213017429828e-05,0.0,0.335652118922081,0.0,0.0,0.0,0.0,0.0,0.0,0.027046669781446,0.369027101702122,0.0,7.9699419332802e-05,0.0,0.001391689624812,0.0,2.72511493172225e-06,0.242633183809654,0.027595848846707,0.13117012929507302,0.15133149948424765,0.0,0.008658770433896
V6,0.0,0.0,0.0,0.000138458130261,0.0,0.0,0.0,0.0,0.0,0.0,0.000127943850927,0.0,0.002334410219,0.0,0.0,0.0,0.0,0.001063883485344,0.0,0.020090432637961,0.0,0.0,0.0,0.0,9.55698591778125e-06,0.0,0.029694232466386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3391708267706e-06,0.0,0.0
