INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	RELEVANCE_INDEX_TAK	RELEVANCE_INDEX_500	RELEVANCE_INDEX_FULL_TEXT
0	2.0	0.0	0.0	18.0	12.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	11.0	0.0	0.0	0.0	24.0	8.0	6.0	189.0	159.0	0.0	7.0	32.0	53.25525946565318	49.060149710236466	192.56512584229714
1	5.0	7.0	0.0	31.0	2.0	0.0	0.0	0.0	3.0	4.0	0.0	21.0	4.0	0.0	0.0	1.0	140.0	123.0	7.0	369.0	97.0	1.0	31.0	99.0	53.90913208025869	53.06741778488409	245.43909533343975
2	4.0	0.0	1.0	20.0	0.0	2.0	10.0	9.0	2.0	0.0	1.0	12.0	0.0	1.0	5.0	7.0	8.0	33.0	16.0	157.0	16.0	17.0	46.0	161.0	121.33240698189002	96.14204198717373	272.2887682272718
4	4.0	1.0	0.0	30.0	11.0	0.0	8.0	14.0	3.0	1.0	0.0	29.0	13.0	0.0	4.0	10.0	38.0	8.0	4.0	285.0	102.0	67.0	93.0	153.0	96.98498683588582	87.76776520310972	307.21854310511355
5	6.0	9.0	0.0	23.0	0.0	0.0	8.0	2.0	5.0	4.0	0.0	12.0	0.0	1.0	8.0	3.0	13.0	33.0	0.0	57.0	2.0	2.0	18.0	15.0	74.09977682474725	83.11487363218828	130.71492297195053
6	41.0	0.0	0.0	41.0	42.0	0.0	0.0	0.0	2.0	5.0	4.0	16.0	4.0	0.0	1.0	4.0	11.0	47.0	28.0	259.0	105.0	0.0	15.0	96.0	93.55939294413518	98.99653612958012	230.8125141213564
7	6.0	0.0	6.0	12.0	14.0	6.0	2.0	14.0	3.0	0.0	3.0	12.0	11.0	3.0	1.0	12.0	45.0	18.0	18.0	194.0	127.0	114.0	135.0	209.0	170.74117667036077	134.0764352780565	353.7593864691675
8	2.0	0.0	2.0	20.0	1.0	7.0	2.0	15.0	1.0	0.0	2.0	12.0	6.0	4.0	1.0	11.0	59.0	5.0	21.0	357.0	135.0	168.0	175.0	323.0	138.80028771489452	121.3205866454156	381.2111241382147
9	2.0	0.0	1.0	16.0	3.0	1.0	0.0	8.0	0.0	0.0	1.0	14.0	3.0	1.0	0.0	7.0	326.0	190.0	79.0	1408.0	377.0	67.0	213.0	908.0	88.42747414472134	75.60080465021827	431.23818654143906
10	14.0	0.0	0.0	20.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	12.0	1.0	0.0	13.0	0.0	0.0	0.0	3.0	67.2552771335329	35.654494151481735	57.585244315247515
11	5.0	0.0	10.0	36.0	13.0	0.0	6.0	33.0	3.0	0.0	9.0	29.0	10.0	1.0	4.0	24.0	35.0	18.0	46.0	286.0	98.0	41.0	116.0	218.0	164.26034640039228	163.48072297654437	355.09091323997626
12	3.0	0.0	0.0	15.0	6.0	1.0	4.0	18.0	3.0	0.0	0.0	13.0	5.0	1.0	4.0	16.0	13.0	37.0	2.0	118.0	115.0	28.0	38.0	134.0	95.9978992102454	93.33570370931275	246.64780103326777
13	6.0	0.0	0.0	15.0	23.0	10.0	21.0	20.0	2.0	0.0	1.0	9.0	15.0	5.0	13.0	15.0	9.0	20.0	9.0	142.0	147.0	79.0	71.0	126.0	157.16620004285835	141.2923032337317	303.74407036669555
14	4.0	2.0	0.0	31.0	0.0	4.0	0.0	0.0	2.0	1.0	0.0	16.0	0.0	2.0	0.0	0.0	21.0	19.0	5.0	212.0	17.0	16.0	6.0	11.0	80.74327182368405	59.904207739485564	226.32562878436912
15	4.0	0.0	4.0	18.0	6.0	0.0	0.0	18.0	2.0	0.0	2.0	17.0	10.0	0.0	0.0	13.0	40.0	7.0	17.0	214.0	110.0	26.0	14.0	173.0	110.22646236796669	92.53991069441363	301.2826786461071
16	6.0	0.0	0.0	21.0	4.0	0.0	2.0	26.0	7.0	0.0	0.0	20.0	6.0	0.0	1.0	18.0	31.0	14.0	2.0	45.0	23.0	0.0	2.0	51.0	85.88202280300953	82.62285724074081	141.6255904387145
17	5.0	0.0	3.0	29.0	10.0	3.0	5.0	10.0	4.0	0.0	4.0	22.0	10.0	3.0	11.0	6.0	23.0	14.0	10.0	234.0	88.0	70.0	54.0	89.0	156.20936217956145	161.97924992403122	311.1768344561389
18	3.0	0.0	0.0	17.0	0.0	0.0	1.0	11.0	3.0	0.0	0.0	17.0	0.0	0.0	1.0	11.0	20.0	17.0	7.0	229.0	17.0	52.0	41.0	186.0	62.12266624470001	62.12266624470001	288.42124882029964
19	6.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	13.0	0.0	0.0	0.0	0.0	5.0	28.0	2.0	145.0	11.0	0.0	6.0	48.0	46.53960350157523	35.99040182171379	139.82711269613998
20	2.0	0.0	6.0	19.0	8.0	4.0	12.0	13.0	1.0	0.0	4.0	15.0	7.0	2.0	7.0	13.0	23.0	11.0	32.0	206.0	87.0	112.0	107.0	165.0	171.61086070665863	141.25246238548579	356.86629363288193
21	2.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	31.0	0.0	61.0	34.0	0.0	1.0	32.0	29.58331372614324	23.462772136760112	100.5095746932141
22	4.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	9.0	0.0	0.0	4.0	14.0	0.0	4.0	71.0	51.0	8.0	11.0	54.0	50.532141982664086	49.51743776268064	218.66955357570907
23	4.0	0.0	2.0	26.0	4.0	9.0	9.0	17.0	2.0	0.0	3.0	26.0	5.0	7.0	6.0	15.0	31.0	34.0	37.0	327.0	100.0	191.0	129.0	316.0	168.09465614255976	162.4715238562107	382.11181638072367
24	4.0	0.0	0.0	22.0	2.0	0.0	4.0	19.0	2.0	0.0	0.0	18.0	2.0	0.0	2.0	15.0	21.0	5.0	4.0	204.0	26.0	56.0	33.0	244.0	84.01542321908401	70.77264061956605	280.9030591829615
25	10.0	0.0	0.0	26.0	0.0	0.0	0.0	6.0	6.0	1.0	0.0	17.0	0.0	0.0	0.0	7.0	24.0	13.0	2.0	88.0	18.0	0.0	4.0	72.0	66.66687213330357	57.37373241679407	151.5311857293908
26	2.0	2.0	0.0	21.0	19.0	0.0	3.0	20.0	1.0	2.0	0.0	16.0	17.0	0.0	7.0	17.0	25.0	93.0	45.0	541.0	330.0	156.0	316.0	319.0	83.76354001051402	82.76451366458541	398.7292014438918
27	6.0	0.0	3.0	9.0	3.0	6.0	6.0	15.0	6.0	1.0	1.0	12.0	6.0	2.0	2.0	15.0	16.0	7.0	9.0	45.0	21.0	2.0	5.0	45.0	156.31403133694863	117.601843234566	194.51255136182442
28	3.0	0.0	1.0	29.0	4.0	3.0	11.0	23.0	2.0	0.0	1.0	27.0	3.0	2.0	7.0	20.0	61.0	3.0	16.0	359.0	115.0	76.0	160.0	306.0	141.71600937600712	126.5575926868089	358.2824708245042
29	4.0	0.0	2.0	19.0	17.0	8.0	8.0	19.0																	168.864266553921	0.0	0.0
30	2.0	0.0	1.0	23.0	7.0	4.0	13.0	3.0	1.0	0.0	1.0	14.0	6.0	2.0	7.0	4.0	11.0	2.0	5.0	99.0	31.0	52.0	93.0	61.0	136.0033517629924	111.88405482822782	276.3006680440926
31	4.0	0.0	0.0	14.0	10.0	0.0	0.0	7.0	2.0	0.0	0.0	7.0	8.0	0.0	0.0	7.0	25.0	15.0	3.0	109.0	133.0	0.0	23.0	111.0	65.56156520775414	53.163868898559734	188.56018228136617
32	4.0	3.0	0.0	27.0	6.0	0.0	4.0	6.0	2.0	2.0	0.0	19.0	5.0	0.0	2.0	5.0	25.0	52.0	2.0	212.0	25.0	13.0	22.0	33.0	82.1973161187474	67.64993862384642	223.77698449169245
33	2.0	0.0	1.0	41.0	12.0	1.0	8.0	9.0	2.0	0.0	1.0	28.0	12.0	1.0	7.0	9.0	42.0	19.0	17.0	264.0	104.0	47.0	106.0	116.0	125.86436022035244	120.98279198081966	330.9101088046473
34	2.0	0.0	2.0	13.0	5.0	2.0	3.0	16.0	1.0	0.0	1.0	12.0	6.0	1.0	3.0	16.0	30.0	2.0	7.0	198.0	109.0	112.0	82.0	170.0	123.80205685051888	101.53114958216891	325.0086163204442
35	4.0	0.0	0.0	22.0	0.0	9.0	12.0	20.0	2.0	0.0	0.0	20.0	1.0	5.0	7.0	19.0	19.0	2.0	4.0	166.0	21.0	58.0	71.0	212.0	134.3731289067459	116.50534933584447	285.75506725683744
36	41.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	7.0	6.0	0.0	0.0	3.0	25.0	13.0	1.0	182.0	18.0	2.0	81.0	48.0	74.98869733976932	67.26076673175203	196.9471263957872
37	2.0	0.0	0.0	12.0	9.0	0.0	4.0	24.0	1.0	0.0	0.0	8.0	7.0	0.0	3.0	18.0	24.0	59.0	7.0	369.0	213.0	137.0	201.0	348.0	80.3373001749487	67.88606379439193	342.8541280858939
38	6.0	0.0	0.0	15.0	4.0	0.0	10.0	18.0	3.0	0.0	0.0	12.0	2.0	0.0	7.0	17.0	10.0	6.0	2.0	28.0	17.0	0.0	16.0	42.0	93.93332589893735	80.25177283543401	142.81539075495135
39	8.0	0.0	2.0	23.0	20.0	4.0	12.0	17.0	4.0	0.0	1.0	15.0	13.0	2.0	6.0	10.0	77.0	5.0	53.0	377.0	332.0	135.0	160.0	342.0	168.73081409493972	127.76505613672094	406.3536184990401
40	4.0	0.0	0.0	32.0	6.0	6.0	4.0	16.0	5.0	0.0	0.0	26.0	6.0	5.0	11.0	13.0	21.0	8.0	1.0	202.0	34.0	47.0	64.0	124.0	129.96765431001072	134.4850566281178	258.0629165944
41	4.0	0.0	4.0	26.0	21.0	0.0	4.0	28.0	2.0	0.0	4.0	22.0	17.0	0.0	2.0	21.0	40.0	25.0	30.0	351.0	155.0	97.0	118.0	262.0	137.67476613630174	123.47020679977861	367.706154160773
42	2.0	2.0	12.0	45.0	12.0	1.0	11.0	15.0	1.0	2.0	7.0	27.0	9.0	1.0	7.0	12.0	45.0	28.0	39.0	276.0	146.0	86.0	172.0	190.0	176.59874671835976	149.03736215228633	372.0785921118361
43	4.0	0.0	2.0	8.0	8.0	2.0	2.0	21.0																	124.93163592792193	0.0	0.0
44	2.0	0.0	2.0	26.0	6.0	0.0	6.0	22.0	1.0	0.0	1.0	14.0	7.0	0.0	3.0	13.0	69.0	7.0	20.0	171.0	94.0	40.0	44.0	136.0	116.2759220789026	88.79609129829456	325.6214303672867
45	5.0	7.0	0.0	31.0	1.0	6.0	16.0	12.0	4.0	4.0	0.0	23.0	1.0	6.0	14.0	11.0	9.0	35.0	2.0	80.0	11.0	7.0	36.0	63.0	131.95688974869398	126.54501574682035	198.1855704422327
46	6.0	0.0	0.0	15.0	0.0	0.0	2.0	13.0	3.0	1.0	0.0	8.0	4.0	0.0	1.0	7.0	29.0	27.0	3.0	260.0	30.0	0.0	9.0	164.0	71.36639824770833	59.82476409961034	183.37564221936447
47	4.0	0.0	4.0	27.0	13.0	0.0	0.0	24.0	3.0	0.0	1.0	18.0	10.0	0.0	1.0	18.0	39.0	7.0	30.0	251.0	179.0	44.0	43.0	228.0	118.94203780936284	94.27915598228546	340.9824228518338
48	2.0	0.0	6.0	9.0	5.0	2.0	4.0	2.0	1.0	0.0	4.0	7.0	4.0	1.0	3.0	0.0	18.0	39.0	21.0	78.0	92.0	7.0	47.0	106.0	135.1782112301884	103.73491181781861	269.36515332281607
49	4.0	0.0	0.0	4.0	8.0	2.0	4.0	6.0	3.0	0.0	0.0	2.0	6.0	1.0	2.0	5.0	67.0	34.0	5.0	118.0	134.0	17.0	18.0	128.0	90.97105677834288	68.38648108717685	263.7468634541871
50	4.0	0.0	5.0	33.0	7.0	0.0	0.0	31.0	2.0	0.0	2.0	19.0	7.0	0.0	0.0	22.0	55.0	4.0	38.0	222.0	106.0	43.0	17.0	227.0	123.87785832360181	94.48343162696867	337.79378252473424
51	50.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	1.0	1.0	1.0	8.0	10.0	5.0	7.0	102.0	18.0	3.0	11.0	52.0	78.63651265448651	65.69149858351341	205.87737039769044
52	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0																	35.553480614894134	0.0	0.0
53	3.0	0.0	6.0	30.0	16.0	6.0	9.0	19.0	2.0	0.0	2.0	14.0	12.0	2.0	3.0	9.0	55.0	21.0	40.0	430.0	234.0	199.0	143.0	292.0	187.93935138153094	125.70479375124495	398.93508551180685
54	4.0	2.0	0.0	8.0	5.0	6.0	14.0	18.0	2.0	1.0	0.0	7.0	8.0	3.0	8.0	17.0	25.0	39.0	2.0	188.0	111.0	121.0	231.0	148.0	125.54909755446782	105.5303586142815	304.2460043368171
55	2.0	0.0	0.0	28.0	24.0	0.0	8.0	32.0	1.0	2.0	0.0	19.0	14.0	0.0	4.0	22.0	22.0	18.0	2.0	258.0	111.0	96.0	212.0	222.0	100.20824389158143	80.00367117330094	304.23514647559466
56	4.0	0.0	6.0	14.0	6.0	0.0	0.0	14.0	2.0	0.0	3.0	7.0	3.0	0.0	0.0	8.0	57.0	55.0	43.0	122.0	141.0	1.0	1.0	182.0	115.09243661253356	84.35549202375728	246.90129259468637
57	6.0	0.0	2.0	17.0	0.0	13.0	20.0	14.0	2.0	4.0	1.0	10.0	0.0	6.0	11.0	10.0	11.0	36.0	6.0	134.0	7.0	93.0	103.0	105.0	172.59474826126797	124.83162514677336	286.351939999132
58	2.0	0.0	0.0	26.0	2.0	2.0	6.0	15.0	2.0	1.0	0.0	15.0	3.0	1.0	6.0	11.0	20.0	2.0	3.0	186.0	25.0	59.0	54.0	148.0	104.73184386517919	90.00376590425051	278.48688231304254
59	7.0	0.0	1.0	17.0	0.0	0.0	0.0	7.0	5.0	0.0	1.0	25.0	0.0	0.0	0.0	12.0	56.0	20.0	10.0	247.0	53.0	1.0	22.0	198.0	77.42402021815782	80.65198637380169	241.052467211442
60	3.0	2.0	0.0	29.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	14.0	1.0	0.0	0.0	1.0	53.0	68.0	10.0	393.0	66.0	1.0	44.0	73.0	45.67769285048424	40.94344562222101	245.60587544126463
61	6.0	11.0	0.0	14.0	0.0	0.0	4.0	24.0	3.0	6.0	0.0	9.0	0.0	0.0	2.0	14.0	53.0	108.0	1.0	151.0	58.0	131.0	226.0	187.0	73.75854845068125	57.523348135220886	296.55006508386566
62	6.0	0.0	0.0	30.0	18.0	0.0	6.0	22.0	4.0	0.0	1.0	12.0	11.0	0.0	4.0	11.0	12.0	15.0	2.0	41.0	37.0	1.0	15.0	47.0	103.65774100143568	100.01599783517602	164.07908621644032
63	4.0	0.0	0.0	9.0	0.0	2.0	4.0	6.0	2.0	0.0	0.0	5.0	0.0	1.0	2.0	4.0	16.0	48.0	5.0	117.0	3.0	5.0	22.0	77.0	86.91640569726123	61.79997363901215	208.95447330259896
64	1.0	0.0	0.0	3.0	1.0	3.0	9.0	0.0	1.0	0.0	0.0	3.0	1.0	3.0	9.0	0.0	21.0	56.0	12.0	189.0	26.0	13.0	61.0	159.0	75.01188947193636	75.01188947193636	275.3258405050042
65	8.0	0.0	0.0	11.0	3.0	0.0	9.0	6.0	5.0	0.0	0.0	6.0	2.0	2.0	5.0	3.0	23.0	29.0	0.0	67.0	17.0	7.0	55.0	32.0	86.50818575205868	89.69106989741643	180.94996492967766
66	4.0	0.0	0.0	16.0	0.0	2.0	12.0	20.0	4.0	0.0	0.0	9.0	0.0	1.0	9.0	20.0	48.0	56.0	3.0	170.0	26.0	88.0	107.0	245.0	107.27086410149785	91.23163678403796	297.5059767140295
67	9.0	0.0	2.0	17.0	6.0	0.0	9.0	22.0	4.0	0.0	4.0	12.0	4.0	1.0	6.0	13.0	21.0	1.0	19.0	83.0	41.0	95.0	38.0	100.0	127.82774848046762	136.5443418218077	318.4121359660225
68	4.0	0.0	0.0	12.0	4.0	0.0	0.0	20.0	2.0	0.0	0.0	8.0	21.0	0.0	0.0	11.0	40.0	37.0	5.0	320.0	324.0	124.0	235.0	220.0	65.01367444974399	60.83811417577487	339.48347852513143
69	12.0	18.0	0.0	29.0	0.0	0.0	0.0	0.0	5.0	11.0	0.0	18.0	1.0	0.0	0.0	0.0	38.0	77.0	7.0	293.0	57.0	6.0	30.0	31.0	53.77258943290404	45.85790708716868	247.63300461598845
71	5.0	0.0	0.0	43.0	6.0	8.0	6.0	7.0	5.0	0.0	0.0	22.0	5.0	4.0	3.0	5.0	52.0	25.0	8.0	249.0	96.0	135.0	160.0	108.0	139.28984252241642	113.2418334037335	338.72938533973456
72	8.0	0.0	0.0	35.0	8.0	0.0	0.0	8.0	4.0	1.0	0.0	24.0	7.0	0.0	0.0	5.0	21.0	12.0	3.0	110.0	47.0	0.0	3.0	57.0	79.7796809312855	66.25284806644257	161.05435057825116
73	6.0	2.0	4.0	21.0	0.0	0.0	0.0	20.0	1.0	3.0	3.0	21.0	1.0	0.0	0.0	20.0	8.0	41.0	13.0	104.0	7.0	4.0	11.0	131.0	103.6308614462697	88.41501473635695	218.8619853466452
74	2.0	2.0	2.0	31.0	4.0	0.0	0.0	10.0	1.0	1.0	2.0	23.0	6.0	0.0	0.0	5.0	25.0	33.0	30.0	414.0	82.0	8.0	84.0	106.0	90.94823048020724	83.4793710560786	305.49006096833824
75	2.0	0.0	0.0	30.0	7.0	0.0	0.0	4.0	1.0	1.0	0.0	16.0	7.0	0.0	0.0	5.0	8.0	25.0	8.0	211.0	78.0	2.0	34.0	116.0	63.770392202102244	53.233315939581175	227.13636520202508
76	4.0	0.0	9.0	33.0	5.0	2.0	6.0	15.0	3.0	1.0	5.0	22.0	8.0	1.0	5.0	10.0	66.0	8.0	92.0	403.0	158.0	156.0	179.0	288.0	173.1756999166083	143.3817156942243	417.7127522152117
77	8.0	0.0	0.0	18.0	20.0	0.0	8.0	17.0	6.0	1.0	1.0	14.0	12.0	0.0	8.0	12.0	7.0	1.0	1.0	14.0	13.0	0.0	8.0	12.0	103.06335231648673	110.10372800243154	111.80958178944537
78	4.0	0.0	0.0	21.0	0.0	6.0	4.0	17.0	2.0	2.0	0.0	21.0	0.0	3.0	2.0	19.0	35.0	13.0	1.0	165.0	8.0	101.0	224.0	145.0	116.46924455285226	93.38999431977692	281.57024840584705
79	4.0	0.0	2.0	10.0	10.0	0.0	2.0	18.0	2.0	0.0	2.0	11.0	10.0	0.0	1.0	16.0	39.0	38.0	39.0	238.0	133.0	60.0	60.0	302.0	105.23643321553261	96.38751149113624	352.9323720735443
80	8.0	0.0	0.0	34.0	0.0	2.0	8.0	11.0	5.0	0.0	0.0	26.0	3.0	2.0	9.0	16.0	26.0	23.0	12.0	385.0	85.0	94.0	131.0	200.0	113.89475118392073	116.97159858150702	338.97818670997157
81	6.0	3.0	6.0	22.0	18.0	0.0	6.0	4.0	3.0	2.0	5.0	16.0	12.0	0.0	3.0	4.0	8.0	13.0	29.0	120.0	106.0	28.0	36.0	45.0	138.91769460254352	119.52671916580331	295.6444179925797
82	3.0	0.0	4.0	29.0	24.0	2.0	4.0	15.0	2.0	4.0	2.0	14.0	16.0	1.0	2.0	7.0	33.0	20.0	41.0	210.0	142.0	78.0	131.0	198.0	156.1348128719161	111.725397216098	363.63260571268574
83	6.0	0.0	0.0	18.0	2.0	12.0	27.0	15.0	2.0	0.0	0.0	11.0	6.0	5.0	12.0	10.0	23.0	79.0	1.0	216.0	83.0	108.0	250.0	171.0	152.88052858773975	119.03889945300598	291.11718149771946
84	45.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	8.0	2.0	0.0	0.0	7.0	4.0	3.0	0.0	49.0	9.0	0.0	0.0	28.0	76.57282792978191	47.462343450663134	80.79142507128527
85	7.0	0.0	0.0	8.0	2.0	0.0	7.0	10.0																	81.04361441429131	0.0	0.0
86	2.0	0.0	0.0	13.0	8.0	0.0	2.0	11.0	1.0	0.0	0.0	8.0	5.0	0.0	1.0	8.0	8.0	28.0	2.0	96.0	52.0	3.0	28.0	174.0	71.7734752051359	55.78010961738248	195.52430607476657
87	4.0	0.0	0.0	18.0	11.0	0.0	4.0	16.0	3.0	0.0	0.0	15.0	10.0	0.0	4.0	13.0	109.0	4.0	22.0	315.0	199.0	117.0	128.0	295.0	88.2237480095675	82.86797297000587	378.68590600444435
88	6.0	0.0	0.0	14.0	10.0	6.0	14.0	6.0	2.0	0.0	0.0	13.0	8.0	4.0	8.0	7.0	19.0	5.0	12.0	246.0	128.0	126.0	84.0	150.0	134.257335602972	112.92103079995817	336.28713659986
89	4.0	0.0	6.0	29.0	0.0	4.0	39.0	11.0	1.0	0.0	2.0	21.0	1.0	2.0	29.0	5.0	19.0	2.0	25.0	128.0	26.0	39.0	221.0	115.0	180.25619270610676	133.7159563948091	325.8621338389124
90	2.0	0.0	2.0	16.0	9.0	2.0	6.0	17.0	1.0	0.0	2.0	11.0	8.0	1.0	5.0	10.0	27.0	2.0	58.0	239.0	113.0	81.0	211.0	206.0	134.17969506231242	114.0019830743346	379.91447975578325
91	9.0	0.0	0.0	36.0	5.0	6.0	9.0	20.0	3.0	0.0	0.0	53.0	2.0	2.0	2.0	5.0	49.0	23.0	14.0	271.0	85.0	76.0	57.0	133.0	145.26049350218682	101.16301152636578	330.7648721076607
92	2.0	0.0	2.0	19.0	14.0	4.0	20.0	21.0	1.0	0.0	1.0	12.0	11.0	2.0	11.0	13.0	15.0	0.0	17.0	100.0	47.0	68.0	156.0	133.0	160.03819873714264	122.35077706247195	325.2261785379368
93	3.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	23.0	6.0	0.0	0.0	5.0	10.0	32.0	0.0	128.0	35.0	0.0	3.0	14.0	49.97212273764115	55.20313362315953	110.90485095765797
94	0.0	0.0	0.0	26.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	19.0	4.0	0.0	0.0	2.0	6.0	16.0	1.0	182.0	47.0	8.0	4.0	75.0	45.38290190898329	43.49757374105096	184.26475827189003
95	4.0	0.0	2.0	20.0	6.0	6.0	6.0	18.0	2.0	1.0	1.0	11.0	7.0	3.0	3.0	9.0	32.0	28.0	10.0	145.0	84.0	56.0	51.0	102.0	156.8339608310461	115.27653854440598	303.7742957578395
96	4.0	0.0	5.0	58.0	2.0	2.0	8.0	8.0	2.0	0.0	3.0	55.0	2.0	1.0	4.0	6.0	73.0	0.0	18.0	196.0	46.0	21.0	69.0	135.0	162.08741617084561	131.07693374618688	317.603476623473
97	4.0	4.0	13.0	17.0	8.0	0.0	0.0	12.0																	131.56652379280467	0.0	0.0
98	4.0	0.0	4.0	22.0	1.0	0.0	0.0	29.0	3.0	0.0	2.0	15.0	3.0	0.0	4.0	18.0	26.0	12.0	47.0	217.0	73.0	58.0	58.0	252.0	108.1569919055955	106.80218387607212	349.96684207253844
99	4.0	0.0	0.0	12.0	6.0	5.0	18.0	17.0	4.0	0.0	0.0	10.0	4.0	4.0	17.0	15.0	2.0	0.0	0.0	8.0	4.0	4.0	10.0	12.0	131.20486140993927	123.07594085333777	109.9980159861872
100	3.0	0.0	4.0	15.0	11.0	0.0	8.0	25.0	2.0	0.0	3.0	13.0	6.0	0.0	5.0	14.0	45.0	31.0	28.0	220.0	118.0	113.0	227.0	242.0	132.51204035685885	113.22145165389911	369.89731486382556
101	10.0	0.0	0.0	54.0	0.0	4.0	25.0	18.0	5.0	0.0	0.0	28.0	0.0	5.0	11.0	8.0	9.0	7.0	1.0	89.0	2.0	20.0	51.0	27.0	143.54420310503744	123.26093176126749	203.75071399838137
103	3.0	0.0	5.0	13.0	6.0	2.0	3.0	17.0	2.0	0.0	3.0	8.0	3.0	1.0	2.0	13.0	24.0	13.0	23.0	99.0	93.0	93.0	87.0	143.0	145.06410255737137	112.5915526395963	335.6184954074432
104	50.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	7.0	6.0	0.0	0.0	2.0	8.0	3.0	4.0	50.0	29.0	1.0	9.0	28.0	78.63651265448651	58.89088456389368	169.48512178860068
105	4.0	0.0	2.0	11.0	5.0	4.0	4.0	25.0																	141.94117024819445	0.0	0.0
106	4.0	1.0	0.0	11.0	0.0	2.0	18.0	15.0	2.0	2.0	0.0	13.0	0.0	1.0	9.0	14.0	16.0	29.0	16.0	111.0	4.0	17.0	62.0	110.0	104.83673043732661	85.60851715214788	270.378683982165
107	2.0	0.0	0.0	32.0	0.0	4.0	4.0	6.0	1.0	0.0	0.0	20.0	0.0	2.0	5.0	10.0	30.0	145.0	7.0	333.0	72.0	91.0	227.0	370.0	103.96388661964548	89.25601301246829	330.232642622502
108	6.0	0.0	0.0	22.0	10.0	0.0	0.0	3.0	3.0	0.0	0.0	13.0	6.0	0.0	0.0	4.0	31.0	31.0	1.0	96.0	53.0	0.0	2.0	61.0	69.73499181943593	58.03025721479855	142.3683915661582
109	3.0	0.0	0.0	8.0	17.0	0.0	0.0	26.0	1.0	3.0	0.0	4.0	9.0	0.0	0.0	14.0	127.0	22.0	6.0	211.0	259.0	32.0	115.0	361.0	66.76623250406357	45.306438678181955	319.1906130350406
110	2.0	2.0	3.0	37.0	0.0	0.0	0.0	4.0	1.0	2.0	3.0	27.0	0.0	0.0	0.0	4.0	9.0	40.0	17.0	179.0	3.0	3.0	7.0	30.0	87.86930849677651	80.76084092018304	212.4092797200594
111	4.0	1.0	0.0	19.0	0.0	0.0	0.0	5.0	2.0	1.0	1.0	15.0	0.0	0.0	0.0	6.0	12.0	17.0	3.0	140.0	6.0	6.0	20.0	67.0	53.62420484490129	64.38394600723421	204.2042246200996
113	6.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	3.0	1.0	0.0	14.0	5.0	0.0	1.0	0.0	38.0	9.0	9.0	191.0	104.0	9.0	8.0	59.0	68.50690856307295	55.44742041284084	253.93549951557858
114	4.0	0.0	0.0	16.0	4.0	8.0	11.0	19.0	2.0	0.0	0.0	11.0	5.0	6.0	10.0	14.0	23.0	51.0	2.0	219.0	73.0	92.0	218.0	232.0	136.245921539448	121.2313934453024	298.5978584416224
115	8.0	0.0	4.0	27.0	17.0	0.0	2.0	29.0	6.0	0.0	2.0	17.0	15.0	0.0	1.0	18.0	32.0	6.0	2.0	43.0	35.0	0.0	6.0	49.0	137.97420727043945	111.34473659884809	153.31727008241396
116	2.0	0.0	0.0	17.0	8.0	4.0	12.0	24.0	1.0	0.0	0.0	15.0	4.0	2.0	9.0	21.0	13.0	13.0	0.0	127.0	55.0	53.0	59.0	195.0	124.80859429996222	103.157857560262	236.87321957945306
117	6.0	2.0	1.0	20.0	0.0	0.0	3.0	7.0	3.0	2.0	2.0	18.0	1.0	0.0	2.0	9.0	38.0	18.0	8.0	281.0	31.0	39.0	142.0	136.0	89.29593212404785	94.5402002966809	307.43104317376725
