INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	NOT_TT	NOT_MACAQUE_BUT_OTHERS	RELEVANCE_INDEX
120	8.0	6.0	21.0	31.0	8.0	0.0	19.0	15.0			304.91921280339574
321	3.0	0.0	17.0	31.0	7.0	3.0	17.0	15.0			304.53135460187764
329	2.0	0.0	9.0	39.0	25.0	4.0	12.0	24.0			292.86631194100426
42	2.0	2.0	12.0	45.0	12.0	1.0	11.0	15.0			288.5627762161544
142	12.0	0.0	8.0	21.0	0.0	6.0	37.0	26.0			284.9710537612066
1075	6.0	6.0	10.0	31.0	9.0	0.0	18.0	22.0			279.3232115389629
277	3.0	0.0	7.0	25.0	21.0	11.0	7.0	30.0			277.39732085805053
1001	0.0	0.0	10.0	44.0	16.0	14.0	5.0	4.0			275.2997130502579
2459	4.0	0.0	13.0	29.0	0.0	8.0	4.0	17.0			273.6569493271701
11	5.0	0.0	10.0	36.0	13.0	0.0	6.0	33.0			272.79510020424834
53	3.0	0.0	6.0	30.0	16.0	6.0	9.0	19.0			268.73882522122545
126	14.0	0.0	10.0	20.0	12.0	2.0	6.0	19.0			268.5259675058898
242	3.0	0.0	10.0	28.0	11.0	4.0	5.0	11.0			267.27404937677795
89	4.0	0.0	6.0	29.0	0.0	4.0	39.0	11.0			267.19016749986696
917	1.0	12.0	6.0	39.0	2.0	6.0	12.0	18.0			266.39492130534177
904	0.0	22.0	10.0	29.0	8.0	6.0	6.0	12.0			266.229115641168
76	4.0	0.0	9.0	33.0	5.0	2.0	6.0	15.0			265.16906608838525
191	0.0	2.0	8.0	32.0	11.0	5.0	9.0	11.0			265.031642964122
923	0.0	3.0	6.0	31.0	8.0	5.0	24.0	9.0			264.6925094141308
1134	0.0	10.0	8.0	20.0	13.0	5.0	11.0	21.0			263.2989496572944
531	2.0	0.0	10.0	29.0	8.0	0.0	10.0	18.0			262.8377486671503
975	2.0	10.0	15.0	23.0	18.0	0.0	6.0	8.0			261.7310489966545
416	0.0	4.0	16.0	22.0	18.0	0.0	4.0	20.0			261.0248771200553
151	4.0	6.0	11.0	19.0	9.0	2.0	6.0	11.0			258.8735294779013
194	3.0	9.0	12.0	15.0	18.0	0.0	15.0	9.0			258.1810408194248
147	2.0	0.0	4.0	29.0	5.0	8.0	16.0	18.0			257.77414555426856
945	2.0	10.0	6.0	29.0	21.0	4.0	4.0	21.0			254.9609865583342
903	4.0	0.0	6.0	26.0	6.0	2.0	19.0	7.0			254.72559032655712
182	8.0	0.0	8.0	12.0	25.0	4.0	4.0	29.0			253.53724423424975
96	4.0	0.0	5.0	58.0	2.0	2.0	8.0	8.0			253.0658031923628
952	3.0	0.0	9.0	37.0	6.0	0.0	3.0	24.0			252.68725392927783
2567	0.0	0.0	7.0	16.0	10.0	5.0	15.0	13.0			251.89447045462052
232	3.0	0.0	6.0	32.0	7.0	2.0	4.0	29.0			251.7174399026873
910	2.0	9.0	6.0	52.0	10.0	0.0	5.0	19.0			251.4099563823087
143	9.0	0.0	5.0	21.0	29.0	0.0	16.0	21.0			250.87397717078747
20	2.0	0.0	6.0	19.0	8.0	4.0	12.0	13.0			250.16808991350055
636	2.0	0.0	6.0	27.0	9.0	2.0	16.0	5.0			249.54942336470828
2418	2.0	0.0	8.0	30.0	7.0	1.0	5.0	12.0			249.0862897759528
901	4.0	0.0	14.0	31.0	11.0	2.0	0.0	8.0			248.3954970852354
1189	1.0	5.0	10.0	27.0	22.0	0.0	2.0	27.0			248.16536008053407
374	2.0	0.0	6.0	26.0	7.0	10.0	3.0	12.0			246.54545848345796
438	0.0	0.0	17.0	38.0	15.0	0.0	0.0	11.0			245.91592157816663
867	0.0	0.0	18.0	39.0	13.0	0.0	0.0	8.0			245.1670779409445
380	0.0	0.0	3.0	39.0	11.0	6.0	37.0	2.0			245.1073108197141
2535	0.0	0.0	19.0	19.0	11.0	0.0	3.0	4.0			244.0359255710888
509	0.0	0.0	12.0	18.0	30.0	0.0	6.0	6.0			242.02663852643104
185	2.0	0.0	4.0	16.0	9.0	8.0	12.0	16.0			240.9924565829276
1193	3.0	3.0	6.0	6.0	8.0	11.0	12.0	26.0			240.68342990072227
517	0.0	0.0	16.0	34.0	14.0	0.0	0.0	10.0			239.73143903297876
758	2.0	0.0	7.0	19.0	8.0	2.0	4.0	19.0			239.63516714479735
1072	1.0	3.0	12.0	17.0	10.0	0.0	7.0	5.0			239.42169833013523
228	4.0	0.0	4.0	26.0	0.0	4.0	11.0	21.0			239.0990311143869
218	2.0	0.0	4.0	38.0	14.0	4.0	3.0	13.0			238.2792379367487
349	4.0	0.0	6.0	29.0	0.0	0.0	10.0	20.0			237.32718353514676
586	6.0	0.0	5.0	13.0	11.0	2.0	12.0	15.0			236.98714647472215
196	0.0	0.0	13.0	35.0	17.0	0.0	0.0	14.0			236.682627446516
1125	3.0	6.0	3.0	22.0	1.0	5.0	17.0	20.0			235.95473298938083
82	3.0	0.0	4.0	29.0	24.0	2.0	4.0	15.0			235.2868807644488
637	0.0	0.0	13.0	36.0	4.0	0.0	0.0	20.0			234.32765494012068
127	6.0	0.0	4.0	35.0	14.0	0.0	4.0	24.0			233.56561864474787
1147	8.0	0.0	2.0	19.0	13.0	10.0	18.0	8.0			233.1369911091741
39	8.0	0.0	2.0	23.0	20.0	4.0	12.0	17.0			233.07690944594697
949	6.0	7.0	7.0	16.0	11.0	2.0	2.0	16.0			231.9595199200803
92	2.0	0.0	2.0	19.0	14.0	4.0	20.0	21.0			230.54375105820125
23	4.0	0.0	2.0	26.0	4.0	9.0	9.0	17.0			228.90313722498644
868	0.0	5.0	5.0	27.0	15.0	0.0	6.0	20.0			228.47231174776516
7	6.0	0.0	6.0	12.0	14.0	6.0	2.0	14.0			228.24872948113543
41	4.0	0.0	4.0	26.0	21.0	0.0	4.0	28.0			228.09036696281055
1088	1.0	6.0	8.0	14.0	4.0	2.0	8.0	4.0			227.14203425703963
1602	6.0	0.0	3.0	23.0	3.0	3.0	11.0	10.0			226.6796388403729
878	0.0	8.0	8.0	35.0	6.0	2.0	0.0	16.0			226.52476362737136
29	4.0	0.0	2.0	19.0	17.0	8.0	8.0	19.0			226.22478390617087
17	5.0	0.0	3.0	29.0	10.0	3.0	5.0	10.0			226.1482710740851
81	6.0	0.0	6.0	22.0	18.0	0.0	6.0	4.0			225.9585383617207
57	6.0	0.0	2.0	17.0	0.0	13.0	20.0	14.0			225.07224811243117
264	2.0	0.0	5.0	19.0	8.0	2.0	2.0	30.0			224.84804919954783
1135	1.0	2.0	3.0	28.0	21.0	1.0	4.0	31.0			224.285517884157
1042	3.0	0.0	4.0	28.0	7.0	0.0	4.0	29.0			224.0421342641576
115	8.0	2.0	4.0	27.0	17.0	0.0	2.0	29.0			223.6117690745492
1033	3.0	9.0	10.0	20.0	27.0	0.0	0.0	14.0			222.701868222518
927	2.0	0.0	8.0	34.0	3.0	0.0	0.0	27.0			222.51926298137613
97	4.0	4.0	13.0	17.0	8.0	0.0	0.0	12.0			222.50439315548144
2945	0.0	0.0	5.0	8.0	5.0	8.0	9.0	18.0			221.51520250860528
2521	0.0	0.0	18.0	18.0	18.0	0.0	0.0	3.0			219.9736721528497
1385	4.0	1.0	5.0	10.0	14.0	4.0	4.0	13.0			219.83172226376809
5114	0.0	0.0	7.0	48.0	14.0	0.0	0.0	12.0			219.6629137000855
911	5.0	0.0	1.0	13.0	12.0	16.0	26.0	13.0			219.6461243230069
405	5.0	0.0	6.0	22.0	0.0	0.0	4.0	18.0			218.76851718475743
957	5.0	0.0	2.0	28.0	20.0	3.0	4.0	16.0			218.64494256941623
4378	0.0	0.0	20.0	30.0	0.0	0.0	0.0	2.0			218.61670050774669
100	3.0	0.0	4.0	15.0	11.0	0.0	8.0	25.0			218.5875736481561
1059	4.0	0.0	11.0	32.0	3.0	0.0	0.0	4.0			217.88199552029295
914	0.0	0.0	9.0	40.0	10.0	0.0	0.0	7.0			217.7265971681597
4242	0.0	0.0	9.0	31.0	8.0	0.0	0.0	15.0			217.45881139883392
3977	11.0	3.0	3.0	10.0	13.0	4.0	8.0	14.0			217.1522259571776
721	0.0	11.0	3.0	34.0	12.0	0.0	7.0	16.0			216.68397933509837
785	0.0	16.0	2.0	39.0	9.0	4.0	4.0	16.0			216.2474846159577
1108	4.0	4.0	2.0	31.0	8.0	2.0	6.0	13.0			216.18654998423256
95	4.0	0.0	2.0	20.0	6.0	6.0	6.0	18.0			215.92643631530424
2428	0.0	0.0	10.0	22.0	6.0	0.0	0.0	23.0			215.8132553589196
4545	0.0	0.0	9.0	17.0	0.0	0.0	3.0	20.0			215.60233746119852
1131	0.0	5.0	3.0	11.0	16.0	6.0	10.0	16.0			215.5001714328676
103	3.0	0.0	5.0	13.0	6.0	2.0	3.0	17.0			214.9920904428208
162	0.0	2.0	5.0	62.0	21.0	0.0	0.0	9.0			213.7298101256426
50	4.0	0.0	5.0	33.0	7.0	0.0	0.0	31.0			212.9311481830932
4038	0.0	2.0	7.0	25.0	9.0	2.0	0.0	11.0			211.9781899672618
940	2.0	0.0	6.0	28.0	12.0	0.0	0.0	22.0			211.69155210181407
128	2.0	0.0	2.0	16.0	4.0	6.0	14.0	9.0			211.4207815906676
4457	0.0	0.0	14.0	39.0	7.0	0.0	0.0	0.0			210.941202105336
28	3.0	0.0	1.0	29.0	4.0	3.0	11.0	23.0			210.65156479322
686	0.0	0.0	2.0	21.0	0.0	4.0	24.0	11.0			210.44713587592636
631	6.0	0.0	10.0	12.0	19.0	0.0	0.0	12.0			210.39725053613512
198	4.0	0.0	3.0	21.0	11.0	2.0	2.0	18.0			210.1092555982312
1314	1.0	6.0	2.0	7.0	14.0	7.0	20.0	19.0			209.35609171522069
650	4.0	0.0	0.0	29.0	21.0	8.0	16.0	34.0			208.55626291961556
1334	1.0	4.0	8.0	15.0	19.0	1.0	0.0	12.0			208.2290638002278
425	2.0	0.0	2.0	7.0	17.0	9.0	15.0	15.0			208.21601930747664
335	2.0	0.0	2.0	16.0	10.0	4.0	8.0	13.0			207.70068403599907
2735	0.0	0.0	10.0	19.0	12.0	0.0	0.0	10.0			207.612817266076
960	2.0	0.0	5.0	26.0	13.0	0.0	2.0	5.0			207.15142753294944
101	10.0	0.0	0.0	54.0	0.0	4.0	25.0	18.0			206.58302298113128
618	0.0	13.0	5.0	16.0	18.0	0.0	3.0	16.0			206.3494561237203
245	0.0	0.0	0.0	33.0	5.0	6.0	48.0	22.0			206.3091585830484
992	6.0	0.0	2.0	27.0	0.0	4.0	4.0	17.0			206.1188204361952
27	6.0	0.0	3.0	9.0	3.0	6.0	6.0	15.0			206.05106526930345
931	2.0	0.0	4.0	28.0	2.0	0.0	2.0	19.0			205.9825421992685
248	2.0	0.0	2.0	18.0	9.0	0.0	11.0	29.0			205.84702649763773
360	5.0	0.0	2.0	38.0	7.0	0.0	2.0	28.0			205.04168038439136
1302	1.0	0.0	1.0	29.0	2.0	5.0	13.0	12.0			204.8675673212168
916	3.0	0.0	10.0	19.0	12.0	0.0	0.0	3.0			204.42827995489063
1629	3.0	0.0	3.0	6.0	27.0	3.0	9.0	16.0			204.4258759743257
1061	6.0	0.0	8.0	24.0	11.0	0.0	0.0	3.0			204.37790632056928
1307	3.0	0.0	2.0	13.0	17.0	4.0	8.0	10.0			204.3359558945541
1424	1.0	4.0	5.0	29.0	5.0	0.0	2.0	5.0			203.52162558191824
67	9.0	0.0	2.0	17.0	6.0	0.0	9.0	22.0			203.3399802585775
935	5.0	2.0	4.0	22.0	2.0	0.0	4.0	8.0			203.33054514494728
1341	3.0	9.0	6.0	8.0	9.0	0.0	10.0	4.0			203.27422588250428
2414	0.0	0.0	8.0	15.0	20.0	0.0	0.0	20.0			202.87153771529464
4240	0.0	7.0	2.0	44.0	2.0	0.0	10.0	8.0			202.5447900996607
33	2.0	0.0	1.0	41.0	12.0	1.0	8.0	9.0			202.40112730571343
899	4.0	0.0	4.0	32.0	16.0	0.0	0.0	16.0			202.33559525703976
1039	6.0	11.0	2.0	27.0	2.0	2.0	2.0	24.0			202.12628195510632
44	2.0	0.0	2.0	26.0	6.0	0.0	6.0	22.0			202.1066197805709
122	3.0	0.0	6.0	16.0	3.0	1.0	2.0	4.0			202.0347184347789
946	5.0	2.0	7.0	14.0	14.0	0.0	0.0	16.0			201.71009848696212
1702	2.0	13.0	2.0	6.0	25.0	4.0	14.0	20.0			201.5361459246636
1011	1.0	2.0	1.0	21.0	24.0	2.0	8.0	26.0			201.4649237902641
47	4.0	0.0	4.0	27.0	13.0	0.0	0.0	24.0			201.1138637106729
161	6.0	0.0	0.0	19.0	3.0	9.0	60.0	11.0			201.0923547801459
819	6.0	0.0	2.0	14.0	9.0	4.0	2.0	34.0			201.01526685378323
433	0.0	0.0	2.0	30.0	5.0	1.0	5.0	16.0			200.89296628957567
90	2.0	0.0	2.0	16.0	9.0	2.0	6.0	17.0			200.859304757913
2586	15.0	0.0	0.0	22.0	0.0	7.0	42.0	22.0			200.8176583209209
1109	1.0	8.0	6.0	13.0	10.0	0.0	2.0	11.0			200.5963022972872
1173	2.0	0.0	1.0	16.0	1.0	12.0	12.0	17.0			200.54246968544356
648	2.0	0.0	9.0	18.0	6.0	0.0	0.0	6.0			200.3960918780931
275	0.0	0.0	7.0	11.0	4.0	0.0	4.0	8.0			199.4613319339377
1002	7.0	2.0	7.0	13.0	6.0	0.0	0.0	19.0			199.2381760967905
439	0.0	0.0	8.0	17.0	5.0	0.0	0.0	19.0			199.0643971225331
171	5.0	0.0	0.0	29.0	0.0	9.0	36.0	14.0			198.25885351832008
2812	0.0	0.0	3.0	14.0	7.0	4.0	15.0	1.0			198.1649189442872
1557	3.0	7.0	2.0	12.0	5.0	2.0	8.0	19.0			197.86030891726685
1166	2.0	0.0	3.0	17.0	11.0	0.0	3.0	22.0			197.77802066057015
365	6.0	0.0	2.0	12.0	9.0	0.0	16.0	12.0			197.4583954289682
841	4.0	4.0	2.0	14.0	20.0	4.0	2.0	19.0			197.4464345149698
236	14.0	0.0	0.0	21.0	20.0	7.0	14.0	19.0			197.4114156969575
2438	0.0	0.0	6.0	21.0	12.0	0.0	0.0	18.0			197.3816038751425
752	4.0	0.0	0.0	19.0	12.0	11.0	24.0	16.0			197.22958049979312
1199	1.0	3.0	2.0	12.0	17.0	2.0	7.0	17.0			197.06728376638364
473	2.0	0.0	2.0	33.0	15.0	0.0	2.0	17.0			196.8424116256512
501	0.0	12.0	2.0	42.0	2.0	2.0	7.0	2.0			196.63142478096373
124	4.0	0.0	2.0	26.0	0.0	2.0	4.0	14.0			196.59579634321784
4003	0.0	0.0	17.0	19.0	2.0	0.0	0.0	0.0			196.00123859803688
48	2.0	0.0	6.0	9.0	5.0	2.0	4.0	2.0			195.9667065364182
105	4.0	0.0	2.0	11.0	5.0	4.0	4.0	25.0			195.8900578908025
13	6.0	0.0	0.0	15.0	23.0	10.0	21.0	20.0			195.72435185860357
91	9.0	0.0	0.0	36.0	5.0	6.0	9.0	20.0			195.18777288991416
3599	0.0	0.0	2.0	13.0	14.0	0.0	12.0	26.0			194.89378481458323
4524	0.0	0.0	9.0	9.0	10.0	0.0	0.0	26.0			194.6158760686481
8	2.0	0.0	2.0	20.0	1.0	7.0	2.0	15.0			194.01583680516805
4267	0.0	10.0	10.0	16.0	3.0	0.0	0.0	6.0			193.1367178094928
1165	3.0	9.0	2.0	12.0	2.0	4.0	16.0	3.0			192.94828162858596
1527	0.0	9.0	1.0	28.0	2.0	6.0	7.0	11.0			192.9011355290309
30	2.0	0.0	1.0	23.0	7.0	4.0	13.0	3.0			192.61068481260497
83	6.0	0.0	0.0	18.0	2.0	12.0	27.0	15.0			192.19203511741932
912	0.0	0.0	6.0	21.0	15.0	0.0	0.0	9.0			192.0012618373098
687	2.0	0.0	2.0	13.0	4.0	6.0	2.0	24.0			191.58821986187368
166	0.0	0.0	11.0	11.0	3.0	0.0	0.0	9.0			191.47625497175997
4011	0.0	0.0	6.0	13.0	24.0	0.0	0.0	22.0			191.2621604862265
2464	0.0	0.0	1.0	36.0	4.0	3.0	5.0	10.0			190.76431297827736
156	2.0	0.0	1.0	24.0	5.0	6.0	6.0	6.0			190.7564968505196
56	4.0	0.0	6.0	14.0	6.0	0.0	0.0	14.0			190.39490330823693
953	0.0	6.0	4.0	7.0	10.0	3.0	5.0	7.0			189.88678246976983
211	9.0	0.0	8.0	8.0	7.0	0.0	0.0	11.0			189.5787971981037
203	2.0	0.0	1.0	24.0	20.0	0.0	6.0	22.0			189.4570508711817
1052	3.0	13.0	3.0	22.0	22.0	0.0	8.0	0.0			189.40644138831289
963	1.0	0.0	4.0	28.0	2.0	0.0	0.0	23.0			189.2992478966456
835	2.0	0.0	4.0	22.0	15.0	0.0	0.0	14.0			189.20137896115432
2703	5.0	1.0	0.0	17.0	21.0	19.0	21.0	4.0			189.09064222059163
98	4.0	0.0	4.0	22.0	1.0	0.0	0.0	29.0			188.28977117718452
257	3.0	0.0	4.0	19.0	10.0	0.0	0.0	19.0			188.149094241345
706	0.0	5.0	2.0	22.0	2.0	2.0	4.0	11.0			187.8016664593663
163	0.0	0.0	3.0	37.0	11.0	0.0	0.0	17.0			187.7196792658569
1195	2.0	6.0	0.0	34.0	0.0	6.0	19.0	17.0			187.67556615340047
6856	0.0	0.0	10.0	16.0	3.0	0.0	0.0	3.0			187.54055993013856
210	3.0	0.0	0.0	28.0	0.0	6.0	21.0	20.0			187.38383022342344
1874	2.0	0.0	3.0	17.0	2.0	0.0	6.0	6.0			187.34494500526367
1639	2.0	1.0	0.0	30.0	3.0	8.0	12.0	16.0			187.05283293691608
1420	2.0	2.0	0.0	34.0	4.0	6.0	8.0	24.0			187.0301809420248
1236	10.0	0.0	4.0	4.0	14.0	0.0	14.0	4.0			186.8583238185936
954	1.0	4.0	3.0	13.0	14.0	0.0	2.0	23.0			186.69391722698896
45	5.0	7.0	0.0	31.0	1.0	6.0	16.0	12.0			186.6747260449449
907	1.0	2.0	5.0	23.0	2.0	0.0	0.0	13.0			186.4710951701137
383	8.0	6.0	0.0	29.0	19.0	3.0	5.0	31.0			186.39141347362195
1041	0.0	0.0	4.0	22.0	18.0	1.0	0.0	8.0			186.3907843703866
2528	0.0	5.0	6.0	9.0	14.0	0.0	2.0	7.0			186.21488403939472
2786	4.0	0.0	0.0	25.0	11.0	3.0	12.0	23.0			186.041858538249
222	5.0	0.0	1.0	6.0	14.0	7.0	14.0	12.0			185.93735130837885
337	8.0	0.0	0.0	29.0	17.0	4.0	12.0	7.0			185.83095112077825
1191	0.0	6.0	3.0	9.0	12.0	0.0	5.0	26.0			185.67590925541856
246	4.0	12.0	0.0	29.0	1.0	11.0	17.0	7.0			185.5419182896449
1097	1.0	4.0	2.0	21.0	5.0	0.0	4.0	15.0			185.5125420385316
500	0.0	0.0	6.0	17.0	6.0	0.0	0.0	12.0			185.4747442295086
71	5.0	2.0	0.0	43.0	6.0	8.0	6.0	7.0			185.2484023653636
15	4.0	0.0	4.0	18.0	6.0	0.0	0.0	18.0			185.20962107563648
1090	0.0	0.0	6.0	12.0	4.0	0.0	0.0	31.0			184.6646884889187
529	9.0	0.0	5.0	15.0	4.0	0.0	0.0	10.0			184.5241645802412
34	2.0	0.0	2.0	13.0	5.0	2.0	3.0	16.0			184.4854553206283
1221	0.0	3.0	1.0	21.0	5.0	3.0	9.0	8.0			184.33471168196775
1363	5.0	0.0	2.0	4.0	22.0	2.0	9.0	19.0			184.29892980049465
2583	12.0	0.0	0.0	25.0	23.0	0.0	18.0	18.0			183.77840386874547
1396	0.0	5.0	3.0	32.0	17.0	0.0	0.0	13.0			183.706895567091
1421	3.0	8.0	4.0	19.0	11.0	0.0	0.0	11.0			183.4758948886333
2435	7.0	0.0	0.0	21.0	12.0	2.0	18.0	15.0			183.37661062624028
732	6.0	0.0	0.0	21.0	10.0	2.0	15.0	22.0			182.92498432279564
1337	4.0	0.0	4.0	14.0	12.0	0.0	0.0	19.0			182.90803060993736
970	2.0	5.0	0.0	35.0	0.0	4.0	14.0	21.0			182.70659157920065
1803	3.0	0.0	1.0	15.0	15.0	3.0	3.0	19.0			182.44970245872787
1845	0.0	0.0	3.0	8.0	7.0	0.0	9.0	14.0			182.39887499253308
1078	3.0	10.0	7.0	10.0	39.0	0.0	0.0	3.0			182.36385617452075
1250	1.0	5.0	1.0	15.0	17.0	2.0	4.0	24.0			182.2746497925475
134	4.0	0.0	0.0	20.0	2.0	14.0	16.0	9.0			182.2578650504024
2	4.0	0.0	1.0	20.0	0.0	2.0	10.0	9.0			181.866540636251
73	6.0	2.0	4.0	21.0	0.0	0.0	0.0	20.0			181.82835295383276
1399	2.0	0.0	2.0	6.0	20.0	2.0	6.0	15.0			181.2085812499735
543	3.0	0.0	0.0	21.0	13.0	4.0	14.0	13.0			180.5085252246604
3579	0.0	0.0	0.0	24.0	3.0	8.0	12.0	25.0			180.4308189428045
145	4.0	0.0	4.0	11.0	13.0	0.0	0.0	25.0			180.32362433252564
3619	12.0	0.0	0.0	17.0	22.0	0.0	23.0	23.0			180.2128575730562
1642	1.0	8.0	1.0	10.0	10.0	6.0	6.0	16.0			180.10836847609366
2472	4.0	0.0	0.0	32.0	0.0	0.0	32.0	24.0			180.0962502695117
2711	16.0	0.0	0.0	15.0	15.0	8.0	8.0	15.0			180.0002300432778
2461	0.0	0.0	0.0	24.0	15.0	9.0	14.0	8.0			179.95368895273972
407	7.0	0.0	0.0	31.0	0.0	8.0	8.0	15.0			179.69710693419566
367	9.0	0.0	3.0	3.0	14.0	4.0	11.0	2.0			179.51641170111628
811	0.0	0.0	3.0	22.0	15.0	0.0	0.0	23.0			179.48261175770276
1860	2.0	5.0	3.0	3.0	15.0	2.0	9.0	10.0			178.96899053690785
276	5.0	0.0	6.0	9.0	9.0	0.0	0.0	9.0			178.89860702811467
845	0.0	0.0	5.0	9.0	14.0	0.0	2.0	6.0			178.71354292005915
207	0.0	11.0	5.0	21.0	14.0	0.0	0.0	4.0			178.58107023293212
1392	6.0	0.0	3.0	21.0	10.0	0.0	0.0	10.0			178.42581561600565
35	4.0	0.0	0.0	22.0	0.0	9.0	12.0	20.0			178.379860629497
1248	3.0	3.0	0.0	18.0	4.0	7.0	14.0	16.0			178.33693772082464
824	3.0	0.0	0.0	10.0	28.0	11.0	17.0	13.0			178.31054893796613
4078	0.0	4.0	2.0	12.0	7.0	0.0	6.0	20.0			178.09930980472592
193	2.0	0.0	0.0	17.0	3.0	8.0	19.0	13.0			177.98263036916876
5573	0.0	0.0	6.0	40.0	3.0	0.0	0.0	0.0			177.60717943541968
2763	5.0	0.0	0.0	29.0	18.0	5.0	5.0	10.0			177.48386624221143
1693	0.0	12.0	8.0	8.0	3.0	0.0	0.0	15.0			177.4769565548515
1554	2.0	0.0	3.0	5.0	10.0	2.0	2.0	24.0			177.38236444821416
40	4.0	0.0	0.0	32.0	6.0	6.0	4.0	16.0			177.12223296173588
1070	2.0	1.0	1.0	15.0	7.0	0.0	6.0	32.0			177.08460228062657
3041	0.0	0.0	6.0	7.0	17.0	0.0	2.0	4.0			176.84786674805187
1064	0.0	5.0	0.0	28.0	11.0	5.0	9.0	15.0			176.7891873081909
280	2.0	2.0	2.0	13.0	14.0	1.0	2.0	10.0			176.34384609956223
183	5.0	10.0	5.0	19.0	0.0	0.0	0.0	7.0			176.3168983709106
4096	0.0	0.0	10.0	19.0	2.0	0.0	0.0	0.0			176.30217919412513
43	4.0	0.0	2.0	8.0	8.0	2.0	2.0	21.0			176.2841501792674
114	4.0	0.0	0.0	16.0	4.0	8.0	11.0	19.0			176.1278809814685
3160	2.0	0.0	2.0	8.0	0.0	2.0	8.0	15.0			176.03854619259263
136	4.0	0.0	0.0	25.0	3.0	10.0	4.0	22.0			175.90653839209375
1869	2.0	2.0	2.0	5.0	8.0	12.0	4.0	7.0			175.80314028537265
249	2.0	0.0	0.0	13.0	13.0	17.0	11.0	11.0			175.69116515545994
3157	0.0	0.0	0.0	15.0	8.0	11.0	17.0	14.0			175.58598582002023
116	2.0	0.0	0.0	17.0	8.0	4.0	12.0	24.0			175.49585601237183
2681	0.0	2.0	2.0	7.0	6.0	0.0	12.0	22.0			175.4892633552114
2574	5.0	8.0	0.0	21.0	0.0	5.0	24.0	9.0			175.4614416753422
2890	0.0	0.0	2.0	14.0	6.0	0.0	6.0	11.0			175.4130160532659
368	3.0	0.0	0.0	27.0	0.0	6.0	11.0	16.0			175.30141923791484
2916	5.0	0.0	0.0	14.0	0.0	7.0	24.0	18.0			175.1819949551813
2503	11.0	0.0	0.0	11.0	21.0	7.0	10.0	16.0			175.09738970976767
253	0.0	0.0	3.0	28.0	7.0	0.0	0.0	11.0			174.88044440073668
3144	0.0	0.0	0.0	37.0	5.0	1.0	15.0	13.0			174.80932727464867
3512	0.0	0.0	0.0	18.0	9.0	3.0	16.0	27.0			174.80708881792543
340	8.0	0.0	0.0	25.0	4.0	4.0	11.0	7.0			174.648120187348
971	1.0	9.0	2.0	44.0	5.0	0.0	0.0	9.0			174.56143796986282
1538	4.0	2.0	2.0	12.0	8.0	0.0	2.0	21.0			174.4911467957192
950	8.0	5.0	0.0	19.0	2.0	5.0	11.0	15.0			174.28957283036976
235	4.0	0.0	0.0	16.0	14.0	2.0	14.0	19.0			173.98197280784112
2789	0.0	0.0	0.0	27.0	23.0	6.0	11.0	5.0			173.8456778357735
920	3.0	7.0	4.0	19.0	4.0	0.0	0.0	6.0			173.70858619453688
55	2.0	0.0	0.0	28.0	24.0	0.0	8.0	32.0			173.6932805920515
1488	1.0	4.0	1.0	23.0	15.0	2.0	1.0	15.0			173.61513031257317
261	3.0	0.0	3.0	15.0	12.0	0.0	0.0	17.0			173.42642867265894
1284	7.0	0.0	0.0	13.0	18.0	6.0	9.0	16.0			173.4258471706388
2419	0.0	0.0	4.0	19.0	0.0	0.0	0.0	29.0			173.28279715283531
1783	1.0	5.0	2.0	10.0	23.0	1.0	3.0	8.0			172.94601141698314
1153	6.0	0.0	0.0	16.0	16.0	0.0	34.0	11.0			172.90523848718425
99	4.0	0.0	0.0	12.0	6.0	5.0	18.0	17.0			172.88837120272427
2498	6.0	0.0	0.0	22.0	4.0	3.0	15.0	7.0			172.4102855672698
1111	3.0	0.0	2.0	8.0	6.0	3.0	3.0	8.0			172.16573333236536
223	4.0	0.0	0.0	38.0	0.0	0.0	20.0	13.0			171.69464057741558
244	4.0	0.0	2.0	22.0	31.0	0.0	0.0	10.0			171.686668749106
1243	9.0	3.0	1.0	9.0	12.0	0.0	8.0	17.0			171.4902730385318
3172	3.0	8.0	0.0	33.0	2.0	5.0	3.0	24.0			171.48431472210495
318	5.0	0.0	0.0	12.0	0.0	9.0	20.0	18.0			171.22060857013489
225	0.0	0.0	2.0	36.0	19.0	0.0	0.0	8.0			171.16834650396217
62	6.0	0.0	0.0	30.0	18.0	0.0	6.0	22.0			170.84502014835863
559	0.0	0.0	2.0	19.0	15.0	0.0	1.0	15.0			170.82383692757006
472	12.0	0.0	6.0	8.0	0.0	0.0	0.0	11.0			170.44083368080572
176	2.0	0.0	0.0	24.0	0.0	2.0	22.0	13.0			170.3740664868165
1107	2.0	1.0	2.0	9.0	6.0	0.0	4.0	18.0			170.31768953836857
79	4.0	0.0	2.0	10.0	10.0	0.0	2.0	18.0			169.85211341453206
172	6.0	0.0	3.0	5.0	10.0	0.0	2.0	22.0			169.79891477407858
121	2.0	0.0	1.0	12.0	9.0	1.0	3.0	26.0			169.53986394968808
164	5.0	0.0	0.0	13.0	14.0	5.0	10.0	14.0			169.44200738731098
