INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	NOT_TT	NOT_MACAQUE_BUT_OTHERS	RELEVANCE_INDEX
3009	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0			38.45143010338384
3765	0.0	5.0	0.0	2.0	0.0	2.0	0.0	0.0			38.45143010338384
2202	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0			38.45143010338384
3937	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0			38.45143010338384
3919	2.0	9.0	0.0	2.0	2.0	0.0	0.0	0.0			38.45143010338384
5410	8.0	3.0	0.0	0.0	2.0	0.0	0.0	8.0			38.45143010338384
3439	2.0	12.0	0.0	0.0	8.0	0.0	0.0	8.0			38.45143010338384
1610	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0			38.45143010338384
10346	0.0	20.0	0.0	2.0	0.0	0.0	0.0	2.0			38.45143010338384
2221	2.0	11.0	0.0	2.0	2.0	0.0	0.0	0.0			38.45143010338384
3241	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0			38.45143010338384
3740	0.0	3.0	0.0	2.0	0.0	2.0	0.0	0.0			38.45143010338384
6460	0.0	0.0	0.0	0.0	4.0	0.0	2.0	3.0			38.389317503391055
4343	10.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0			38.38004966014444
4737	5.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0			38.14744958196997
4049	5.0	15.0	0.0	0.0	0.0	0.0	6.0	0.0			38.14744958196997
4313	16.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0			38.14501944826479
3803	0.0	9.0	0.0	3.0	1.0	0.0	0.0	0.0			38.123094930797
7283	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			38.123094930797
3940	0.0	9.0	0.0	1.0	15.0	0.0	0.0	1.0			38.12309493079699
6159	0.0	0.0	0.0	0.0	11.0	0.0	0.0	12.0			38.07402682355537
3249	8.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0			38.0666248977032
7925	0.0	0.0	0.0	0.0	19.0	0.0	0.0	9.0			38.00451229771041
4563	0.0	6.0	0.0	0.0	4.0	0.0	0.0	19.0			38.004512297710406
6770	5.0	0.0	0.0	0.0	8.0	2.0	0.0	1.0			37.86251492510193
9776	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0			37.86251492510192
10736	0.0	10.0	0.0	0.0	8.0	0.0	5.0	0.0			37.86251492510192
2143	1.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0			37.86251492510192
4089	16.0	4.0	0.0	0.0	6.0	3.0	0.0	0.0			37.75856107675655
10212	0.0	0.0	0.0	0.0	12.0	0.0	0.0	11.0			37.67381328518768
5091	0.0	9.0	0.0	0.0	22.0	0.0	0.0	8.0			37.649716853007945
10366	0.0	0.0	0.0	0.0	10.0	0.0	0.0	12.0			37.63896993860722
10862	10.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0			37.63896993860722
5816	4.0	16.0	0.0	0.0	0.0	0.0	0.0	18.0			37.49157935383491
9977	0.0	0.0	0.0	0.0	6.0	0.0	0.0	15.0			37.45543796767438
8283	0.0	0.0	0.0	0.0	21.0	0.0	0.0	8.0			37.42745804015378
10137	0.0	7.0	0.0	0.0	8.0	0.0	0.0	13.0			37.37669618283368
1389	10.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0			37.365345440160986
3604	4.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0			37.365345440160986
2224	0.0	0.0	0.0	1.0	5.0	0.0	0.0	2.0			37.27359974682001
5500	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0			37.27359974682
9116	3.0	3.0	0.0	0.0	26.0	0.0	0.0	3.0			37.27359974682
6171	7.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0			37.27359974682
4832	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0			37.27359974682
9717	1.0	12.0	0.0	1.0	0.0	0.0	2.0	0.0			37.27359974682
10404	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			37.19485796197931
6244	0.0	11.0	0.0	0.0	6.0	0.0	2.0	2.0			37.19485796197931
9511	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0			37.19485796197931
3686	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			37.19485796197931
5375	6.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0			37.19485796197931
6561	0.0	13.0	0.0	0.0	20.0	0.0	0.0	8.0			37.19485796197931
4161	0.0	32.0	0.0	0.0	6.0	0.0	2.0	2.0			37.19485796197931
8767	0.0	0.0	0.0	0.0	15.0	0.0	0.0	9.0			36.88879454113937
6712	0.0	9.0	0.0	0.0	3.0	0.0	0.0	19.0			36.88879454113936
10887	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0			36.88879454113936
3559	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0			36.88879454113936
4662	0.0	46.0	0.0	0.0	6.0	0.0	0.0	14.0			36.81005275629867
620	0.0	0.0	0.0	0.0	18.0	0.0	0.0	8.0			36.6944406691944
4799	5.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0			36.68468456853809
3833	2.0	7.0	0.0	1.0	3.0	1.0	0.0	0.0			36.68468456853809
6131	7.0	23.0	0.0	0.0	11.0	0.0	0.0	3.0			36.68468456853809
8225	7.0	0.0	0.0	0.0	11.0	0.0	0.0	3.0			36.68468456853809
6032	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0			36.60594278369739
8299	11.0	10.0	0.0	0.0	0.0	0.0	4.0	0.0			36.56610193545151
4601	5.0	10.0	0.0	0.0	1.0	0.0	4.0	0.0			36.56610193545151
6717	5.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0			36.42410456284302
1562	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			36.42410456284302
5605	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			36.42410456284302
9575	0.0	0.0	0.0	0.0	3.0	0.0	0.0	18.0			36.37586159726386
10269	0.0	0.0	0.0	0.0	9.0	0.0	0.0	11.0			36.36199196285023
2269	0.0	0.0	0.0	0.0	9.0	0.0	0.0	11.0			36.36199196285023
1445	7.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0			36.24962768358994
3596	3.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0			36.12012404142915
4402	3.0	6.0	0.0	0.0	0.0	0.0	6.0	0.0			36.12012404142915
5906	0.0	6.0	0.0	0.0	0.0	1.0	6.0	0.0			36.12012404142915
7880	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0			36.12012404142915
3987	0.0	18.0	0.0	0.0	0.0	0.0	0.0	36.0			36.10917912644224
805	5.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0			36.03929935716238
9925	0.0	0.0	0.0	0.0	20.0	0.0	3.0	0.0			36.01702760541547
6062	0.0	4.0	0.0	0.0	0.0	0.0	10.0	0.0			35.96842909197556
6421	0.0	6.0	0.0	0.0	0.0	0.0	10.0	0.0			35.96842909197556
7162	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0			35.96842909197556
10799	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0			35.93828582057478
5978	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0			35.93828582057478
10155	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8.0			35.835189384561104
8406	10.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0			35.80034603798063
5670	25.0	7.0	0.0	0.0	0.0	0.0	0.0	6.0			35.74958418066054
4147	6.0	4.0	0.0	0.0	6.0	0.0	0.0	4.0			35.553480614894134
9811	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0			35.51249677887324
4429	4.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0			35.51249677887324
5262	2.0	0.0	0.0	0.0	4.0	2.0	0.0	2.0			35.51249677887324
2935	4.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0			35.51249677887324
4782	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0			35.51249677887324
1751	4.0	18.0	0.0	2.0	0.0	0.0	0.0	0.0			35.51249677887324
2029	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0			35.51249677887324
7523	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			35.51249677887324
10576	0.0	0.0	0.0	0.0	2.0	4.0	0.0	3.0			35.45038417888046
10463	3.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0			35.450384178880455
6407	0.0	9.0	0.0	0.0	6.0	0.0	0.0	12.0			35.37904431989193
5008	2.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0			35.24627420627918
5099	0.0	0.0	0.0	0.0	4.0	0.0	0.0	14.0			35.12769157319261
9218	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0			35.12769157319261
9585	0.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0			35.12769157319261
7319	9.0	7.0	0.0	0.0	0.0	1.0	2.0	0.0			34.92358160059133
8262	0.0	12.0	0.0	0.0	12.0	0.0	0.0	8.0			34.79699256066988
9398	2.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0			34.681713679170244
4034	2.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0			34.681713679170244
3271	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
3953	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
8891	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0			34.657359027997266
6328	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
4647	0.0	0.0	0.0	0.0	3.0	0.0	0.0	15.0			34.657359027997266
3875	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
3857	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0			34.657359027997266
4199	3.0	9.0	0.0	0.0	15.0	0.0	0.0	3.0			34.657359027997266
6284	0.0	14.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
5275	0.0	39.0	0.0	0.0	0.0	0.0	0.0	31.0			34.657359027997266
8348	3.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0			34.657359027997266
8790	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
3931	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
3858	0.0	13.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
4597	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0			34.657359027997266
4513	0.0	3.0	0.0	0.0	0.0	3.0	3.0	0.0			34.657359027997266
6725	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0			34.657359027997266
9437	0.0	2.0	0.0	0.0	0.0	3.0	3.0	0.0			34.657359027997266
5829	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
3247	0.0	20.0	0.0	1.0	1.0	3.0	0.0	0.0			34.657359027997266
7040	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
3676	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
6359	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			34.657359027997266
10335	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0			34.53877639491069
5506	9.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0			34.53877639491069
2837	0.0	0.0	0.0	0.0	9.0	0.0	0.0	9.0			34.53877639491069
9679	0.0	9.0	0.0	0.0	0.0	0.0	9.0	0.0			34.53877639491069
4920	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0			34.53877639491069
7571	0.0	0.0	0.0	0.0	9.0	0.0	0.0	9.0			34.53877639491069
7895	0.0	0.0	0.0	0.0	19.0	0.0	0.0	6.0			34.43776285832308
1521	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			34.3967790223022
1607	3.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0			34.3967790223022
10814	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0			34.3967790223022
9258	0.0	6.0	0.0	2.0	0.0	0.0	0.0	1.0			34.3967790223022
8744	0.0	0.0	0.0	0.0	11.0	0.0	0.0	8.0			34.3967790223022
6135	7.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0			34.37616043638289
3453	0.0	0.0	0.0	0.0	7.0	0.0	0.0	10.0			34.37616043638289
2758	4.0	2.0	0.0	1.0	5.0	0.0	0.0	0.0			34.33466642230941
6663	2.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0			34.33466642230941
9314	0.0	6.0	0.0	0.0	18.0	0.0	0.0	6.0			34.181296386385334
5292	0.0	19.0	0.0	0.0	13.0	0.0	3.0	0.0			33.98970206487465
2802	4.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0			33.899609537361265
5127	4.0	4.0	0.0	0.0	10.0	3.0	0.0	0.0			33.899609537361265
8419	5.0	6.0	0.0	0.0	0.0	0.0	0.0	11.0			33.807863844020275
3363	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0			33.807863844020275
2152	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0			33.807863844020275
6367	0.0	3.0	0.0	0.0	1.0	0.0	2.0	3.0			33.807863844020275
3136	6.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0			33.70850347326027
9635	6.0	3.0	0.0	0.0	0.0	0.0	0.0	10.0			33.70850347326027
2313	0.0	15.0	0.0	0.0	6.0	0.0	0.0	10.0			33.70850347326027
4728	4.0	2.0	0.0	0.0	0.0	0.0	0.0	12.0			33.696683136785865
900	0.0	11.0	22.0	45.0	11.0	8.0	31.0	17.0		Y	33.642233869265304
5287	0.0	2.0	0.0	0.0	16.0	0.0	0.0	6.0			33.62516821083421
570	8.0	2.0	0.0	0.0	9.0	0.0	0.0	2.0			33.48517123833243
6808	0.0	0.0	0.0	0.0	15.0	0.0	0.0	6.0			33.32204510175204
5940	0.0	0.0	0.0	0.0	3.0	0.0	0.0	13.0			33.32204510175204
3568	3.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0			33.32204510175204
8102	0.0	0.0	0.0	0.0	15.0	0.0	0.0	6.0			33.32204510175204
8639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0			33.32204510175204
8485	0.0	2.0	0.0	0.0	2.0	0.0	0.0	15.0			33.21894866573836
5527	2.0	2.0	0.0	0.0	0.0	0.0	0.0	15.0			33.21894866573836
2271	2.0	2.0	0.0	1.0	7.0	0.0	0.0	0.0			33.21894866573836
6793	5.0	0.0	0.0	0.0	13.0	0.0	0.0	2.0			33.140206880897665
7435	4.0	2.0	0.0	0.0	2.0	0.0	0.0	6.0			32.99935249606418
8389	0.0	0.0	0.0	0.0	14.0	0.0	0.0	6.0			32.99935249606418
770	0.0	2.0	0.0	0.0	14.0	0.0	0.0	6.0			32.99935249606418
6944	0.0	0.0	0.0	0.0	14.0	0.0	0.0	6.0			32.99935249606418
4384	0.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
6301	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0			32.95836866004329
4850	0.0	5.0	0.0	0.0	0.0	0.0	8.0	0.0			32.95836866004329
5178	2.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
3832	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
3929	2.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
1756	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
2990	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
7303	2.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
3758	0.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
9649	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0			32.95836866004329
1917	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
9353	0.0	0.0	0.0	0.0	8.0	2.0	0.0	2.0			32.95836866004329
2187	2.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
3956	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
4028	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
5963	2.0	4.0	0.0	0.0	0.0	2.0	2.0	0.0			32.95836866004329
9371	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
8286	2.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0			32.95836866004329
8291	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0			32.95836866004329
2037	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0			32.95836866004329
3907	0.0	11.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
3680	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
6632	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
2953	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0			32.95836866004329
5776	0.0	0.0	0.0	0.0	4.0	0.0	0.0	11.0			32.896256060050504
7193	3.0	4.0	0.0	0.0	4.0	5.0	0.0	0.0			32.896256060050504
5607	7.0	4.0	0.0	0.0	9.0	2.0	0.0	0.0			32.896256060050504
8455	10.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0			32.78389178079021
2781	6.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0			32.75540167521702
7120	0.0	16.0	0.0	0.0	0.0	0.0	0.0	25.0			32.58096538021482
8866	0.0	8.0	0.0	0.0	0.0	4.0	2.0	0.0			32.57356345436265
8013	2.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0			32.57356345436265
10266	2.0	4.0	0.0	0.0	0.0	0.0	0.0	14.0			32.57356345436265
9617	0.0	5.0	0.0	0.0	0.0	0.0	2.0	4.0			32.57356345436265
8158	0.0	2.0	0.0	0.0	0.0	0.0	2.0	4.0			32.57356345436265
5504	2.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0			32.57356345436265
6279	6.0	6.0	0.0	0.0	5.0	0.0	0.0	3.0			32.55129170261575
5676	0.0	0.0	0.0	0.0	25.0	0.0	0.0	4.0			32.38486181444841
6406	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0			32.369453481761376
3406	11.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0			32.36945348176137
4134	9.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0			32.30734088176859
8015	3.0	0.0	0.0	0.0	9.0	3.0	0.0	0.0			32.30734088176859
5021	12.0	5.0	0.0	0.0	0.0	0.0	0.0	6.0			32.28384827786081
5678	12.0	12.0	0.0	0.0	0.0	6.0	0.0	0.0			32.28384827786081
9425	0.0	7.0	0.0	0.0	12.0	0.0	0.0	6.0			32.28384827786081
5741	0.0	0.0	0.0	0.0	12.0	0.0	0.0	6.0			32.28384827786081
7133	0.0	2.0	0.0	0.0	12.0	0.0	0.0	6.0			32.28384827786081
5847	0.0	0.0	0.0	0.0	24.0	0.0	0.0	4.0			32.18875824868201
3013	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0			32.18875824868201
10364	2.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0			32.156655409667394
6541	22.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0			32.156655409667394
5636	4.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0			32.02614229015421
4617	0.0	0.0	0.0	0.0	4.0	0.0	0.0	10.0			32.02614229015421
8285	0.0	12.0	0.0	0.0	4.0	0.0	0.0	10.0			32.02614229015421
521	6.0	0.0	0.0	0.0	20.0	0.0	0.0	1.0			31.883634739493136
5586	0.0	0.0	0.0	0.0	11.0	0.0	0.0	6.0			31.88363473949313
7748	0.0	0.0	0.0	0.0	11.0	0.0	0.0	6.0			31.88363473949313
7833	0.0	0.0	0.0	0.0	11.0	0.0	0.0	6.0			31.88363473949313
826	3.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0			31.88363473949313
5546	3.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0			31.78053830347946
3184	5.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0			31.78053830347946
3913	0.0	4.0	0.0	1.0	1.0	2.0	0.0	0.0			31.780538303479457
9863	0.0	9.0	0.0	0.0	0.0	2.0	3.0	0.0			31.780538303479457
4271	3.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0			31.780538303479457
7170	3.0	0.0	0.0	0.0	15.0	0.0	0.0	2.0			31.780538303479457
5541	3.0	0.0	0.0	0.0	15.0	0.0	0.0	2.0			31.780538303479457
1444	8.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0			31.780538303479457
6459	2.0	9.0	0.0	0.0	6.0	0.0	2.0	0.0			31.70179651863876
10296	6.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0			31.70179651863876
10365	3.0	0.0	0.0	0.0	14.0	0.0	0.0	2.0			31.4578456977916
4627	0.0	0.0	0.0	0.0	14.0	0.0	0.0	5.0			31.4578456977916
5834	0.0	0.0	0.0	0.0	10.0	0.0	0.0	6.0			31.448577854544983
7660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0			31.354942159291497
3822	2.0	8.0	0.0	0.0	10.0	0.0	0.0	3.0			31.345481418531307
9744	2.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0			31.31699131295812
5655	3.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0			31.191623125197538
4716	7.0	13.0	0.0	0.0	3.0	0.0	0.0	3.0			31.191623125197538
10236	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0			31.191623125197538
5266	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0			31.191623125197538
9759	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0			31.191623125197538
5298	3.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0			31.191623125197538
9113	0.0	8.0	0.0	0.0	0.0	0.0	7.0	0.0			31.191623125197538
4139	3.0	2.0	0.0	0.0	7.0	0.0	0.0	3.0			31.191623125197538
7141	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0			31.07304049211096
10165	3.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0			31.07304049211096
496	4.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0			31.07304049211096
9659	0.0	0.0	0.0	0.0	19.0	0.0	0.0	4.0			31.073040492110955
4658	10.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0			31.02278881284345
8012	0.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0			30.97202695552336
5969	0.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0			30.97202695552336
6258	5.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0			30.931043119502476
2229	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0			30.93104311950247
6285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0			30.91042453358316
8742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0			30.91042453358316
5102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0			30.91042453358316
7398	3.0	2.0	0.0	0.0	12.0	0.0	0.0	2.0			30.742341479588237
9608	3.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0			30.742341479588237
7604	2.0	2.0	0.0	0.0	5.0	0.0	0.0	4.0			30.546237913821827
804	17.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0			30.546237913821827
2511	3.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0			30.523966162074927
8619	1.0	0.0	0.0	0.0	13.0	0.0	0.0	3.0			30.523966162074927
6636	6.0	5.0	0.0	0.0	3.0	0.0	0.0	3.0			30.523966162074927
6214	0.0	1.0	0.0	0.0	6.0	0.0	0.0	7.0			30.523966162074924
4001	6.0	27.0	0.0	0.0	0.0	0.0	3.0	0.0			30.523966162074924
9465	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0			30.523966162074924
3989	6.0	25.0	0.0	0.0	0.0	0.0	3.0	0.0			30.523966162074924
4714	0.0	26.0	0.0	0.0	6.0	0.0	0.0	7.0			30.523966162074924
4975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0			30.44522437723423
6934	2.0	2.0	0.0	0.0	2.0	0.0	0.0	6.0			30.44522437723423
6847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0			30.44522437723423
5078	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6.0			30.44522437723423
8883	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0			30.342127941220557
10077	2.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0			30.342127941220557
5130	1.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0			30.34212794122055
6448	4.0	12.0	0.0	0.0	2.0	0.0	2.0	0.0			30.019435335532695
7065	0.0	9.0	0.0	0.0	4.0	0.0	0.0	8.0			30.019435335532695
9212	0.0	10.0	0.0	0.0	4.0	0.0	0.0	8.0			30.019435335532695
9705	4.0	11.0	0.0	0.0	0.0	0.0	0.0	8.0			30.019435335532695
6630	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0			30.019435335532695
5814	3.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0			29.957322735539915
5368	0.0	4.0	0.0	0.0	3.0	0.0	0.0	9.0			29.957322735539915
3260	4.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0			29.95732273553991
6403	0.0	0.0	0.0	0.0	15.0	0.0	0.0	4.0			29.95732273553991
8540	0.0	11.0	0.0	0.0	10.0	0.0	0.0	5.0			29.9070710562724
10362	0.0	0.0	0.0	0.0	7.0	0.0	0.0	6.0			29.85630919895231
10460	0.0	0.0	0.0	0.0	7.0	0.0	0.0	6.0			29.85630919895231
6744	0.0	0.0	0.0	0.0	7.0	0.0	0.0	6.0			29.85630919895231
6068	7.0	11.0	0.0	0.0	0.0	0.0	0.0	6.0			29.85630919895231
8976	2.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0			29.753212762938634
1842	2.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0			29.753212762938634
6006	5.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0			29.75321276293863
6323	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0			29.75321276293863
10421	5.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0			29.75321276293863
6709	5.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0			29.67447097809794
7006	2.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0			29.634630129852056
7929	2.0	22.0	0.0	0.0	4.0	0.0	0.0	4.0			29.634630129852056
5926	0.0	18.0	0.0	0.0	14.0	0.0	0.0	4.0			29.634630129852056
5823	2.0	9.0	0.0	0.0	0.0	0.0	4.0	0.0			29.634630129852056
10607	0.0	4.0	0.0	0.0	2.0	0.0	4.0	0.0			29.634630129852056
8036	2.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0			29.634630129852056
4118	0.0	21.0	0.0	0.0	2.0	0.0	4.0	0.0			29.634630129852056
8841	4.0	5.0	0.0	0.0	2.0	0.0	0.0	4.0			29.634630129852056
4222	32.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0			29.47201417132425
6635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0			29.444389791664403
9074	0.0	9.0	0.0	0.0	13.0	0.0	0.0	4.0			29.28966577241729
7240	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0			29.1886522358297
