INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK
227	0	3	0	15	12	0	0	0
228	4	0	4	26	0	4	11	21
229	4	0	0	6	0	0	0	0
230	9	0	0	4	13	4	8	25
231	3	0	2	15	0	0	0	32
232	3	0	6	32	7	2	4	29
233	0	0	0	35	0	0	0	31
234	9	0	0	28	0	0	0	0
235	4	0	0	16	14	2	14	19
236	14	0	0	21	20	7	14	19
237	6	0	0	4	18	0	0	18
239	4	2	1	3	11	0	1	2
240	6	0	3	3	27	0	0	5
241	0	0	0	29	0	0	4	15
242	3	0	10	28	11	4	5	11
243	4	17	1	9	4	0	0	15
244	4	0	2	22	31	0	0	10
245	0	0	0	33	5	6	48	22
246	4	12	0	29	1	11	17	7
247	12	6	0	8	2	0	0	0
248	2	0	2	18	9	0	11	29
249	2	0	0	13	13	17	11	11
250	6	0	0	12	0	0	0	0
251	9	0	0	5	13	0	3	14
252	5	0	0	4	36	0	4	34
253	0	0	3	28	7	0	0	11
254	NA	NA	NA	NA	NA	NA	NA	NA
255	0	0	0	21	15	0	0	3
256	NA	NA	NA	NA	NA	NA	NA	NA
257	3	0	4	19	10	0	0	19
258	5	0	0	16	3	3	6	20
259	5	0	0	4	14	0	0	18
260	NA	NA	NA	NA	NA	NA	NA	NA
261	3	0	3	15	12	0	0	17
262	4	0	0	8	6	4	8	8
263	NA	NA	NA	NA	NA	NA	NA	NA
264	2	0	5	19	8	2	2	30
265	2	0	0	8	0	0	0	5
266	11	6	0	22	0	0	8	0
267	4	0	0	0	9	0	0	0
268	3	0	2	7	11	0	0	5
269	0	4	2	19	26	0	5	17
270	2	0	0	18	0	1	6	15
271	3	0	0	7	6	0	0	6
272	2	3	0	21	7	0	2	19
273	0	0	2	22	12	0	0	13
274	0	0	0	6	0	0	0	2
275	0	0	7	11	4	0	4	8
276	5	0	6	9	9	0	0	9
277	3	0	7	25	21	11	7	30
278	0	25	0	25	0	0	0	0
279	4	0	0	6	0	0	4	20
280	2	2	2	13	14	1	2	10
281	8	0	0	8	12	2	6	9
282	6	0	0	2	5	0	0	22
283	2	0	0	13	8	0	6	24
284	0	8	3	26	11	0	0	15
285	6	0	0	4	3	0	0	0
286	0	1	0	24	5	5	14	19
287	6	0	0	6	0	0	8	21
288	6	0	0	12	8	6	6	18
289	4	0	0	21	10	1	5	27
290	2	11	0	21	5	0	12	12
291	9	0	0	22	0	0	0	0
292	0	3	0	17	0	0	9	0
293	NA	NA	NA	NA	NA	NA	NA	NA
294	2	0	0	4	14	0	0	26
295	4	0	0	22	17	0	0	6
296	2	0	0	2	12	2	6	22
297	NA	NA	NA	NA	NA	NA	NA	NA
298	2	7	0	22	0	0	0	7
299	6	0	0	13	31	0	0	25
300	0	0	0	20	4	0	0	4
301	4	0	0	0	4	0	0	0
302	0	13	0	15	2	0	0	8
303	2	0	0	11	0	0	4	6
304	2	0	0	0	22	2	20	29
305	0	4	0	32	10	2	6	23
306	1	2	4	46	6	0	0	10
307	0	0	0	35	1	0	0	12
308	2	0	0	7	8	0	15	22
309	2	0	0	27	0	2	0	14
310	NA	NA	NA	NA	NA	NA	NA	NA
311	3	3	0	10	9	5	17	10
312	4	0	0	12	0	0	0	0
313	4	0	0	4	39	4	4	10
314	NA	NA	NA	NA	NA	NA	NA	NA
315	10	0	0	2	11	2	14	6
316	0	6	0	19	0	0	3	9
318	5	0	0	12	0	9	20	18
319	3	0	0	18	6	0	3	23
320	4	0	0	5	1	4	5	13
321	3	0	17	31	7	3	17	15
322	7	8	2	4	10	0	0	4
323	0	12	2	8	4	0	0	2
324	4	0	4	19	3	0	0	11
325	6	0	0	31	8	0	2	3
326	2	0	0	4	12	1	4	29
327	NA	NA	NA	NA	NA	NA	NA	NA
328	12	0	5	17	0	0	0	6
329	2	0	9	39	25	4	12	24
330	4	0	0	6	13	2	14	18
331	0	4	0	14	6	0	9	15
332	0	0	2	22	0	0	0	0
333	4	0	1	1	11	0	0	0
334	3	0	0	0	10	0	0	0
335	2	0	2	16	10	4	8	13
336	6	0	0	24	15	0	0	5
337	8	0	0	29	17	4	12	7
338	0	0	0	24	15	0	0	4
339	0	0	0	18	30	0	0	11
340	8	0	0	25	4	4	11	7
341	0	12	0	24	0	0	0	0
342	0	0	0	21	0	0	0	12
343	0	0	0	24	0	0	0	3
344	2	0	1	3	15	0	3	5
345	4	0	0	7	8	6	14	8
346	0	12	0	31	2	0	0	0
347	4	0	0	7	5	2	10	24
348	1	3	1	9	3	0	1	5
349	4	0	6	29	0	0	10	20
350	NA	NA	NA	NA	NA	NA	NA	NA
351	4	0	0	13	0	4	28	7
352	0	6	0	20	6	9	7	6
353	4	0	0	1	18	2	6	22
354	NA	NA	NA	NA	NA	NA	NA	NA
355	0	12	0	34	15	0	0	0
356	6	0	0	2	3	2	4	19
357	16	0	0	14	7	0	0	0
358	0	11	0	13	0	0	25	18
359	4	0	0	10	3	0	4	0
360	5	0	2	38	7	0	2	28
361	0	4	0	6	19	0	2	26
362	0	0	0	6	3	0	0	19
363	NA	NA	NA	NA	NA	NA	NA	NA
364	6	0	0	6	0	0	0	0
365	6	0	2	12	9	0	16	12
366	4	13	0	19	0	0	17	16
367	9	0	3	3	14	4	11	2
368	3	0	0	27	0	6	11	16
369	0	4	3	26	26	0	0	0
370	4	0	0	5	12	2	6	25
371	2	0	0	6	0	1	0	5
372	6	0	6	6	8	0	0	6
373	4	0	0	27	0	0	16	19
374	2	0	6	26	7	10	3	12
375	0	8	5	17	13	0	0	10
376	4	0	0	0	21	0	0	29
377	NA	NA	NA	NA	NA	NA	NA	NA
378	0	18	0	12	18	0	0	22
379	NA	NA	NA	NA	NA	NA	NA	NA
380	0	0	3	39	11	6	37	2
381	0	9	0	24	0	0	0	4
382	2	0	0	19	6	0	0	10
383	8	6	0	29	19	3	5	31
384	0	3	0	23	0	0	0	4
385	4	0	0	7	7	1	9	23
386	0	6	0	11	21	0	6	17
387	2	2	0	8	17	3	20	18
388	6	0	0	4	4	0	0	0
389	4	3	0	8	0	0	0	0
390	3	0	0	10	4	2	1	20
391	NA	NA	NA	NA	NA	NA	NA	NA
392	0	6	0	7	1	0	9	20
393	2	1	0	27	0	0	0	27
394	2	0	0	2	0	0	8	35
395	NA	NA	NA	NA	NA	NA	NA	NA
396	13	13	0	14	0	0	0	0
397	0	0	0	21	12	0	0	28
398	0	0	0	27	3	0	0	6
399	0	6	0	11	9	6	3	17
400	4	0	0	0	10	0	0	28
401	0	1	0	25	0	3	9	16
402	NA	NA	NA	NA	NA	NA	NA	NA
403	4	0	0	26	0	16	8	3
404	0	0	0	15	11	0	0	0
405	5	0	6	22	0	0	4	18
407	7	0	0	31	0	8	8	15
408	3	3	1	5	8	0	1	14
409	0	0	0	37	0	0	8	6
410	6	15	0	10	2	0	0	6
411	NA	NA	NA	NA	NA	NA	NA	NA
412	0	2	0	22	0	0	3	5
413	7	0	0	20	12	0	0	0
414	0	0	0	7	27	0	0	23
415	0	0	0	32	5	6	6	10
416	0	4	16	22	18	0	4	20
417	3	6	0	14	2	0	4	4
419	4	0	0	0	8	0	2	1
420	2	2	4	9	6	0	0	0
421	5	5	0	14	0	0	0	0
422	2	0	0	0	16	6	2	13
423	4	0	0	2	12	4	4	20
424	3	0	0	24	16	0	0	4
425	2	0	2	7	17	9	15	15
426	2	0	0	16	9	0	0	12
427	0	5	0	9	0	2	0	0
428	8	0	0	2	14	3	6	32
429	4	10	6	20	11	0	0	18
430	4	0	0	12	0	0	0	7
431	6	1	0	3	2	0	6	25
432	2	0	0	16	2	0	0	0
433	0	0	2	30	5	1	5	16
434	4	0	0	0	16	0	0	22
435	5	3	0	8	9	0	0	0
436	9	0	0	0	6	0	0	0
437	4	0	1	1	11	0	0	4
438	0	0	17	38	15	0	0	11
439	0	0	8	17	5	0	0	19
440	2	0	0	0	4	0	0	0
441	7	4	0	22	4	0	0	1
442	0	8	13	15	2	0	5	27
443	2	0	0	0	24	0	0	13
444	9	0	0	14	8	3	12	6
445	0	0	0	15	10	0	0	16
446	6	0	0	1	6	1	8	15
447	4	0	0	3	10	0	0	7
448	3	0	0	6	2	0	0	0
449	11	10	0	15	0	0	0	0
450	5	0	0	7	15	0	0	2
451	2	0	0	17	11	2	4	28
452	4	0	0	0	8	2	8	12
453	NA	NA	NA	NA	NA	NA	NA	NA
454	5	0	0	2	15	0	2	0
455	0	0	0	17	2	0	4	34
456	4	0	0	5	4	0	6	19
457	0	0	0	10	5	0	4	6
458	8	1	0	13	0	0	2	16
459	NA	NA	NA	NA	NA	NA	NA	NA
460	NA	NA	NA	NA	NA	NA	NA	NA
461	9	4	0	0	13	0	0	5
462	NA	NA	NA	NA	NA	NA	NA	NA
463	2	6	0	1	9	0	0	6
464	5	0	0	7	7	3	2	23
465	0	0	0	36	8	0	0	8
466	7	0	4	16	13	0	0	0
467	2	0	0	5	7	3	2	15
468	1	10	0	32	0	0	2	19
469	4	0	0	4	12	2	14	6
470	0	0	0	14	9	1	3	17
471	0	12	0	31	4	0	0	12
472	12	0	6	8	0	0	0	11
473	2	0	2	33	15	0	2	17
474	0	2	0	10	27	2	6	26
475	3	0	0	6	0	0	3	18
476	2	0	0	2	13	9	15	14
477	0	7	0	10	26	0	1	5
478	NA	NA	NA	NA	NA	NA	NA	NA
479	NA	NA	NA	NA	NA	NA	NA	NA
480	4	0	0	9	2	2	4	23
481	0	0	0	28	9	0	0	8
482	2	0	0	2	0	2	9	14
483	4	0	0	2	12	8	4	26
484	2	0	0	16	3	2	0	3
485	6	0	0	0	6	0	0	0
486	8	0	0	12	12	4	4	15
487	3	1	0	9	16	0	0	17
488	0	23	3	10	0	0	0	6
489	40	0	0	3	9	0	0	0
490	0	0	0	16	11	2	0	8
491	36	0	0	36	36	0	0	36
492	12	0	0	0	5	0	0	0
493	0	9	0	1	11	0	0	1
494	0	0	3	37	20	0	0	18
495	0	7	0	51	1	0	7	0
496	4	0	0	0	0	0	0	9
497	4	4	0	12	0	2	4	20
498	NA	NA	NA	NA	NA	NA	NA	NA
499	0	7	0	23	0	0	0	9
500	0	0	6	17	6	0	0	12
501	0	12	2	42	2	2	7	2
502	3	0	0	18	0	0	0	0
503	0	6	0	10	19	4	6	5
504	3	0	0	0	15	0	0	2
505	2	0	0	0	22	2	10	26
506	NA	NA	NA	NA	NA	NA	NA	NA
507	NA	NA	NA	NA	NA	NA	NA	NA
508	2	2	0	10	0	5	6	9
509	0	0	12	18	30	0	6	6
510	0	16	0	12	4	0	8	0
511	0	2	0	14	3	0	0	8
512	NA	NA	NA	NA	NA	NA	NA	NA
513	0	0	0	8	4	0	0	0
514	NA	NA	NA	NA	NA	NA	NA	NA
515	0	9	0	13	0	0	4	13
516	0	0	7	42	11	0	0	7
517	0	0	16	34	14	0	0	10
518	0	0	0	18	17	0	0	24
519	0	0	0	22	38	0	0	36
520	0	17	0	13	13	0	3	26
521	6	0	0	0	20	0	0	1
522	6	0	3	24	9	0	0	0
523	0	3	0	30	2	0	0	0
524	0	4	0	31	0	0	0	12
525	0	3	0	35	0	0	0	0
526	0	0	0	23	0	0	0	2
528	6	0	0	0	12	0	7	30
529	9	0	5	15	4	0	0	10
530	NA	NA	NA	NA	NA	NA	NA	NA
531	2	0	10	29	8	0	10	18
532	5	5	0	6	0	0	2	6
533	6	0	0	0	5	0	6	0
534	0	0	1	10	6	2	5	12
535	0	0	0	0	0	0	0	9
536	0	8	0	33	13	0	3	26
537	0	12	0	26	0	0	0	0
538	0	0	0	10	9	0	0	6
539	6	0	0	0	10	0	0	5
540	2	14	0	30	2	2	4	0
541	0	5	0	17	0	0	0	0
542	4	0	0	5	5	0	0	1
543	3	0	0	21	13	4	14	13
544	0	2	3	24	0	0	0	3
545	18	0	0	9	0	0	0	7
546	5	0	0	10	5	4	6	33
547	5	0	0	5	1	2	9	12
548	6	0	0	0	9	0	6	23
549	0	5	0	9	22	0	0	26
550	2	0	1	21	0	1	4	0
552	3	0	0	0	0	3	3	17
553	4	0	0	12	0	4	20	0
554	2	0	0	7	8	2	6	18
555	4	0	0	15	10	0	0	0
556	NA	NA	NA	NA	NA	NA	NA	NA
557	0	0	1	11	0	0	0	0
558	12	0	0	14	0	0	0	8
559	0	0	2	19	15	0	1	15
560	4	0	0	0	15	0	2	28
561	18	13	0	30	0	0	21	0
562	2	2	0	6	6	4	4	4
563	0	15	0	23	0	0	0	3
564	NA	NA	NA	NA	NA	NA	NA	NA
565	4	0	0	0	11	6	10	26
566	3	0	1	13	3	0	0	4
567	NA	NA	NA	NA	NA	NA	NA	NA
568	6	0	0	14	8	0	0	0
569	0	0	0	19	3	0	4	27
570	8	2	0	0	9	0	0	2
571	0	0	3	17	0	0	0	21
572	4	2	0	4	0	6	10	13
573	2	8	0	9	9	0	0	16
574	0	0	0	39	0	2	4	8
575	NA	NA	NA	NA	NA	NA	NA	NA
576	2	0	3	13	2	0	0	3
577	6	0	0	0	14	3	9	29
578	4	1	0	0	6	0	0	3
579	0	8	0	20	6	0	8	14
580	7	0	0	6	10	3	9	20
581	4	10	4	32	19	0	0	24
582	0	4	0	16	0	0	0	1
583	NA	NA	NA	NA	NA	NA	NA	NA
584	0	7	0	2	0	0	0	2
585	4	0	0	0	1	0	2	5
586	6	0	5	13	11	2	12	15
587	2	0	0	13	6	0	0	7
588	6	0	0	3	10	0	0	10
589	4	0	0	2	7	0	0	9
590	4	0	0	2	6	0	0	1
591	NA	NA	NA	NA	NA	NA	NA	NA
592	NA	NA	NA	NA	NA	NA	NA	NA
593	5	0	0	15	0	2	2	12
594	0	8	0	30	4	0	2	4
596	8	2	0	30	3	0	0	0
597	4	0	0	1	13	4	6	5
598	0	16	0	16	8	0	0	2
599	8	2	0	13	1	0	7	5
600	NA	NA	NA	NA	NA	NA	NA	NA
601	0	0	0	11	0	0	0	0
602	NA	NA	NA	NA	NA	NA	NA	NA
603	4	0	0	20	20	6	2	18
604	4	0	0	19	10	1	4	14
605	NA	NA	NA	NA	NA	NA	NA	NA
606	0	3	0	8	0	0	1	1
607	8	0	4	4	12	0	0	0
608	0	4	6	27	4	0	10	15
610	0	0	0	12	4	0	4	24
611	6	0	0	3	6	0	0	12
612	NA	NA	NA	NA	NA	NA	NA	NA
613	5	4	0	6	0	0	0	0
614	4	0	0	4	4	0	0	10
615	1	5	0	13	4	7	10	24
616	0	3	6	43	7	0	0	4
617	NA	NA	NA	NA	NA	NA	NA	NA
618	0	13	5	16	18	0	3	16
619	NA	NA	NA	NA	NA	NA	NA	NA
620	0	0	0	0	18	0	0	8
621	0	11	0	32	0	0	10	27
622	6	0	0	0	7	0	0	0
623	NA	NA	NA	NA	NA	NA	NA	NA
624	3	0	0	13	2	2	3	16
625	6	13	0	2	0	0	0	4
626	0	5	9	30	10	0	0	19
627	0	4	0	22	0	0	10	0
628	7	0	0	26	3	0	0	0
629	0	8	3	18	16	0	0	17
630	NA	NA	NA	NA	NA	NA	NA	NA
631	6	0	10	12	19	0	0	12
632	0	0	0	36	3	0	0	4
633	NA	NA	NA	NA	NA	NA	NA	NA
634	9	0	0	4	15	0	0	0
635	0	2	1	29	3	2	12	15
636	2	0	6	27	9	2	16	5
637	0	0	13	36	4	0	0	20
638	5	8	0	28	7	0	0	0
639	8	0	4	4	12	0	0	0
640	3	0	0	19	0	0	0	3
641	4	0	0	3	7	0	0	0
642	10	2	0	0	0	0	0	0
643	0	0	9	46	3	0	0	25
644	0	10	0	20	7	4	3	19
645	5	0	0	2	2	2	8	20
646	5	0	0	17	0	0	0	0
647	0	5	2	10	0	0	2	0
648	2	0	9	18	6	0	0	6
649	4	17	0	3	1	0	0	3
650	4	0	0	29	21	8	16	34
651	NA	NA	NA	NA	NA	NA	NA	NA
652	0	2	2	17	1	0	0	1
653	6	2	0	0	2	0	0	2
654	4	2	0	0	14	8	0	15
655	0	0	0	22	12	0	0	7
656	0	0	0	25	0	0	0	16
657	0	0	0	0	5	0	0	5
658	3	2	0	0	22	6	13	13
659	0	0	0	22	0	0	0	0
660	0	6	2	14	9	2	6	22
661	4	0	0	23	0	2	2	30
662	0	0	0	12	0	0	0	0
663	8	3	0	0	1	0	0	0
664	3	0	2	8	11	0	9	5
665	10	0	0	5	15	0	0	0
666	0	8	2	30	4	0	0	4
667	0	0	2	17	10	0	0	11
668	0	0	5	7	6	0	0	19
669	5	6	0	9	14	3	7	16
670	0	0	0	8	8	0	0	11
671	NA	NA	NA	NA	NA	NA	NA	NA
672	0	2	0	18	0	0	0	18
673	0	6	0	15	6	0	0	3
674	0	0	0	25	11	0	0	16
675	0	9	0	20	0	0	0	2
676	4	0	0	1	13	2	15	10
677	4	0	0	0	8	0	0	6
678	0	2	0	12	12	0	0	18
679	0	4	2	27	2	0	0	2
680	4	0	0	0	4	12	2	12
681	2	0	0	2	7	7	12	15
682	0	6	0	19	2	0	0	15
683	NA	NA	NA	NA	NA	NA	NA	NA
685	0	0	0	34	8	0	0	32
686	0	0	2	21	0	4	24	11
687	2	0	2	13	4	6	2	24
688	6	5	0	6	0	0	0	8
689	6	15	0	9	0	0	1	13
690	16	0	0	0	15	0	0	0
691	0	0	0	17	3	0	0	9
692	0	0	0	46	11	0	0	13
693	0	7	0	8	0	0	4	6
694	4	0	0	27	5	0	6	14
695	NA	NA	NA	NA	NA	NA	NA	NA
696	2	4	0	10	2	0	6	35
697	0	11	0	12	0	0	7	8
698	5	0	0	11	0	3	9	3
699	6	0	0	0	26	0	0	33
700	18	10	0	12	0	0	0	0
701	0	0	0	13	5	0	0	2
702	NA	NA	NA	NA	NA	NA	NA	NA
704	2	3	0	10	2	0	0	2
705	0	0	0	41	0	0	12	13
706	0	5	2	22	2	2	4	11
707	0	3	0	11	6	0	5	20
708	1	3	2	12	2	0	0	0
709	0	0	0	16	4	0	0	8
710	2	0	0	11	10	0	0	31
711	3	0	0	3	6	0	8	22
712	0	8	0	29	0	0	0	0
713	3	14	0	11	0	0	0	6
714	4	0	0	0	22	0	6	18
715	0	6	0	0	0	0	0	0
716	4	0	0	13	2	0	0	6
717	0	7	1	23	2	0	0	13
718	8	0	0	0	0	0	0	0
719	2	0	0	0	7	3	4	17
720	4	0	0	0	13	7	4	20
721	0	11	3	34	12	0	7	16
722	0	0	2	31	2	0	0	21
723	NA	NA	NA	NA	NA	NA	NA	NA
724	8	0	0	0	19	4	4	17
725	3	9	0	7	13	0	0	8
726	2	14	0	20	7	0	2	11
727	0	19	0	13	0	0	0	6
728	5	0	0	25	11	0	6	17
729	5	3	0	26	2	0	0	0
730	NA	NA	NA	NA	NA	NA	NA	NA
731	2	0	0	9	0	0	2	6
732	6	0	0	21	10	2	15	22
733	4	2	0	2	0	0	0	2
734	8	0	0	8	14	4	4	8
735	4	0	0	0	17	0	4	18
736	6	0	0	30	14	0	0	2
737	2	0	0	14	0	0	0	2
738	2	0	0	0	6	0	0	24
739	0	4	4	41	27	0	0	19
740	0	4	9	25	3	0	1	25
741	0	8	0	13	24	6	15	22
742	0	7	2	18	3	0	0	13
743	0	3	0	6	6	0	0	0
744	0	7	0	44	0	0	2	7
745	2	0	0	2	11	0	0	2
746	7	0	0	16	7	0	7	0
747	17	0	0	6	0	0	0	0
748	4	0	0	1	0	0	2	17
749	0	0	2	12	0	4	0	0
750	3	0	0	48	2	0	3	10
751	0	6	13	31	18	0	0	15
752	4	0	0	19	12	11	24	16
754	0	3	2	9	7	0	3	2
755	0	3	0	6	6	0	0	33
756	6	0	2	2	7	0	2	7
757	14	0	0	0	32	0	0	44
758	2	0	7	19	8	2	4	19
759	0	2	2	12	14	0	2	7
760	0	0	3	27	0	0	0	8
761	0	4	5	16	7	0	5	26
762	2	10	2	2	3	2	0	0
763	0	11	2	13	0	0	9	12
764	NA	NA	NA	NA	NA	NA	NA	NA
765	8	0	0	0	8	0	0	0
766	0	0	2	20	7	0	0	4
767	4	0	2	2	8	0	8	2
768	2	16	0	2	22	0	0	7
769	4	0	0	0	12	4	8	10
770	0	2	0	0	14	0	0	6
771	0	0	3	7	6	0	0	0
772	4	0	0	0	8	3	2	24
773	0	7	11	32	12	4	19	18
774	1	5	0	6	16	7	9	6
775	0	0	0	20	0	0	1	1
776	0	0	7	25	3	0	0	7
777	0	5	10	17	10	0	4	26
778	NA	NA	NA	NA	NA	NA	NA	NA
779	0	0	0	24	0	0	0	3
780	NA	NA	NA	NA	NA	NA	NA	NA
781	0	2	0	27	0	2	20	13
782	0	0	0	17	19	0	0	2
783	3	2	0	2	20	0	4	17
784	4	0	0	0	17	4	6	12
785	0	16	2	39	9	4	4	16
786	4	0	0	15	3	0	6	21
787	0	6	0	33	9	0	14	10
788	0	8	0	17	9	2	4	21
789	0	4	0	21	5	0	2	21
790	13	1	0	10	0	0	0	0
791	5	0	0	2	11	6	14	2
792	NA	NA	NA	NA	NA	NA	NA	NA
793	4	0	0	2	15	0	4	19
794	0	12	0	16	0	3	9	19
795	3	0	0	13	0	0	1	5
796	0	6	0	16	0	0	0	0
797	0	0	0	13	0	0	0	4
798	0	0	0	26	2	0	0	4
799	7	12	0	0	9	0	0	0
800	4	0	0	10	6	0	0	11
801	NA	NA	NA	NA	NA	NA	NA	NA
802	NA	NA	NA	NA	NA	NA	NA	NA
803	NA	NA	NA	NA	NA	NA	NA	NA
804	17	0	0	0	0	0	0	4
805	5	0	0	0	8	0	0	4
806	0	8	0	25	5	0	0	0
807	6	0	0	0	3	0	0	12
808	2	2	0	39	9	2	0	2
809	4	0	0	0	8	0	0	23
810	0	0	0	14	0	0	0	0
811	0	0	3	22	15	0	0	23
812	NA	NA	NA	NA	NA	NA	NA	NA
813	4	0	4	4	0	0	0	4
814	0	8	0	21	0	0	0	0
815	2	0	1	14	0	0	2	0
816	0	0	2	10	7	0	0	2
817	4	0	0	0	25	0	2	23
818	4	0	0	12	4	2	0	9
819	6	0	2	14	9	4	2	34
820	2	0	0	25	9	2	2	21
821	12	13	0	0	11	0	4	0
822	7	0	0	0	2	0	0	0
823	4	0	0	0	20	10	6	18
824	3	0	0	10	28	11	17	13
825	2	0	0	1	1	0	2	4
826	3	0	0	0	2	0	0	6
827	17	0	0	3	0	0	0	0
828	2	0	0	2	19	0	0	6
829	0	0	0	10	2	0	0	1
830	28	0	0	56	28	0	0	28
831	1	0	0	26	4	0	0	7
832	17	12	0	0	14	0	0	0
833	6	0	0	9	16	3	8	5
834	NA	NA	NA	NA	NA	NA	NA	NA
835	2	0	4	22	15	0	0	14
836	NA	NA	NA	NA	NA	NA	NA	NA
837	0	0	0	9	0	0	10	21
838	0	5	0	26	0	1	6	26
839	6	0	0	0	6	0	0	0
841	4	4	2	14	20	4	2	19
842	3	0	0	3	6	6	0	0
843	3	0	0	5	0	2	0	1
844	6	8	0	8	23	2	14	15
845	0	0	5	9	14	0	2	6
846	4	0	0	2	6	0	0	9
847	2	2	0	7	13	0	0	0
848	0	0	0	9	26	0	0	18
849	0	0	0	12	0	0	6	0
850	0	0	0	4	8	0	3	0
851	NA	NA	NA	NA	NA	NA	NA	NA
852	2	0	0	5	13	3	6	20
853	0	2	2	15	0	0	0	7
854	0	8	0	67	0	0	24	16
855	NA	NA	NA	NA	NA	NA	NA	NA
856	0	0	0	8	5	0	0	11
857	3	2	0	0	41	0	0	24
858	0	0	0	23	10	0	0	13
859	0	7	0	8	8	0	0	0
860	0	10	0	26	8	0	0	8
861	0	4	0	27	0	0	0	0
862	6	0	0	0	20	0	0	26
863	0	4	2	41	15	0	0	38
864	0	10	0	15	0	5	25	0
865	16	0	0	0	0	0	0	0
866	0	7	0	20	0	0	0	0
867	0	0	18	39	13	0	0	8
868	0	5	5	27	15	0	6	20
869	10	0	0	5	0	0	0	0
870	0	5	5	38	8	0	0	25
871	0	14	0	38	0	0	2	18
872	11	4	0	6	4	0	3	4
873	0	8	0	18	0	0	0	18
875	NA	NA	NA	NA	NA	NA	NA	NA
876	NA	NA	NA	NA	NA	NA	NA	NA
877	0	0	0	4	6	8	24	6
878	0	8	8	35	6	2	0	16
879	6	4	0	6	8	0	3	9
880	0	0	0	16	31	3	5	17
881	NA	NA	NA	NA	NA	NA	NA	NA
882	NA	NA	NA	NA	NA	NA	NA	NA
883	2	0	2	8	0	1	0	3
884	4	0	0	7	0	0	0	0
885	NA	NA	NA	NA	NA	NA	NA	NA
886	12	0	0	0	18	3	6	32
887	2	4	1	1	9	0	0	11
888	2	0	0	2	20	2	4	22
889	0	3	0	11	0	0	0	1
890	0	0	1	25	16	0	1	18
891	4	0	0	0	16	7	7	4
892	0	5	0	11	0	0	0	19
893	0	0	0	20	0	0	3	5
894	3	2	2	24	0	0	0	2
895	38	0	0	39	0	0	0	0
897	4	1	0	33	0	0	0	0
898	2	0	0	2	18	1	1	18
899	4	0	4	32	16	0	0	16
900	0	11	22	45	11	8	31	17
901	4	0	14	31	11	2	0	8
902	0	2	3	46	4	0	0	11
903	4	0	6	26	6	2	19	7
904	0	22	10	29	8	6	6	12
905	4	1	10	42	11	0	0	4
906	0	4	3	17	10	0	0	7
907	1	2	5	23	2	0	0	13
908	9	0	0	6	3	0	6	3
909	0	12	15	33	9	6	15	6
910	2	9	6	52	10	0	5	19
911	5	0	1	13	12	16	26	13
912	0	0	6	21	15	0	0	9
913	0	4	9	28	10	0	0	10
914	0	0	9	40	10	0	0	7
915	0	0	6	27	2	0	0	23
916	3	0	10	19	12	0	0	3
917	1	12	6	39	2	6	12	18
918	11	0	0	1	0	0	8	0
919	7	0	0	24	0	0	4	3
920	3	7	4	19	4	0	0	6
921	10	0	0	0	10	0	0	6
922	2	0	1	16	3	1	0	8
923	0	3	6	31	8	5	24	9
924	0	3	4	14	2	0	0	26
925	2	10	0	29	0	0	2	8
926	0	5	9	32	23	6	18	14
927	2	0	8	34	3	0	0	27
928	2	0	4	8	19	0	0	14
929	1	1	14	31	3	0	0	22
930	11	0	0	8	0	0	0	2
931	2	0	4	28	2	0	2	19
932	2	19	0	28	0	0	0	0
933	8	0	0	6	2	0	0	8
934	9	4	0	5	3	0	0	0
935	5	2	4	22	2	0	4	8
936	0	18	5	31	3	0	0	0
937	11	2	0	2	2	0	17	0
938	3	0	2	13	7	0	0	8
939	15	0	0	3	7	0	7	0
940	2	0	6	28	12	0	0	22
941	7	2	0	4	11	6	6	5
942	2	2	11	29	10	0	2	10
943	4	6	0	30	2	0	0	9
944	2	0	1	25	2	0	0	4
945	2	10	6	29	21	4	4	21
946	5	2	7	14	14	0	0	16
947	0	6	0	28	0	0	0	2
948	0	0	2	24	14	0	0	12
949	6	7	7	16	11	2	2	16
950	8	5	0	19	2	5	11	15
951	20	0	0	5	0	0	3	0
952	3	0	9	37	6	0	3	24
953	0	6	4	7	10	3	5	7
954	1	4	3	13	14	0	2	23
955	6	0	0	4	0	0	8	2
956	6	0	0	11	9	0	6	12
957	5	0	2	28	20	3	4	16
958	4	0	0	29	0	0	0	9
959	0	0	2	17	2	0	0	2
960	2	0	5	26	13	0	2	5
961	1	16	2	22	2	2	0	1
962	24	0	0	4	2	0	0	0
963	1	0	4	28	2	0	0	23
964	0	3	2	23	5	0	0	29
965	0	6	5	16	5	3	19	16
966	6	6	0	4	11	0	0	1
967	9	0	6	22	18	0	3	3
968	2	17	0	17	5	0	0	2
969	NA	NA	NA	NA	NA	NA	NA	NA
970	2	5	0	35	0	4	14	21
971	1	9	2	44	5	0	0	9
972	3	3	3	16	10	0	0	12
973	9	0	0	4	0	0	0	7
974	4	0	0	9	4	0	6	8
975	2	10	15	23	18	0	6	8
976	3	0	0	20	0	4	10	13
977	6	0	0	20	2	0	0	0
