INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	NOT_TT	NOT_MACAQUE_BUT_OTHERS
4163	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	61.0	0.0	1.0	1.0	6.0	19.0	0.0		
4164	0.0	8.0	0.0	2.0	6.0	0.0	0.0	5.0	0.0	3.0	0.0	1.0	3.0	0.0	0.0	4.0	3.0	55.0	15.0	27.0	45.0	1.0	0.0	62.0		Y
4165	0.0	2.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	2.0	9.0	9.0	12.0	30.0	121.0	1.0	1.0	66.0		
4166	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	8.0	119.0	6.0	19.0	192.0	0.0	24.0	191.0	Y	
4167	0.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	4.0	35.0	4.0	29.0	13.0	1.0	3.0	105.0		
4168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	107.0	0.0	11.0	5.0	1.0	3.0	29.0		
4169	12.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	283.0	5.0	10.0	39.0	10.0	4.0	32.0		
4170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	119.0	0.0	36.0	64.0	19.0	3.0	49.0		
4171	0.0	8.0	0.0	0.0	14.0	0.0	0.0	11.0	0.0	4.0	0.0	0.0	9.0	0.0	0.0	8.0	12.0	95.0	16.0	46.0	234.0	1.0	8.0	225.0		Y
4172	0.0	8.0	2.0	6.0	3.0	0.0	2.0	13.0	0.0	4.0	1.0	7.0	3.0	0.0	1.0	9.0	13.0	91.0	12.0	65.0	82.0	0.0	5.0	187.0	Y	
4173	0.0	1.0	0.0	0.0	9.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	5.0	16.0	181.0	66.0	128.0	264.0	3.0	11.0	303.0		Y
4174	4.0	16.0	0.0	0.0	11.0	0.0	0.0	2.0	2.0	14.0	0.0	0.0	7.0	0.0	1.0	3.0	41.0	159.0	0.0	3.0	34.0	0.0	6.0	66.0	Y	
4175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	11.0	7.0	0.0	9.0	3.0	Y	
4176	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	65.0	0.0	22.0	34.0	3.0	10.0	51.0		
4177	2.0	7.0	0.0	2.0	21.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	15.0	0.0	0.0	0.0	59.0	92.0	7.0	26.0	230.0	0.0	5.0	29.0	Y	
4178	0.0	2.0	7.0	32.0	20.0	0.0	0.0	21.0	0.0	1.0	3.0	17.0	14.0	0.0	0.0	15.0	6.0	35.0	23.0	132.0	102.0	30.0	25.0	150.0		Y
4179	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	37.0	0.0	1.0	4.0	0.0	0.0	1.0	Y	
4180	7.0	10.0	0.0	0.0	0.0	0.0	0.0	15.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	8.0	93.0	111.0	1.0	15.0	30.0	0.0	3.0	183.0	Y	
4181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	142.0	4.0	23.0	28.0	6.0	2.0	115.0		
4182	0.0	4.0	0.0	0.0	5.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	36.0	0.0	17.0	46.0	0.0	0.0	53.0	Y	Y
4183	14.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	50.0	16.0	0.0	3.0	1.0	0.0	4.0	14.0	Y	
4184	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	25.0	263.0	24.0	61.0	494.0	1.0	3.0	187.0		
4185	0.0	2.0	0.0	0.0	17.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	6.0	4.0	40.0	5.0	6.0	192.0	0.0	5.0	96.0	Y	Y
4186	0.0	2.0	0.0	18.0	2.0	0.0	0.0	4.0	0.0	2.0	0.0	9.0	3.0	0.0	0.0	2.0	6.0	45.0	3.0	96.0	91.0	0.0	4.0	128.0	Y	
4187	0.0	17.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	8.0	0.0	1.0	4.0	0.0	0.0	2.0	38.0	134.0	0.0	2.0	54.0	0.0	6.0	41.0	Y	
4188	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	28.0	0.0	9.0	1.0	0.0	19.0	12.0	Y	
4189	0.0	9.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	1.0	4.0	104.0	0.0	6.0	42.0	17.0	8.0	40.0		Y
4190	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	16.0	59.0	0.0	4.0	5.0	0.0	0.0	10.0	Y	
4191	0.0	2.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	14.0	3.0	13.0	2.0	66.0	29.0	0.0	3.0	207.0	Y	Y
4192	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	69.0	0.0	4.0	7.0	0.0	28.0	21.0	Y	
4193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	87.0	2.0	42.0	116.0	0.0	21.0	164.0	Y	
4194	0.0	16.0	0.0	0.0	17.0	0.0	6.0	28.0	0.0	6.0	0.0	3.0	7.0	0.0	2.0	10.0	13.0	95.0	2.0	25.0	164.0	1.0	8.0	191.0		
4195	0.0	0.0	2.0	2.0	8.0	0.0	0.0	35.0	0.0	0.0	1.0	1.0	6.0	0.0	0.0	15.0	2.0	37.0	16.0	33.0	131.0	0.0	1.0	168.0	Y	
4196	4.0	4.0	0.0	0.0	9.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	8.0	0.0	0.0	1.0	75.0	52.0	0.0	7.0	177.0	2.0	4.0	55.0		
4197	11.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	48.0	0.0	15.0	1.0	4.0	9.0	4.0		
4198	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	15.0	0.0	26.0	9.0	0.0	1.0	7.0	Y	
4199	3.0	9.0	0.0	0.0	15.0	0.0	0.0	3.0	1.0	5.0	0.0	1.0	6.0	0.0	0.0	3.0	101.0	162.0	0.0	12.0	156.0	1.0	2.0	122.0		
4200	0.0	0.0	2.0	10.0	11.0	0.0	0.0	4.0	0.0	2.0	1.0	5.0	10.0	0.0	2.0	2.0	2.0	92.0	8.0	75.0	164.0	2.0	4.0	25.0		
4201	0.0	5.0	0.0	2.0	24.0	0.0	0.0	2.0	0.0	5.0	0.0	1.0	14.0	0.0	0.0	1.0	25.0	112.0	0.0	25.0	377.0	0.0	1.0	79.0	Y	
4202	13.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	7.0	0.0	0.0	0.0	96.0	20.0	0.0	3.0	119.0	13.0	14.0	30.0		
4203	0.0	4.0	0.0	2.0	11.0	0.0	0.0	9.0	0.0	3.0	0.0	1.0	8.0	0.0	0.0	8.0	4.0	61.0	0.0	63.0	145.0	0.0	0.0	35.0	Y	Y
4204	0.0	15.0	0.0	15.0	0.0	0.0	0.0	13.0	0.0	7.0	0.0	8.0	0.0	0.0	0.0	6.0	29.0	182.0	5.0	280.0	92.0	22.0	195.0	540.0		
4205	0.0	3.0	0.0	2.0	12.0	0.0	2.0	2.0	0.0	1.0	0.0	1.0	6.0	0.0	1.0	1.0	3.0	87.0	7.0	35.0	242.0	6.0	19.0	67.0		Y
4206	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	69.0	32.0	0.0	5.0	9.0	1.0	19.0	3.0		
4207	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	28.0	304.0	0.0	3.0	99.0	1.0	2.0	23.0		
4208	8.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	16.0	0.0	0.0	1.0	25.0	32.0	0.0	5.0	165.0	0.0	0.0	4.0	Y	
4209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	72.0	7.0	31.0	106.0	0.0	3.0	62.0	Y	
4210	0.0	0.0	0.0	22.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	15.0	0.0	0.0	0.0	4.0	3.0	26.0	5.0	128.0	44.0	0.0	0.0	39.0	Y	
4211	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	2.0	0.0	0.0	3.0	8.0	30.0	1.0	10.0	11.0	7.0	6.0	13.0		
4212	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	6.0	31.0	2.0	49.0	79.0	1.0	9.0	73.0		
4213	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	104.0	7.0	18.0	105.0	0.0	0.0	36.0	Y	
4214	2.0	4.0	0.0	2.0	8.0	2.0	8.0	17.0	2.0	2.0	0.0	2.0	8.0	1.0	4.0	13.0	29.0	18.0	1.0	21.0	69.0	45.0	79.0	127.0		
4215	0.0	0.0	6.0	8.0	2.0	0.0	0.0	8.0	1.0	1.0	3.0	4.0	1.0	0.0	0.0	3.0	1.0	8.0	57.0	74.0	32.0	0.0	1.0	41.0	Y	
4216	6.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	3.0	2.0	0.0	0.0	4.0	0.0	2.0	1.0	23.0	13.0	0.0	7.0	63.0	1.0	9.0	55.0		
4217	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	53.0	0.0	4.0	26.0	0.0	3.0	84.0	Y	Y
4218	6.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	16.0	14.0	0.0	7.0	60.0	4.0	0.0	38.0		
4219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	65.0	1.0	11.0	31.0	9.0	9.0	90.0		
4220	17.0	9.0	0.0	0.0	3.0	6.0	0.0	0.0	6.0	4.0	0.0	0.0	1.0	2.0	0.0	0.0	51.0	64.0	0.0	25.0	92.0	24.0	23.0	48.0		
4221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	87.0	0.0	15.0	62.0	0.0	0.0	5.0	Y	
4222	32.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	8.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	26.0	10.0	0.0	1.0	28.0	2.0	4.0	2.0		
4223	0.0	3.0	0.0	0.0	11.0	0.0	0.0	8.0	0.0	2.0	0.0	2.0	5.0	0.0	0.0	5.0	8.0	60.0	0.0	65.0	135.0	0.0	3.0	85.0	Y	
4224	0.0	8.0	0.0	0.0	0.0	0.0	4.0	20.0	0.0	4.0	0.0	0.0	2.0	0.0	2.0	14.0	48.0	149.0	0.0	39.0	159.0	4.0	77.0	441.0		Y
4225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	109.0	6.0	21.0	71.0	2.0	9.0	96.0		
4226	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	44.0	3.0	22.0	55.0	0.0	0.0	45.0	Y	Y
4227	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	75.0	0.0	13.0	17.0	1.0	1.0	6.0		
4228	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	57.0	8.0	50.0	84.0	44.0	38.0	80.0		
4229	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	143.0	0.0	9.0	5.0	0.0	10.0	28.0	Y	
4230	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	271.0	1.0	35.0	40.0	47.0	5.0	40.0		Y
4231	15.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	8.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	74.0	5.0	0.0	47.0	88.0	0.0	1.0	6.0	Y	
4232	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	51.0	50.0	0.0	5.0	13.0	0.0	0.0	12.0	Y	
4233	0.0	0.0	13.0	33.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	22.0	5.0	0.0	0.0	2.0	3.0	4.0	35.0	184.0	48.0	0.0	0.0	21.0	Y	
4234	0.0	4.0	0.0	22.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	1.0	0.0	0.0	0.0	1.0	35.0	55.0	130.0	32.0	0.0	0.0	0.0	Y	Y
4235	9.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	84.0	48.0	4.0	24.0	83.0	0.0	16.0	243.0	Y	
4236	6.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	19.0	116.0	2.0	10.0	27.0	0.0	12.0	15.0	Y	
4237	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	17.0	6.0	44.0	40.0	1.0	0.0	19.0		Y
4238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	5.0	1.0	19.0	2.0	134.0	34.0	0.0	3.0	171.0	Y	
4239	0.0	5.0	0.0	9.0	2.0	0.0	0.0	10.0	0.0	2.0	0.0	5.0	1.0	0.0	0.0	5.0	18.0	36.0	21.0	163.0	209.0	1.0	8.0	295.0		
4240	0.0	5.0	2.0	44.0	2.0	0.0	10.0	8.0	0.0	4.0	1.0	11.0	1.0	0.0	2.0	3.0	8.0	37.0	7.0	183.0	84.0	72.0	164.0	78.0		
4241	0.0	13.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	16.0	83.0	7.0	19.0	50.0	0.0	0.0	107.0	Y	
4242	0.0	0.0	9.0	31.0	8.0	0.0	0.0	15.0	0.0	0.0	5.0	20.0	9.0	0.0	0.0	11.0	1.0	30.0	15.0	98.0	37.0	16.0	10.0	35.0		
4243	0.0	5.0	0.0	0.0	6.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	7.0	9.0	64.0	9.0	32.0	136.0	8.0	9.0	172.0		Y
4244	9.0	15.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	41.0	104.0	0.0	26.0	71.0	0.0	1.0	215.0	Y	
4245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	16.0	0.0	7.0	7.0	0.0	10.0	56.0	Y	
4246	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	186.0	2.0	13.0	10.0	7.0	6.0	9.0		Y
4247	0.0	0.0	0.0	4.0	5.0	2.0	0.0	14.0	0.0	0.0	0.0	3.0	5.0	1.0	0.0	8.0	5.0	11.0	1.0	47.0	56.0	37.0	2.0	91.0		
4248	0.0	0.0	3.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	4.0	2.0	15.0	39.0	79.0	38.0	1.0	3.0	96.0		
4249	6.0	3.0	0.0	0.0	11.0	8.0	2.0	20.0	4.0	2.0	0.0	0.0	9.0	6.0	3.0	15.0	26.0	52.0	1.0	16.0	95.0	58.0	74.0	94.0		
4250	0.0	8.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	2.0	0.0	9.0	78.0	0.0	8.0	13.0	12.0	22.0	1.0		
4251	18.0	8.0	0.0	0.0	12.0	0.0	0.0	13.0	6.0	2.0	0.0	0.0	2.0	0.0	0.0	5.0	130.0	73.0	1.0	7.0	132.0	3.0	17.0	106.0		
4252	4.0	8.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	7.0	29.0	0.0	1.0	7.0	23.0	47.0	7.0		
4253	8.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	30.0	40.0	0.0	4.0	16.0	11.0	14.0	4.0		
4254	8.0	5.0	0.0	0.0	0.0	8.0	14.0	10.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	81.0	38.0	3.0	73.0	65.0	125.0	158.0	120.0		
4255	1.0	2.0	0.0	4.0	6.0	0.0	0.0	9.0	1.0	5.0	0.0	2.0	7.0	0.0	0.0	5.0	38.0	42.0	0.0	69.0	87.0	10.0	5.0	155.0		
4256	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	76.0	4.0	34.0	61.0	7.0	1.0	64.0		
4257	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	21.0	36.0	4.0	19.0	75.0	0.0	1.0	41.0	Y	Y
4258	0.0	9.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	29.0	179.0	0.0	3.0	8.0	0.0	21.0	44.0	Y	
4259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	23.0	4.0	0.0	2.0	19.0	Y	
4260	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	1.0	0.0	1.0	0.0	4.0	127.0	1.0	18.0	28.0	2.0	1.0	40.0		Y
4261	11.0	3.0	0.0	0.0	10.0	0.0	2.0	12.0	5.0	1.0	0.0	0.0	16.0	0.0	1.0	5.0	102.0	34.0	0.0	48.0	154.0	27.0	70.0	247.0		
4262	6.0	11.0	0.0	0.0	0.0	2.0	8.0	0.0	3.0	5.0	0.0	0.0	0.0	1.0	4.0	0.0	7.0	76.0	0.0	4.0	3.0	33.0	46.0	5.0		
4263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	293.0	3.0	131.0	79.0	7.0	110.0	566.0		
4264	4.0	12.0	0.0	0.0	18.0	0.0	2.0	0.0	2.0	6.0	0.0	0.0	16.0	0.0	2.0	0.0	85.0	178.0	1.0	12.0	442.0	0.0	43.0	50.0	Y	
4265	7.0	8.0	0.0	0.0	6.0	8.0	2.0	2.0	4.0	4.0	0.0	0.0	3.0	4.0	1.0	4.0	17.0	26.0	0.0	3.0	8.0	24.0	22.0	15.0		
4266	10.0	5.0	0.0	2.0	2.0	2.0	2.0	0.0	4.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	47.0	1.0	21.0	14.0	96.0	23.0	19.0		
4267	0.0	10.0	10.0	16.0	3.0	0.0	0.0	6.0	0.0	4.0	4.0	6.0	6.0	0.0	0.0	2.0	2.0	37.0	30.0	59.0	134.0	1.0	0.0	14.0		
4268	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	11.0	4.0	0.0	2.0	29.0	0.0	1.0	36.0	Y	
4269	17.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	9.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	96.0	21.0	0.0	4.0	28.0	1.0	1.0	2.0		
4270	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	2.0	3.0	8.0	21.0	0.0	0.0	9.0	Y	
4271	3.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	5.0	1.0	0.0	5.0	10.0	0.0	5.0	8.0	101.0	14.0	8.0		
4272	4.0	10.0	0.0	0.0	20.0	0.0	2.0	22.0	2.0	7.0	0.0	0.0	10.0	0.0	1.0	11.0	58.0	311.0	12.0	17.0	245.0	5.0	21.0	253.0		
4273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	104.0	3.0	24.0	63.0	2.0	15.0	82.0		
4274	0.0	0.0	0.0	0.0	13.0	0.0	23.0	33.0	0.0	3.0	0.0	0.0	7.0	0.0	5.0	15.0	8.0	98.0	0.0	39.0	85.0	37.0	143.0	135.0		
4275	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	99.0	2.0	28.0	58.0	7.0	0.0	49.0		Y
4276	0.0	4.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	2.0	6.0	67.0	1.0	2.0	80.0	0.0	1.0	33.0	Y	Y
4277	0.0	2.0	0.0	3.0	4.0	0.0	0.0	3.0	0.0	1.0	0.0	2.0	4.0	0.0	0.0	2.0	1.0	12.0	8.0	77.0	58.0	0.0	0.0	71.0	Y	Y
4278	9.0	9.0	0.0	0.0	20.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	15.0	0.0	0.0	0.0	117.0	144.0	2.0	3.0	202.0	1.0	4.0	36.0		
4279	0.0	7.0	0.0	22.0	0.0	0.0	4.0	5.0	0.0	3.0	0.0	6.0	0.0	0.0	1.0	3.0	7.0	51.0	1.0	124.0	4.0	0.0	28.0	61.0	Y	
4280	0.0	0.0	0.0	13.0	17.0	0.0	0.0	8.0	0.0	4.0	0.0	3.0	11.0	0.0	0.0	2.0	3.0	49.0	6.0	67.0	123.0	0.0	0.0	50.0	Y	
4281	0.0	5.0	0.0	3.0	21.0	0.0	0.0	4.0	0.0	5.0	0.0	2.0	16.0	0.0	0.0	5.0	43.0	251.0	1.0	46.0	669.0	2.0	1.0	259.0		Y
4282	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	44.0	15.0	1.0	33.0	50.0	0.0	7.0	38.0	Y	
4283	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	2.0	21.0	0.0	14.0	35.0	0.0	0.0	56.0	Y	
4284	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	78.0	0.0	2.0	9.0	27.0	61.0	0.0		
4285	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	12.0	1.0	8.0	40.0	0.0	1.0	10.0	Y	
4286	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	59.0	0.0	11.0	23.0	3.0	1.0	7.0		Y
4287	0.0	0.0	4.0	7.0	16.0	0.0	0.0	22.0	0.0	2.0	2.0	6.0	12.0	0.0	0.0	17.0	3.0	44.0	24.0	107.0	155.0	45.0	79.0	172.0		
4288	2.0	29.0	0.0	0.0	20.0	0.0	0.0	0.0	2.0	21.0	0.0	0.0	11.0	0.0	0.0	0.0	38.0	211.0	3.0	116.0	261.0	4.0	15.0	221.0		
4289	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	11.0	0.0	0.0	4.0	0.0		
4290	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	38.0	1.0	2.0	2.0	14.0	1.0	14.0		
4291	4.0	25.0	0.0	0.0	10.0	0.0	0.0	7.0	2.0	12.0	0.0	0.0	3.0	0.0	0.0	5.0	75.0	193.0	0.0	8.0	47.0	2.0	1.0	77.0		
4292	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	83.0	1.0	4.0	4.0	0.0	0.0	10.0	Y	
4293	0.0	0.0	0.0	0.0	4.0	0.0	0.0	28.0	1.0	1.0	0.0	3.0	15.0	0.0	0.0	21.0	18.0	27.0	1.0	6.0	177.0	0.0	0.0	133.0	Y	
4294	0.0	3.0	0.0	2.0	23.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	10.0	0.0	0.0	0.0	4.0	102.0	4.0	68.0	57.0	2.0	28.0	17.0		Y
