INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	NOT_TT	NOT_MACAQUE_BUT_OTHERS
0	2.0	0.0	0.0	18.0	12.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	11.0	0.0	0.0	0.0	24.0	8.0	6.0	189.0	159.0	0.0	7.0	32.0	Y	
1	5.0	7.0	0.0	31.0	2.0	0.0	0.0	0.0	3.0	4.0	0.0	21.0	4.0	0.0	0.0	1.0	140.0	123.0	7.0	369.0	97.0	1.0	31.0	99.0		
2	4.0	0.0	1.0	20.0	0.0	2.0	10.0	9.0	2.0	0.0	1.0	12.0	0.0	1.0	5.0	7.0	8.0	33.0	16.0	157.0	16.0	17.0	46.0	161.0		
4	4.0	1.0	0.0	30.0	11.0	0.0	8.0	14.0	3.0	1.0	0.0	29.0	13.0	0.0	4.0	10.0	38.0	8.0	4.0	285.0	102.0	67.0	93.0	153.0		
5	6.0	9.0	0.0	23.0	0.0	0.0	8.0	2.0	5.0	4.0	0.0	12.0	0.0	1.0	8.0	3.0	13.0	33.0	0.0	57.0	2.0	2.0	18.0	15.0		
6	41.0	0.0	0.0	41.0	42.0	0.0	0.0	0.0	2.0	5.0	4.0	16.0	4.0	0.0	1.0	4.0	11.0	47.0	28.0	259.0	105.0	0.0	15.0	96.0	Y	
7	6.0	0.0	6.0	12.0	14.0	6.0	2.0	14.0	3.0	0.0	3.0	12.0	11.0	3.0	1.0	12.0	45.0	18.0	18.0	194.0	127.0	114.0	135.0	209.0		
8	2.0	0.0	2.0	20.0	1.0	7.0	2.0	15.0	1.0	0.0	2.0	12.0	6.0	4.0	1.0	11.0	59.0	5.0	21.0	357.0	135.0	168.0	175.0	323.0		
9	2.0	0.0	1.0	16.0	3.0	1.0	0.0	8.0	0.0	0.0	1.0	14.0	3.0	1.0	0.0	7.0	326.0	190.0	79.0	1408.0	377.0	67.0	213.0	908.0		
10	14.0	0.0	0.0	20.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	12.0	1.0	0.0	13.0	0.0	0.0	0.0	3.0	Y	
11	5.0	0.0	10.0	36.0	13.0	0.0	6.0	33.0	3.0	0.0	9.0	29.0	10.0	1.0	4.0	24.0	35.0	18.0	46.0	286.0	98.0	41.0	116.0	218.0		
12	3.0	0.0	0.0	15.0	6.0	1.0	4.0	18.0	3.0	0.0	0.0	13.0	5.0	1.0	4.0	16.0	13.0	37.0	2.0	118.0	115.0	28.0	38.0	134.0		
13	6.0	0.0	0.0	15.0	23.0	10.0	21.0	20.0	2.0	0.0	1.0	9.0	15.0	5.0	13.0	15.0	9.0	20.0	9.0	142.0	147.0	79.0	71.0	126.0		
14	4.0	2.0	0.0	31.0	0.0	4.0	0.0	0.0	2.0	1.0	0.0	16.0	0.0	2.0	0.0	0.0	21.0	19.0	5.0	212.0	17.0	16.0	6.0	11.0		
15	4.0	0.0	4.0	18.0	6.0	0.0	0.0	18.0	2.0	0.0	2.0	17.0	10.0	0.0	0.0	13.0	40.0	7.0	17.0	214.0	110.0	26.0	14.0	173.0		
16	6.0	0.0	0.0	21.0	4.0	0.0	2.0	26.0	7.0	0.0	0.0	20.0	6.0	0.0	1.0	18.0	31.0	14.0	2.0	45.0	23.0	0.0	2.0	51.0		
17	5.0	0.0	3.0	29.0	10.0	3.0	5.0	10.0	4.0	0.0	4.0	22.0	10.0	3.0	11.0	6.0	23.0	14.0	10.0	234.0	88.0	70.0	54.0	89.0		
18	3.0	0.0	0.0	17.0	0.0	0.0	1.0	11.0	3.0	0.0	0.0	17.0	0.0	0.0	1.0	11.0	20.0	17.0	7.0	229.0	17.0	52.0	41.0	186.0		
19	6.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	13.0	0.0	0.0	0.0	0.0	5.0	28.0	2.0	145.0	11.0	0.0	6.0	48.0	Y	
20	2.0	0.0	6.0	19.0	8.0	4.0	12.0	13.0	1.0	0.0	4.0	15.0	7.0	2.0	7.0	13.0	23.0	11.0	32.0	206.0	87.0	112.0	107.0	165.0		
21	2.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	31.0	0.0	61.0	34.0	0.0	1.0	32.0	Y	
22	4.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	9.0	0.0	0.0	4.0	14.0	0.0	4.0	71.0	51.0	8.0	11.0	54.0		
23	4.0	0.0	2.0	26.0	4.0	9.0	9.0	17.0	2.0	0.0	3.0	26.0	5.0	7.0	6.0	15.0	31.0	34.0	37.0	327.0	100.0	191.0	129.0	316.0		
24	4.0	0.0	0.0	22.0	2.0	0.0	4.0	19.0	2.0	0.0	0.0	18.0	2.0	0.0	2.0	15.0	21.0	5.0	4.0	204.0	26.0	56.0	33.0	244.0		
25	10.0	0.0	0.0	26.0	0.0	0.0	0.0	6.0	6.0	1.0	0.0	17.0	0.0	0.0	0.0	7.0	24.0	13.0	2.0	88.0	18.0	0.0	4.0	72.0	Y	
26	2.0	2.0	0.0	21.0	19.0	0.0	3.0	20.0	1.0	2.0	0.0	16.0	17.0	0.0	7.0	17.0	25.0	93.0	45.0	541.0	330.0	156.0	316.0	319.0		
27	6.0	0.0	3.0	9.0	3.0	6.0	6.0	15.0	6.0	1.0	1.0	12.0	6.0	2.0	2.0	15.0	16.0	7.0	9.0	45.0	21.0	2.0	5.0	45.0		
28	3.0	0.0	1.0	29.0	4.0	3.0	11.0	23.0	2.0	0.0	1.0	27.0	3.0	2.0	7.0	20.0	61.0	3.0	16.0	359.0	115.0	76.0	160.0	306.0		
29	4.0	0.0	2.0	19.0	17.0	8.0	8.0	19.0																		
30	2.0	0.0	1.0	23.0	7.0	4.0	13.0	3.0	1.0	0.0	1.0	14.0	6.0	2.0	7.0	4.0	11.0	2.0	5.0	99.0	31.0	52.0	93.0	61.0		
31	4.0	0.0	0.0	14.0	10.0	0.0	0.0	7.0	2.0	0.0	0.0	7.0	8.0	0.0	0.0	7.0	25.0	15.0	3.0	109.0	133.0	0.0	23.0	111.0	Y	
32	4.0	3.0	0.0	27.0	6.0	0.0	4.0	6.0	2.0	2.0	0.0	19.0	5.0	0.0	2.0	5.0	25.0	52.0	2.0	212.0	25.0	13.0	22.0	33.0		
33	2.0	0.0	1.0	41.0	12.0	1.0	8.0	9.0	2.0	0.0	1.0	28.0	12.0	1.0	7.0	9.0	42.0	19.0	17.0	264.0	104.0	47.0	106.0	116.0		
34	2.0	0.0	2.0	13.0	5.0	2.0	3.0	16.0	1.0	0.0	1.0	12.0	6.0	1.0	3.0	16.0	30.0	2.0	7.0	198.0	109.0	112.0	82.0	170.0		
35	4.0	0.0	0.0	22.0	0.0	9.0	12.0	20.0	2.0	0.0	0.0	20.0	1.0	5.0	7.0	19.0	19.0	2.0	4.0	166.0	21.0	58.0	71.0	212.0		
36	41.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	7.0	6.0	0.0	0.0	3.0	25.0	13.0	1.0	182.0	18.0	2.0	81.0	48.0		
37	2.0	0.0	0.0	12.0	9.0	0.0	4.0	24.0	1.0	0.0	0.0	8.0	7.0	0.0	3.0	18.0	24.0	59.0	7.0	369.0	213.0	137.0	201.0	348.0		
38	6.0	0.0	0.0	15.0	4.0	0.0	10.0	18.0	3.0	0.0	0.0	12.0	2.0	0.0	7.0	17.0	10.0	6.0	2.0	28.0	17.0	0.0	16.0	42.0		
39	8.0	0.0	2.0	23.0	20.0	4.0	12.0	17.0	4.0	0.0	1.0	15.0	13.0	2.0	6.0	10.0	77.0	5.0	53.0	377.0	332.0	135.0	160.0	342.0		
40	4.0	0.0	0.0	32.0	6.0	6.0	4.0	16.0	5.0	0.0	0.0	26.0	6.0	5.0	11.0	13.0	21.0	8.0	1.0	202.0	34.0	47.0	64.0	124.0		
41	4.0	0.0	4.0	26.0	21.0	0.0	4.0	28.0	2.0	0.0	4.0	22.0	17.0	0.0	2.0	21.0	40.0	25.0	30.0	351.0	155.0	97.0	118.0	262.0		
42	2.0	2.0	12.0	45.0	12.0	1.0	11.0	15.0	1.0	2.0	7.0	27.0	9.0	1.0	7.0	12.0	45.0	28.0	39.0	276.0	146.0	86.0	172.0	190.0		
43	4.0	0.0	2.0	8.0	8.0	2.0	2.0	21.0																		
44	2.0	0.0	2.0	26.0	6.0	0.0	6.0	22.0	1.0	0.0	1.0	14.0	7.0	0.0	3.0	13.0	69.0	7.0	20.0	171.0	94.0	40.0	44.0	136.0		
45	5.0	7.0	0.0	31.0	1.0	6.0	16.0	12.0	4.0	4.0	0.0	23.0	1.0	6.0	14.0	11.0	9.0	35.0	2.0	80.0	11.0	7.0	36.0	63.0		
46	6.0	0.0	0.0	15.0	0.0	0.0	2.0	13.0	3.0	1.0	0.0	8.0	4.0	0.0	1.0	7.0	29.0	27.0	3.0	260.0	30.0	0.0	9.0	164.0	Y	
47	4.0	0.0	4.0	27.0	13.0	0.0	0.0	24.0	3.0	0.0	1.0	18.0	10.0	0.0	1.0	18.0	39.0	7.0	30.0	251.0	179.0	44.0	43.0	228.0		
48	2.0	0.0	6.0	9.0	5.0	2.0	4.0	2.0	1.0	0.0	4.0	7.0	4.0	1.0	3.0	0.0	18.0	39.0	21.0	78.0	92.0	7.0	47.0	106.0		
49	4.0	0.0	0.0	4.0	8.0	2.0	4.0	6.0	3.0	0.0	0.0	2.0	6.0	1.0	2.0	5.0	67.0	34.0	5.0	118.0	134.0	17.0	18.0	128.0		
50	4.0	0.0	5.0	33.0	7.0	0.0	0.0	31.0	2.0	0.0	2.0	19.0	7.0	0.0	0.0	22.0	55.0	4.0	38.0	222.0	106.0	43.0	17.0	227.0		
51	50.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	1.0	1.0	1.0	8.0	10.0	5.0	7.0	102.0	18.0	3.0	11.0	52.0		
52	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0																		
53	3.0	0.0	6.0	30.0	16.0	6.0	9.0	19.0	2.0	0.0	2.0	14.0	12.0	2.0	3.0	9.0	55.0	21.0	40.0	430.0	234.0	199.0	143.0	292.0		
54	4.0	2.0	0.0	8.0	5.0	6.0	14.0	18.0	2.0	1.0	0.0	7.0	8.0	3.0	8.0	17.0	25.0	39.0	2.0	188.0	111.0	121.0	231.0	148.0		
55	2.0	0.0	0.0	28.0	24.0	0.0	8.0	32.0	1.0	2.0	0.0	19.0	14.0	0.0	4.0	22.0	22.0	18.0	2.0	258.0	111.0	96.0	212.0	222.0		
56	4.0	0.0	6.0	14.0	6.0	0.0	0.0	14.0	2.0	0.0	3.0	7.0	3.0	0.0	0.0	8.0	57.0	55.0	43.0	122.0	141.0	1.0	1.0	182.0		
57	6.0	0.0	2.0	17.0	0.0	13.0	20.0	14.0	2.0	4.0	1.0	10.0	0.0	6.0	11.0	10.0	11.0	36.0	6.0	134.0	7.0	93.0	103.0	105.0		
58	2.0	0.0	0.0	26.0	2.0	2.0	6.0	15.0	2.0	1.0	0.0	15.0	3.0	1.0	6.0	11.0	20.0	2.0	3.0	186.0	25.0	59.0	54.0	148.0		
59	7.0	0.0	1.0	17.0	0.0	0.0	0.0	7.0	5.0	0.0	1.0	25.0	0.0	0.0	0.0	12.0	56.0	20.0	10.0	247.0	53.0	1.0	22.0	198.0		
60	3.0	2.0	0.0	29.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	14.0	1.0	0.0	0.0	1.0	53.0	68.0	10.0	393.0	66.0	1.0	44.0	73.0		
61	6.0	11.0	0.0	14.0	0.0	0.0	4.0	24.0	3.0	6.0	0.0	9.0	0.0	0.0	2.0	14.0	53.0	108.0	1.0	151.0	58.0	131.0	226.0	187.0		
62	6.0	0.0	0.0	30.0	18.0	0.0	6.0	22.0	4.0	0.0	1.0	12.0	11.0	0.0	4.0	11.0	12.0	15.0	2.0	41.0	37.0	1.0	15.0	47.0		
63	4.0	0.0	0.0	9.0	0.0	2.0	4.0	6.0	2.0	0.0	0.0	5.0	0.0	1.0	2.0	4.0	16.0	48.0	5.0	117.0	3.0	5.0	22.0	77.0		
64	1.0	0.0	0.0	3.0	1.0	3.0	9.0	0.0	1.0	0.0	0.0	3.0	1.0	3.0	9.0	0.0	21.0	56.0	12.0	189.0	26.0	13.0	61.0	159.0		
65	8.0	0.0	0.0	11.0	3.0	0.0	9.0	6.0	5.0	0.0	0.0	6.0	2.0	2.0	5.0	3.0	23.0	29.0	0.0	67.0	17.0	7.0	55.0	32.0		
66	4.0	0.0	0.0	16.0	0.0	2.0	12.0	20.0	4.0	0.0	0.0	9.0	0.0	1.0	9.0	20.0	48.0	56.0	3.0	170.0	26.0	88.0	107.0	245.0		
67	9.0	0.0	2.0	17.0	6.0	0.0	9.0	22.0	4.0	0.0	4.0	12.0	4.0	1.0	6.0	13.0	21.0	1.0	19.0	83.0	41.0	95.0	38.0	100.0		
68	4.0	0.0	0.0	12.0	4.0	0.0	0.0	20.0	2.0	0.0	0.0	8.0	21.0	0.0	0.0	11.0	40.0	37.0	5.0	320.0	324.0	124.0	235.0	220.0		
69	12.0	18.0	0.0	29.0	0.0	0.0	0.0	0.0	5.0	11.0	0.0	18.0	1.0	0.0	0.0	0.0	38.0	77.0	7.0	293.0	57.0	6.0	30.0	31.0		
71	5.0	0.0	0.0	43.0	6.0	8.0	6.0	7.0	5.0	0.0	0.0	22.0	5.0	4.0	3.0	5.0	52.0	25.0	8.0	249.0	96.0	135.0	160.0	108.0		
72	8.0	0.0	0.0	35.0	8.0	0.0	0.0	8.0	4.0	1.0	0.0	24.0	7.0	0.0	0.0	5.0	21.0	12.0	3.0	110.0	47.0	0.0	3.0	57.0	Y	
73	6.0	2.0	4.0	21.0	0.0	0.0	0.0	20.0	1.0	3.0	3.0	21.0	1.0	0.0	0.0	20.0	8.0	41.0	13.0	104.0	7.0	4.0	11.0	131.0		
74	2.0	2.0	2.0	31.0	4.0	0.0	0.0	10.0	1.0	1.0	2.0	23.0	6.0	0.0	0.0	5.0	25.0	33.0	30.0	414.0	82.0	8.0	84.0	106.0		
75	2.0	0.0	0.0	30.0	7.0	0.0	0.0	4.0	1.0	1.0	0.0	16.0	7.0	0.0	0.0	5.0	8.0	25.0	8.0	211.0	78.0	2.0	34.0	116.0		
76	4.0	0.0	9.0	33.0	5.0	2.0	6.0	15.0	3.0	1.0	5.0	22.0	8.0	1.0	5.0	10.0	66.0	8.0	92.0	403.0	158.0	156.0	179.0	288.0		
77	8.0	0.0	0.0	18.0	20.0	0.0	8.0	17.0	6.0	1.0	1.0	14.0	12.0	0.0	8.0	12.0	7.0	1.0	1.0	14.0	13.0	0.0	8.0	12.0		
78	4.0	0.0	0.0	21.0	0.0	6.0	4.0	17.0	2.0	2.0	0.0	21.0	0.0	3.0	2.0	19.0	35.0	13.0	1.0	165.0	8.0	101.0	224.0	145.0		
79	4.0	0.0	2.0	10.0	10.0	0.0	2.0	18.0	2.0	0.0	2.0	11.0	10.0	0.0	1.0	16.0	39.0	38.0	39.0	238.0	133.0	60.0	60.0	302.0		
80	8.0	0.0	0.0	34.0	0.0	2.0	8.0	11.0	5.0	0.0	0.0	26.0	3.0	2.0	9.0	16.0	26.0	23.0	12.0	385.0	85.0	94.0	131.0	200.0		
81	6.0	3.0	6.0	22.0	18.0	0.0	6.0	4.0	3.0	2.0	5.0	16.0	12.0	0.0	3.0	4.0	8.0	13.0	29.0	120.0	106.0	28.0	36.0	45.0		
82	3.0	0.0	4.0	29.0	24.0	2.0	4.0	15.0	2.0	4.0	2.0	14.0	16.0	1.0	2.0	7.0	33.0	20.0	41.0	210.0	142.0	78.0	131.0	198.0		
83	6.0	0.0	0.0	18.0	2.0	12.0	27.0	15.0	2.0	0.0	0.0	11.0	6.0	5.0	12.0	10.0	23.0	79.0	1.0	216.0	83.0	108.0	250.0	171.0		
84	45.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	8.0	2.0	0.0	0.0	7.0	4.0	3.0	0.0	49.0	9.0	0.0	0.0	28.0	Y	
85	7.0	0.0	0.0	8.0	2.0	0.0	7.0	10.0																		
86	2.0	0.0	0.0	13.0	8.0	0.0	2.0	11.0	1.0	0.0	0.0	8.0	5.0	0.0	1.0	8.0	8.0	28.0	2.0	96.0	52.0	3.0	28.0	174.0		
87	4.0	0.0	0.0	18.0	11.0	0.0	4.0	16.0	3.0	0.0	0.0	15.0	10.0	0.0	4.0	13.0	109.0	4.0	22.0	315.0	199.0	117.0	128.0	295.0		
88	6.0	0.0	0.0	14.0	10.0	6.0	14.0	6.0	2.0	0.0	0.0	13.0	8.0	4.0	8.0	7.0	19.0	5.0	12.0	246.0	128.0	126.0	84.0	150.0		
89	4.0	0.0	6.0	29.0	0.0	4.0	39.0	11.0	1.0	0.0	2.0	21.0	1.0	2.0	29.0	5.0	19.0	2.0	25.0	128.0	26.0	39.0	221.0	115.0		
90	2.0	0.0	2.0	16.0	9.0	2.0	6.0	17.0	1.0	0.0	2.0	11.0	8.0	1.0	5.0	10.0	27.0	2.0	58.0	239.0	113.0	81.0	211.0	206.0		
91	9.0	0.0	0.0	36.0	5.0	6.0	9.0	20.0	3.0	0.0	0.0	53.0	2.0	2.0	2.0	5.0	49.0	23.0	14.0	271.0	85.0	76.0	57.0	133.0		
92	2.0	0.0	2.0	19.0	14.0	4.0	20.0	21.0	1.0	0.0	1.0	12.0	11.0	2.0	11.0	13.0	15.0	0.0	17.0	100.0	47.0	68.0	156.0	133.0		
93	3.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	23.0	6.0	0.0	0.0	5.0	10.0	32.0	0.0	128.0	35.0	0.0	3.0	14.0	Y	
94	0.0	0.0	0.0	26.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	19.0	4.0	0.0	0.0	2.0	6.0	16.0	1.0	182.0	47.0	8.0	4.0	75.0		
95	4.0	0.0	2.0	20.0	6.0	6.0	6.0	18.0	2.0	1.0	1.0	11.0	7.0	3.0	3.0	9.0	32.0	28.0	10.0	145.0	84.0	56.0	51.0	102.0		
96	4.0	0.0	5.0	58.0	2.0	2.0	8.0	8.0	2.0	0.0	3.0	55.0	2.0	1.0	4.0	6.0	73.0	0.0	18.0	196.0	46.0	21.0	69.0	135.0		
97	4.0	4.0	13.0	17.0	8.0	0.0	0.0	12.0																		
98	4.0	0.0	4.0	22.0	1.0	0.0	0.0	29.0	3.0	0.0	2.0	15.0	3.0	0.0	4.0	18.0	26.0	12.0	47.0	217.0	73.0	58.0	58.0	252.0		
99	4.0	0.0	0.0	12.0	6.0	5.0	18.0	17.0	4.0	0.0	0.0	10.0	4.0	4.0	17.0	15.0	2.0	0.0	0.0	8.0	4.0	4.0	10.0	12.0		
100	3.0	0.0	4.0	15.0	11.0	0.0	8.0	25.0	2.0	0.0	3.0	13.0	6.0	0.0	5.0	14.0	45.0	31.0	28.0	220.0	118.0	113.0	227.0	242.0		
101	10.0	0.0	0.0	54.0	0.0	4.0	25.0	18.0	5.0	0.0	0.0	28.0	0.0	5.0	11.0	8.0	9.0	7.0	1.0	89.0	2.0	20.0	51.0	27.0		
103	3.0	0.0	5.0	13.0	6.0	2.0	3.0	17.0	2.0	0.0	3.0	8.0	3.0	1.0	2.0	13.0	24.0	13.0	23.0	99.0	93.0	93.0	87.0	143.0		
104	50.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	7.0	6.0	0.0	0.0	2.0	8.0	3.0	4.0	50.0	29.0	1.0	9.0	28.0		
105	4.0	0.0	2.0	11.0	5.0	4.0	4.0	25.0																		
106	4.0	1.0	0.0	11.0	0.0	2.0	18.0	15.0	2.0	2.0	0.0	13.0	0.0	1.0	9.0	14.0	16.0	29.0	16.0	111.0	4.0	17.0	62.0	110.0		
107	2.0	0.0	0.0	32.0	0.0	4.0	4.0	6.0	1.0	0.0	0.0	20.0	0.0	2.0	5.0	10.0	30.0	145.0	7.0	333.0	72.0	91.0	227.0	370.0		
108	6.0	0.0	0.0	22.0	10.0	0.0	0.0	3.0	3.0	0.0	0.0	13.0	6.0	0.0	0.0	4.0	31.0	31.0	1.0	96.0	53.0	0.0	2.0	61.0	Y	
109	3.0	0.0	0.0	8.0	17.0	0.0	0.0	26.0	1.0	3.0	0.0	4.0	9.0	0.0	0.0	14.0	127.0	22.0	6.0	211.0	259.0	32.0	115.0	361.0		
110	2.0	2.0	3.0	37.0	0.0	0.0	0.0	4.0	1.0	2.0	3.0	27.0	0.0	0.0	0.0	4.0	9.0	40.0	17.0	179.0	3.0	3.0	7.0	30.0		
111	4.0	1.0	0.0	19.0	0.0	0.0	0.0	5.0	2.0	1.0	1.0	15.0	0.0	0.0	0.0	6.0	12.0	17.0	3.0	140.0	6.0	6.0	20.0	67.0		
113	6.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	3.0	1.0	0.0	14.0	5.0	0.0	1.0	0.0	38.0	9.0	9.0	191.0	104.0	9.0	8.0	59.0		
114	4.0	0.0	0.0	16.0	4.0	8.0	11.0	19.0	2.0	0.0	0.0	11.0	5.0	6.0	10.0	14.0	23.0	51.0	2.0	219.0	73.0	92.0	218.0	232.0		
115	8.0	0.0	4.0	27.0	17.0	0.0	2.0	29.0	6.0	0.0	2.0	17.0	15.0	0.0	1.0	18.0	32.0	6.0	2.0	43.0	35.0	0.0	6.0	49.0		
116	2.0	0.0	0.0	17.0	8.0	4.0	12.0	24.0	1.0	0.0	0.0	15.0	4.0	2.0	9.0	21.0	13.0	13.0	0.0	127.0	55.0	53.0	59.0	195.0		
117	6.0	2.0	1.0	20.0	0.0	0.0	3.0	7.0	3.0	2.0	2.0	18.0	1.0	0.0	2.0	9.0	38.0	18.0	8.0	281.0	31.0	39.0	142.0	136.0		
118	6.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	7.0	1.0	0.0	1.0	3.0	22.0	34.0	0.0	64.0	3.0	2.0	26.0	18.0		
119	50.0	0.0	0.0	50.0	50.0	0.0	0.0	50.0	3.0	2.0	1.0	6.0	9.0	0.0	1.0	7.0	14.0	6.0	6.0	75.0	60.0	0.0	19.0	38.0		
120	8.0	6.0	21.0	31.0	8.0	0.0	19.0	15.0	4.0	4.0	7.0	14.0	3.0	0.0	12.0	10.0	13.0	19.0	24.0	55.0	30.0	13.0	54.0	27.0		
121	2.0	0.0	1.0	12.0	9.0	1.0	3.0	26.0	1.0	0.0	1.0	9.0	6.0	1.0	3.0	19.0	21.0	44.0	14.0	153.0	109.0	54.0	58.0	217.0		
122	3.0	0.0	6.0	16.0	3.0	1.0	2.0	4.0	2.0	1.0	4.0	15.0	5.0	1.0	2.0	6.0	13.0	16.0	23.0	130.0	39.0	30.0	26.0	59.0		
123	2.0	0.0	0.0	35.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	33.0	0.0	0.0	0.0	2.0	14.0	2.0	2.0	144.0	24.0	0.0	2.0	18.0	Y	
124	4.0	0.0	2.0	26.0	0.0	2.0	4.0	14.0	4.0	0.0	1.0	15.0	0.0	2.0	4.0	10.0	49.0	16.0	16.0	242.0	60.0	46.0	54.0	117.0		
126	14.0	0.0	10.0	20.0	12.0	2.0	6.0	19.0	7.0	0.0	5.0	9.0	9.0	1.0	4.0	14.0	82.0	9.0	48.0	172.0	184.0	107.0	102.0	183.0		
127	6.0	0.0	4.0	35.0	14.0	0.0	4.0	24.0	3.0	0.0	2.0	28.0	12.0	0.0	2.0	21.0	33.0	32.0	7.0	297.0	116.0	115.0	209.0	171.0		
128	2.0	0.0	2.0	16.0	4.0	6.0	14.0	9.0	1.0	0.0	1.0	13.0	6.0	3.0	9.0	10.0	21.0	11.0	20.0	141.0	67.0	81.0	162.0	193.0		
129	0.0	0.0	0.0	31.0	12.0	0.0	0.0	12.0	0.0	0.0	3.0	27.0	8.0	0.0	0.0	5.0	9.0	34.0	17.0	219.0	93.0	0.0	5.0	68.0	Y	
130	4.0	10.0	0.0	24.0	0.0	2.0	2.0	18.0	2.0	7.0	0.0	5.0	0.0	1.0	2.0	17.0	20.0	93.0	0.0	276.0	33.0	91.0	103.0	162.0		
131	8.0	0.0	0.0	20.0	0.0	6.0	0.0	0.0	7.0	2.0	0.0	11.0	1.0	3.0	0.0	1.0	89.0	37.0	0.0	98.0	24.0	78.0	10.0	4.0		
132	4.0	5.0	0.0	23.0	0.0	0.0	0.0	4.0	2.0	3.0	0.0	15.0	0.0	0.0	0.0	4.0	16.0	75.0	2.0	223.0	5.0	2.0	14.0	116.0		
134	4.0	0.0	0.0	20.0	2.0	14.0	16.0	9.0	2.0	0.0	1.0	22.0	2.0	9.0	11.0	12.0	29.0	29.0	8.0	371.0	43.0	231.0	306.0	214.0		
135	11.0	3.0	0.0	22.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	14.0	0.0	0.0	0.0	3.0	13.0	32.0	8.0	125.0	3.0	0.0	4.0	38.0	Y	
136	4.0	0.0	0.0	25.0	3.0	10.0	4.0	22.0	2.0	0.0	0.0	36.0	2.0	5.0	2.0	12.0	51.0	14.0	9.0	272.0	78.0	77.0	58.0	158.0		
137	2.0	0.0	0.0	8.0	21.0	2.0	4.0	23.0	1.0	1.0	0.0	7.0	17.0	1.0	7.0	13.0	33.0	29.0	11.0	93.0	136.0	61.0	134.0	123.0		
139	2.0	0.0	1.0	6.0	5.0	1.0	4.0	5.0	1.0	0.0	1.0	6.0	5.0	1.0	4.0	5.0	10.0	30.0	16.0	111.0	39.0	8.0	52.0	145.0		
140	11.0	0.0	0.0	33.0	14.0	0.0	0.0	23.0	3.0	0.0	0.0	12.0	4.0	0.0	4.0	7.0	26.0	18.0	3.0	112.0	55.0	0.0	8.0	112.0	Y	
141	3.0	0.0	0.0	20.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	11.0	2.0	0.0	0.0	5.0	7.0	2.0	2.0	69.0	24.0	1.0	4.0	24.0		
142	12.0	0.0	8.0	21.0	0.0	6.0	37.0	26.0	3.0	0.0	2.0	9.0	9.0	4.0	14.0	12.0	8.0	0.0	5.0	34.0	20.0	18.0	61.0	41.0		
143	9.0	0.0	5.0	21.0	29.0	0.0	16.0	21.0	5.0	0.0	1.0	5.0	11.0	5.0	13.0	10.0	9.0	2.0	2.0	19.0	38.0	15.0	37.0	26.0		
145	4.0	0.0	4.0	11.0	13.0	0.0	0.0	25.0	3.0	0.0	3.0	12.0	11.0	0.0	3.0	17.0	9.0	2.0	16.0	107.0	69.0	65.0	64.0	112.0		
146	2.0	2.0	0.0	34.0	4.0	0.0	0.0	26.0	2.0	2.0	0.0	20.0	4.0	0.0	0.0	14.0	46.0	11.0	15.0	253.0	73.0	73.0	114.0	196.0		
