INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	RELEVANCE_INDEX
518	0.0	0.0	0.0	18.0	17.0	0.0	0.0	24.0	0.0	0.0	0.0	8.0	13.0	0.0	0.0	20.0	8.0	8.0	20.0	96.0	107.0	1.0	4.0	146.0	89.43501749715062
519	0.0	0.0	0.0	22.0	38.0	0.0	0.0	36.0	1.0	0.0	1.0	10.0	14.0	0.0	0.0	14.0	7.0	3.0	15.0	52.0	54.0	1.0	3.0	59.0	99.08228211245236
520	0.0	20.0	0.0	13.0	13.0	0.0	3.0	26.0	0.0	7.0	0.0	13.0	8.0	1.0	6.0	22.0	11.0	49.0	8.0	147.0	118.0	1.0	16.0	241.0	88.02742079858436
521	6.0	0.0	0.0	0.0	20.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	14.0	0.0	0.0	1.0	11.0	2.0	0.0	11.0	129.0	3.0	4.0	34.0	38.14744958196997
522	6.0	0.0	3.0	24.0	9.0	0.0	0.0	0.0																	150.80131789768302
523	0.0	0.0	0.0	30.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0	13.0	15.0	0.0	111.0	8.0	3.0	1.0	1.0	74.17280553304347
524	0.0	4.0	0.0	31.0	0.0	0.0	0.0	12.0	0.0	2.0	0.0	13.0	3.0	0.0	0.0	11.0	8.0	59.0	11.0	241.0	19.0	10.0	66.0	159.0	74.09227528113172
525	0.0	3.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	28.0	4.0	0.0	1.0	3.0	8.0	109.0	2.0	187.0	21.0	2.0	6.0	34.0	64.73890696352274
526	0.0	0.0	0.0	23.0	0.0	0.0	0.0	2.0																	69.05413805029946
528	6.0	0.0	0.0	0.0	12.0	0.0	7.0	30.0	3.0	0.0	0.0	0.0	7.0	0.0	3.0	18.0	24.0	4.0	0.0	4.0	37.0	0.0	15.0	57.0	80.64540742548408
529	9.0	0.0	5.0	15.0	4.0	0.0	0.0	10.0																	170.18467007002064
530	26.0	0.0	0.0	26.0	0.0	0.0	0.0	27.0																	115.53612853100589
531	2.0	0.0	10.0	29.0	8.0	0.0	10.0	18.0	1.0	0.0	6.0	25.0	5.0	0.0	6.0	8.0	14.0	11.0	47.0	117.0	40.0	13.0	27.0	50.0	236.6026283063479
532	5.0	5.0	0.0	6.0	0.0	0.0	2.0	6.0	2.0	3.0	0.0	7.0	0.0	0.0	1.0	12.0	27.0	66.0	0.0	65.0	2.0	0.0	22.0	58.0	74.08573540254476
533	6.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	8.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	27.0	1.0	0.0	31.0	9.0	1.0	7.0	9.0	57.606551072523104
534	0.0	0.0	1.0	10.0	6.0	2.0	5.0	12.0	0.0	0.0	1.0	6.0	6.0	2.0	5.0	10.0	23.0	11.0	71.0	235.0	78.0	187.0	162.0	166.0	141.59366657939194
535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0																	11.51292546497023
536	0.0	8.0	0.0	33.0	13.0	0.0	3.0	26.0	1.0	13.0	0.0	20.0	8.0	0.0	2.0	13.0	5.0	60.0	1.0	162.0	76.0	0.0	13.0	48.0	110.00997400053842
537	0.0	12.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	19.0	0.0	0.0	0.0	1.0	10.0	96.0	5.0	231.0	16.0	7.0	11.0	97.0	53.0919905327789
538	0.0	0.0	0.0	10.0	9.0	0.0	0.0	6.0	0.0	2.0	0.0	6.0	10.0	0.0	0.0	2.0	10.0	25.0	6.0	70.0	53.0	1.0	3.0	35.0	69.20038166621421
539	6.0	0.0	0.0	0.0	10.0	0.0	0.0	5.0	4.0	1.0	0.0	2.0	14.0	0.0	0.0	4.0	58.0	40.0	3.0	48.0	316.0	0.0	271.0	193.0	40.40737520068526
540	2.0	0.0	0.0	30.0	2.0	2.0	4.0	0.0	1.0	0.0	0.0	16.0	3.0	1.0	2.0	0.0	29.0	35.0	17.0	219.0	96.0	68.0	92.0	50.0	125.77968143625773
541	0.0	5.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	14.0	1.0	0.0	0.0	3.0	13.0	245.0	14.0	260.0	40.0	0.0	34.0	121.0	48.84863781178302
542	4.0	0.0	0.0	5.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	4.0	0.0	0.0	1.0	16.0	16.0	1.0	41.0	77.0	1.0	5.0	79.0	64.3541017578421
543	3.0	0.0	0.0	21.0	13.0	4.0	14.0	13.0	5.0	0.0	1.0	15.0	10.0	2.0	6.0	13.0	18.0	9.0	2.0	58.0	21.0	2.0	14.0	34.0	166.83668767756245
544	0.0	2.0	3.0	24.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	15.0	0.0	0.0	0.0	2.0	8.0	216.0	12.0	260.0	31.0	4.0	13.0	82.0	121.26770130441854
545	18.0	0.0	0.0	9.0	0.0	0.0	0.0	7.0	10.0	1.0	0.0	3.0	0.0	0.0	0.0	2.0	38.0	15.0	0.0	33.0	0.0	0.0	10.0	65.0	85.8932993599445
546	5.0	0.0	0.0	10.0	5.0	4.0	6.0	33.0	2.0	0.0	0.0	5.0	5.0	2.0	3.0	25.0	76.0	27.0	2.0	180.0	121.0	90.0	154.0	311.0	145.79632103981024
547	5.0	0.0	0.0	5.0	1.0	2.0	9.0	12.0	4.0	0.0	0.0	7.0	2.0	1.0	7.0	12.0	23.0	13.0	5.0	49.0	13.0	1.0	21.0	68.0	121.06122749188141
548	6.0	0.0	0.0	0.0	9.0	0.0	6.0	23.0	2.0	0.0	0.0	1.0	4.0	0.0	8.0	16.0	11.0	10.0	0.0	11.0	68.0	66.0	41.0	126.0	76.05094834309278
549	0.0	5.0	0.0	9.0	22.0	0.0	0.0	26.0																	69.24955992340804
550	2.0	0.0	1.0	21.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	16.0	1.0	1.0	4.0	1.0	13.0	6.0	18.0	217.0	46.0	31.0	42.0	93.0	135.07163557115592
552	3.0	0.0	0.0	0.0	0.0	3.0	3.0	17.0	3.0	0.0	0.0	0.0	4.0	6.0	3.0	15.0	9.0	10.0	1.0	10.0	30.0	10.0	7.0	110.0	69.90363323427644
553	4.0	0.0	0.0	12.0	0.0	4.0	20.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0									137.20277152593457
554	2.0	0.0	0.0	7.0	8.0	2.0	6.0	18.0	1.0	0.0	0.0	4.0	7.0	1.0	3.0	8.0	40.0	3.0	3.0	109.0	115.0	52.0	88.0	223.0	123.95110806864245
555	4.0	0.0	0.0	15.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	15.0	0.0	0.0	3.0	19.0	21.0	1.0	31.0	86.0	0.0	0.0	46.0	83.53562993312849
556	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	25.0	13.0	0.0	9.0	88.0	1.0	8.0	37.0	35.26360524616162
557	0.0	0.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	15.0	3.0	9.0	85.0	14.0	12.0	4.0	39.0	77.42402021815782
558	12.0	0.0	0.0	14.0	0.0	0.0	0.0	8.0	6.0	0.0	0.0	10.0	0.0	0.0	0.0	6.0	113.0	68.0	0.0	99.0	1.0	0.0	35.0	122.0	90.79662048334067
559	0.0	2.0	2.0	19.0	15.0	0.0	1.0	15.0	0.0	1.0	2.0	16.0	11.0	0.0	1.0	8.0	37.0	51.0	31.0	120.0	216.0	7.0	23.0	212.0	136.48917050526063
560	4.0	0.0	0.0	0.0	15.0	0.0	2.0	28.0	3.0	4.0	0.0	2.0	10.0	0.0	2.0	23.0	22.0	40.0	1.0	21.0	43.0	0.0	5.0	118.0	63.27298621549393
561	18.0	0.0	0.0	30.0	0.0	0.0	21.0	0.0	4.0	0.0	0.0	12.0	1.0	0.0	7.0	2.0	37.0	11.0	2.0	148.0	19.0	0.0	104.0	21.0	144.48977068174207
562	2.0	0.0	0.0	6.0	6.0	4.0	4.0	4.0	1.0	1.0	0.0	3.0	3.0	2.0	5.0	8.0	43.0	16.0	0.0	63.0	45.0	38.0	43.0	112.0	115.96420354825744
563	0.0	3.0	0.0	23.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	13.0	0.0	0.0	0.0	3.0	7.0	15.0	1.0	79.0	11.0	0.0	3.0	18.0	63.56107660695891
564	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	10.0	2.0	0.0	1.0	4.0	102.35987624833511
565	4.0	0.0	0.0	0.0	11.0	6.0	10.0	26.0	3.0	0.0	0.0	0.0	9.0	3.0	5.0	14.0	50.0	0.0	6.0	12.0	153.0	100.0	151.0	212.0	110.15517803110791
566	3.0	0.0	1.0	13.0	3.0	0.0	0.0	4.0	2.0	1.0	1.0	11.0	3.0	0.0	0.0	4.0	32.0	31.0	11.0	172.0	35.0	2.0	14.0	26.0	109.34863879367184
567	54.0	0.0	0.0	0.0	28.0	0.0	0.0	28.0	6.0	0.0	0.0	14.0	10.0	0.0	3.0	15.0	18.0	1.0	0.0	47.0	35.0	14.0	14.0	57.0	73.74629015218946
568	6.0	0.0	0.0	14.0	8.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	22.0	82.0	0.0	51.0	35.0	0.0	0.0	5.0	84.60622839927844
569	0.0	0.0	0.0	19.0	3.0	0.0	4.0	27.0	1.0	5.0	1.0	11.0	3.0	0.0	3.0	21.0	6.0	13.0	1.0	22.0	8.0	0.0	9.0	40.0	107.64870851406678
570	8.0	2.0	0.0	0.0	9.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	9.0	0.0	0.0	2.0	9.0	6.0	0.0	8.0	75.0	2.0	4.0	35.0	33.48517123833243
571	0.0	0.0	3.0	17.0	0.0	0.0	0.0	21.0																	128.71442186951052
572	4.0	2.0	0.0	4.0	0.0	6.0	10.0	13.0	7.0	2.0	0.0	4.0	1.0	3.0	7.0	9.0	10.0	11.0	0.0	9.0	4.0	3.0	12.0	23.0	121.14244390556402
573	2.0	2.0	0.0	9.0	9.0	0.0	0.0	16.0	0.0	1.0	0.0	8.0	6.0	0.0	0.0	16.0	17.0	24.0	0.0	163.0	86.0	0.0	9.0	201.0	77.22375548847279
574	0.0	0.0	0.0	39.0	0.0	2.0	4.0	8.0	1.0	0.0	0.0	28.0	0.0	1.0	2.0	10.0	11.0	42.0	2.0	312.0	42.0	49.0	99.0	164.0	125.38446498549297
575	26.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	12.0	0.0	0.0	3.0	19.0	16.0	0.0	15.0	55.0	0.0	2.0	37.0	49.43755299006494
576	2.0	2.0	3.0	13.0	2.0	0.0	0.0	3.0	1.0	1.0	2.0	11.0	3.0	0.0	0.0	2.0	5.0	6.0	13.0	118.0	40.0	0.0	1.0	21.0	126.15051572938135
577	6.0	0.0	0.0	0.0	14.0	3.0	9.0	29.0	6.0	3.0	0.0	3.0	8.0	1.0	3.0	19.0	16.0	8.0	0.0	9.0	18.0	1.0	5.0	38.0	105.33853121608401
578	4.0	1.0	0.0	0.0	6.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	6.0	0.0	0.0	2.0	17.0	12.0	1.0	24.0	63.0	0.0	6.0	28.0	29.289665772417298
579	0.0	8.0	0.0	20.0	6.0	0.0	8.0	14.0	0.0	6.0	0.0	13.0	10.0	0.0	4.0	9.0	18.0	81.0	5.0	147.0	110.0	11.0	67.0	136.0	106.13249627861828
580	7.0	0.0	0.0	6.0	10.0	3.0	9.0	20.0	3.0	0.0	0.0	1.0	7.0	6.0	8.0	10.0	22.0	31.0	2.0	58.0	82.0	21.0	25.0	202.0	142.25789876222265
581	4.0	8.0	4.0	32.0	19.0	0.0	0.0	24.0	2.0	4.0	4.0	23.0	12.0	0.0	0.0	23.0	55.0	93.0	94.0	603.0	406.0	0.0	19.0	391.0	170.48896445646446
582	0.0	4.0	0.0	16.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	16.0	0.0	0.0	0.0	1.0	7.0	53.0	1.0	171.0	7.0	1.0	4.0	43.0	52.08281322175355
583	0.0	62.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	3.0	28.0	0.0	196.0	12.0	14.0	18.0	18.0	62.14702089587299
584	0.0	7.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	5.0	0.0	2.0	1.0	0.0	0.0	5.0	42.0	30.0	3.0	21.0	44.0	0.0	5.0	70.0	17.06809950830357
585	4.0	0.0	0.0	0.0	1.0	0.0	2.0	5.0	2.0	0.0	0.0	0.0	9.0	0.0	1.0	4.0	34.0	30.0	10.0	19.0	189.0	0.0	61.0	83.0	44.99809670330265
586	6.0	1.0	5.0	13.0	11.0	2.0	12.0	15.0	4.0	2.0	3.0	10.0	8.0	1.0	9.0	9.0	27.0	15.0	8.0	75.0	136.0	44.0	63.0	88.0	221.6857925012644
587	2.0	0.0	0.0	13.0	6.0	0.0	0.0	7.0	1.0	1.0	0.0	8.0	7.0	0.0	0.0	5.0	8.0	9.0	7.0	77.0	62.0	0.0	1.0	11.0	83.89402793266201
588	6.0	0.0	0.0	3.0	10.0	0.0	0.0	10.0	2.0	3.0	0.0	4.0	6.0	0.0	0.0	5.0	33.0	41.0	5.0	38.0	79.0	0.0	25.0	92.0	71.16394144093465
589	4.0	0.0	0.0	2.0	7.0	0.0	0.0	9.0	3.0	0.0	0.0	1.0	5.0	0.0	0.0	5.0	44.0	8.0	3.0	69.0	71.0	8.0	2.0	178.0	59.97675807107261
590	4.0	0.0	0.0	2.0	6.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	14.0	11.0	0.0	14.0	73.0	0.0	1.0	36.0	51.26191154577949
591	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	6.0	1.0	0.0	0.0	0.0	7.0	16.0	0.0	22.0	7.0	0.0	1.0	0.0	73.27123292259293
592	45.0	0.0	45.0	45.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	2.0	17.0	6.0	19.0	184.0	134.0	0.0	50.0	158.0	287.14810473668217
593	5.0	0.0	0.0	15.0	0.0	2.0	2.0	12.0	6.0	0.0	0.0	9.0	0.0	1.0	5.0	13.0	32.0	4.0	0.0	72.0	7.0	25.0	33.0	109.0	119.15248458442714
594	0.0	7.0	0.0	30.0	4.0	0.0	2.0	4.0																	90.85609983566638
596	8.0	2.0	0.0	30.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	20.0	3.0	0.0	0.0	5.0	19.0	12.0	2.0	166.0	18.0	0.0	1.0	15.0	92.09040022532402
597	4.0	0.0	0.0	1.0	13.0	4.0	6.0	5.0	4.0	1.0	0.0	3.0	12.0	3.0	3.0	7.0	56.0	18.0	8.0	74.0	224.0	94.0	101.0	130.0	105.44162765209768
598	0.0	0.0	0.0	16.0	8.0	0.0	0.0	2.0	0.0	0.0	2.0	13.0	7.0	0.0	0.0	5.0	15.0	3.0	11.0	254.0	95.0	0.0	7.0	64.0	73.14345121114597
599	8.0	0.0	0.0	13.0	1.0	0.0	7.0	5.0	5.0	0.0	0.0	13.0	2.0	0.0	6.0	4.0	77.0	16.0	2.0	216.0	63.0	3.0	118.0	131.0	118.3695487398049
600	29.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0																	102.69171790632447
601	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	3.0	15.0	1.0	11.0	117.0	34.0	0.0	10.0	60.0	49.698132995760005
602	35.0	0.0	0.0	36.0	36.0	0.0	0.0	36.0	4.0	0.0	3.0	11.0	6.0	6.0	9.0	13.0	22.0	17.0	20.0	81.0	53.0	16.0	14.0	84.0	144.16272676388783
603	4.0	0.0	0.0	20.0	20.0	6.0	2.0	18.0	2.0	0.0	0.0	14.0	16.0	3.0	1.0	13.0	32.0	62.0	4.0	364.0	183.0	123.0	191.0	272.0	152.5974715291101
604	4.0	0.0	0.0	19.0	10.0	1.0	4.0	14.0	2.0	0.0	0.0	17.0	11.0	1.0	2.0	12.0	53.0	5.0	8.0	252.0	143.0	79.0	96.0	234.0	136.0775283598344
605	41.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	2.0	0.0	0.0	1.0	2.0	3.0	12.0	2.0	5.0	5.0	0.0	12.0	10.0	7.0	30.0	24.0	56.1826967613015
606	0.0	0.0	0.0	8.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	13.0	15.0	16.0	342.0	110.0	10.0	25.0	143.0	57.8074351579233
607	8.0	0.0	4.0	4.0	12.0	0.0	0.0	0.0																	131.3632673067159
608	0.0	0.0	6.0	27.0	4.0	0.0	10.0	15.0	0.0	2.0	4.0	25.0	3.0	2.0	7.0	11.0	10.0	42.0	25.0	251.0	29.0	37.0	167.0	222.0	202.35905843106158
610	0.0	0.0	0.0	12.0	4.0	0.0	4.0	24.0	0.0	0.0	0.0	8.0	2.0	0.0	2.0	13.0	28.0	40.0	9.0	215.0	64.0	2.0	51.0	259.0	99.58212452225374
611	6.0	0.0	0.0	3.0	6.0	0.0	0.0	12.0	2.0	0.0	0.0	1.0	8.0	0.0	0.0	12.0	9.0	16.0	1.0	6.0	82.0	34.0	11.0	56.0	69.7392862455352
612	0.0	0.0	0.0	0.0	33.0	0.0	0.0	33.0	0.0	5.0	0.0	4.0	14.0	0.0	0.0	15.0	13.0	61.0	5.0	55.0	108.0	1.0	3.0	135.0	35.26360524616162
613	5.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	61.0	0.0	42.0	10.0	9.0	3.0	6.0	48.788608111216305
614	4.0	0.0	0.0	4.0	4.0	0.0	0.0	10.0	3.0	0.0	0.0	2.0	7.0	0.0	0.0	9.0	23.0	6.0	0.0	34.0	108.0	2.0	16.0	174.0	68.31980329918537
615	1.0	0.0	0.0	13.0	4.0	7.0	10.0	24.0	1.0	0.0	0.0	13.0	4.0	4.0	5.0	24.0	44.0	12.0	11.0	284.0	80.0	202.0	175.0	266.0	151.0142393015892
616	0.0	3.0	6.0	43.0	7.0	0.0	0.0	4.0	1.0	5.0	2.0	25.0	8.0	0.0	0.0	5.0	10.0	28.0	40.0	433.0	103.0	2.0	13.0	60.0	165.03312410554796
617	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	4.0	0.0	0.0	1.0	14.0	14.0	2.0	11.0	26.0	0.0	0.0	14.0	36.635616461296465
618	0.0	10.0	5.0	16.0	18.0	0.0	3.0	16.0	0.0	7.0	6.0	10.0	11.0	2.0	3.0	13.0	20.0	56.0	32.0	151.0	132.0	3.0	19.0	155.0	166.02784631916631
619	0.0	0.0	0.0	71.0	72.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	9.0	1.0	0.0	2.0	11.0	0.0	5.0	55.0	47.0	4.0	0.0	13.0	106.98561958606307
620	0.0	0.0	0.0	0.0	18.0	0.0	0.0	8.0	1.0	1.0	0.0	3.0	13.0	0.0	0.0	7.0	19.0	9.0	10.0	41.0	96.0	1.0	12.0	50.0	25.708317782513298
621	0.0	0.0	0.0	32.0	0.0	0.0	10.0	27.0	0.0	4.0	0.0	14.0	0.0	0.0	3.0	14.0	0.0	4.0	0.0	15.0	0.0	0.0	3.0	22.0	122.55960287218119
622	6.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	26.0	3.0	0.0	26.0	46.0	0.0	1.0	44.0	29.85630919895231
623	0.0	0.0	0.0	72.0	71.0	0.0	0.0	72.0	0.0	1.0	0.0	6.0	14.0	0.0	3.0	12.0	3.0	9.0	0.0	47.0	40.0	0.0	8.0	48.0	128.64481662379006
624	3.0	0.0	0.0	13.0	2.0	2.0	3.0	16.0	1.0	1.0	0.0	12.0	6.0	1.0	1.0	10.0	39.0	35.0	4.0	244.0	34.0	37.0	29.0	271.0	123.57681811394572
625	6.0	13.0	0.0	2.0	0.0	0.0	0.0	4.0	2.0	6.0	0.0	1.0	0.0	0.0	0.0	2.0	23.0	45.0	1.0	45.0	68.0	0.0	8.0	101.0	36.28325017800954
626	0.0	5.0	9.0	30.0	10.0	0.0	0.0	19.0	1.0	4.0	4.0	21.0	7.0	0.0	0.0	14.0	6.0	22.0	7.0	57.0	13.0	0.0	1.0	32.0	178.7924881950863
627	0.0	4.0	0.0	22.0	0.0	0.0	10.0	0.0	1.0	2.0	0.0	12.0	0.0	0.0	7.0	0.0	4.0	63.0	0.0	116.0	1.0	5.0	115.0	18.0	90.63112384838806
628	7.0	0.0	0.0	26.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	19.0	3.0	0.0	85.0	18.0	22.0	3.0	14.0	93.6426245424844
629	0.0	3.0	3.0	18.0	16.0	0.0	0.0	17.0																	136.02700773228688
630	50.0	0.0	50.0	50.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	4.0	5.0	0.0	0.0	6.0	6.0	17.0	2.0	23.0	61.0	0.0	1.0	28.0	275.2277942907028
631	6.0	1.0	10.0	12.0	19.0	0.0	0.0	12.0	3.0	0.0	5.0	6.0	10.0	0.0	0.0	6.0	71.0	35.0	28.0	123.0	111.0	2.0	12.0	217.0	191.0115718039966
632	0.0	0.0	0.0	36.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	17.0	1.0	0.0	1.0	1.0	2.0	18.0	5.0	214.0	50.0	0.0	17.0	60.0	87.19701962065444
633	0.0	0.0	0.0	63.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0									103.89333529915109
634	9.0	0.0	0.0	4.0	15.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	6.0	0.0	0.0	4.0	22.0	12.0	0.0	36.0	68.0	0.0	3.0	48.0	69.07755278982137
635	0.0	2.0	1.0	29.0	3.0	2.0	12.0	15.0	0.0	2.0	0.0	24.0	1.0	2.0	10.0	14.0	6.0	78.0	3.0	94.0	30.0	3.0	63.0	144.0	166.00461352104344
636	2.0	0.0	6.0	27.0	9.0	2.0	16.0	5.0	2.0	0.0	3.0	17.0	7.0	1.0	10.0	6.0	17.0	3.0	22.0	176.0	99.0	59.0	195.0	90.0	234.91572635437308
637	0.0	0.0	13.0	36.0	4.0	0.0	0.0	20.0	0.0	1.0	12.0	33.0	6.0	0.0	1.0	16.0	14.0	8.0	84.0	314.0	49.0	4.0	15.0	211.0	201.05045318828246
638	5.0	5.0	0.0	28.0	7.0	0.0	0.0	0.0	4.0	3.0	0.0	18.0	5.0	0.0	0.0	0.0	30.0	47.0	6.0	139.0	77.0	3.0	0.0	8.0	86.70192165426893
639	8.0	0.0	4.0	4.0	12.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	4.0	15.0	12.0	5.0	10.0	66.0	0.0	3.0	17.0	131.3632673067159
640	3.0	0.0	0.0	19.0	0.0	0.0	0.0	3.0																	80.70906088787818
641	4.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0																	54.217474055138
642	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	67.0	0.0	6.0	0.0	1.0	14.0	2.0	18.48589128464316
643	0.0	0.0	9.0	46.0	3.0	0.0	0.0	25.0	0.0	0.0	3.0	13.0	1.0	0.0	0.0	8.0	10.0	11.0	20.0	285.0	31.0	0.0	11.0	264.0	192.32831024966987
644	0.0	4.0	0.0	20.0	7.0	4.0	3.0	19.0																	123.15511237177695
645	5.0	0.0	0.0	2.0	2.0	2.0	8.0	20.0	2.0	0.0	0.0	2.0	2.0	3.0	6.0	15.0	17.0	6.0	0.0	11.0	25.0	83.0	65.0	157.0	110.04306708766535
646	5.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0																	75.72502985020384
647	0.0	5.0	2.0	10.0	0.0	0.0	2.0	0.0	0.0	7.0	1.0	9.0	0.0	0.0	1.0	0.0	6.0	48.0	3.0	141.0	10.0	0.0	15.0	61.0	99.42278398657317
648	2.0	0.0	9.0	18.0	6.0	0.0	0.0	6.0	3.0	1.0	5.0	10.0	3.0	0.0	0.0	5.0	19.0	23.0	35.0	143.0	75.0	18.0	32.0	73.0	181.43740768032487
649	4.0	12.0	0.0	3.0	1.0	0.0	0.0	3.0	1.0	11.0	0.0	4.0	1.0	0.0	0.0	3.0	30.0	75.0	1.0	115.0	8.0	0.0	19.0	139.0	41.39272726783031
650	4.0	0.0	0.0	29.0	21.0	8.0	16.0	34.0	3.0	0.0	0.0	13.0	18.0	0.0	4.0	22.0	13.0	4.0	3.0	99.0	72.0	15.0	36.0	115.0	192.80684815270925
651	41.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	1.0	0.0	0.0	9.0	2.0	6.0	0.0	120.0	27.0	0.0	5.0	85.0	112.60069849670494
652	0.0	0.0	2.0	17.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	12.0	1.0	0.0	0.0	1.0	4.0	23.0	21.0	141.0	11.0	0.0	4.0	38.0	108.68339851024713
653	6.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	25.0	30.0	0.0	19.0	32.0	0.0	3.0	28.0	24.952162933893682
654	4.0	2.0	0.0	0.0	14.0	8.0	0.0	15.0	2.0	1.0	0.0	0.0	13.0	4.0	0.0	10.0	22.0	12.0	2.0	8.0	149.0	126.0	44.0	216.0	70.9628809577537
655	0.0	0.0	0.0	22.0	12.0	0.0	0.0	7.0	0.0	0.0	1.0	16.0	15.0	0.0	0.0	5.0	12.0	83.0	22.0	310.0	144.0	19.0	41.0	308.0	85.93183881428986
656	0.0	0.0	0.0	25.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	5.0	11.0	11.0	1.0	80.0	2.0	1.0	6.0	31.0	79.32799748071072
657	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	1.0	1.0	0.0	7.0	7.0	0.0	6.0	9.0	7.0	20.0	2.0	22.0	24.0	3.0	16.0	44.0	17.91759469228055
658	3.0	2.0	0.0	0.0	22.0	6.0	13.0	13.0	3.0	1.0	0.0	0.0	21.0	6.0	13.0	12.0	41.0	87.0	4.0	66.0	450.0	87.0	180.0	386.0	106.01715207563898
