INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	RELEVANCE_INDEX
0	2.0	0.0	0.0	18.0	12.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	11.0	0.0	0.0	0.0	24.0	8.0	6.0	189.0	159.0	0.0	7.0	32.0	82.69964925731759
1	5.0	7.0	0.0	31.0	2.0	0.0	0.0	0.0	3.0	4.0	0.0	21.0	4.0	0.0	0.0	1.0	140.0	123.0	7.0	369.0	97.0	1.0	31.0	99.0	82.32816648321645
2	4.0	0.0	1.0	20.0	0.0	2.0	10.0	9.0	2.0	0.0	1.0	12.0	0.0	1.0	5.0	7.0	8.0	33.0	16.0	157.0	16.0	17.0	46.0	161.0	168.67125398817473
4	4.0	1.0	0.0	30.0	11.0	0.0	8.0	14.0	3.0	1.0	0.0	29.0	13.0	0.0	4.0	10.0	38.0	8.0	4.0	285.0	102.0	67.0	93.0	153.0	140.23154022573854
5	6.0	9.0	0.0	23.0	0.0	0.0	8.0	2.0	5.0	4.0	0.0	12.0	0.0	1.0	8.0	3.0	13.0	33.0	0.0	57.0	2.0	2.0	18.0	15.0	109.95868273592566
6	41.0	0.0	0.0	41.0	42.0	0.0	0.0	0.0	2.0	5.0	4.0	16.0	4.0	0.0	1.0	4.0	11.0	47.0	28.0	259.0	105.0	0.0	15.0	96.0	130.93608912696885
7	6.0	0.0	6.0	12.0	14.0	6.0	2.0	14.0	3.0	0.0	3.0	12.0	11.0	3.0	1.0	12.0	45.0	18.0	18.0	194.0	127.0	114.0	135.0	209.0	221.3428331788698
8	2.0	0.0	2.0	20.0	1.0	7.0	2.0	15.0	1.0	0.0	2.0	12.0	6.0	4.0	1.0	11.0	59.0	5.0	21.0	357.0	135.0	168.0	175.0	323.0	180.82055015709176
9	2.0	0.0	1.0	16.0	3.0	1.0	0.0	8.0	0.0	0.0	1.0	14.0	3.0	1.0	0.0	7.0	326.0	190.0	79.0	1408.0	377.0	67.0	213.0	908.0	123.69107939088296
10	14.0	0.0	0.0	20.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	12.0	1.0	0.0	13.0	0.0	0.0	0.0	3.0	97.70050151076713
11	5.0	0.0	10.0	36.0	13.0	0.0	6.0	33.0	3.0	0.0	9.0	29.0	10.0	1.0	4.0	24.0	35.0	18.0	46.0	286.0	98.0	41.0	116.0	218.0	246.06750536408663
12	3.0	0.0	0.0	15.0	6.0	1.0	4.0	18.0	3.0	0.0	0.0	13.0	5.0	1.0	4.0	16.0	13.0	37.0	2.0	118.0	115.0	28.0	38.0	134.0	128.30524009201397
13	6.0	0.0	0.0	15.0	23.0	10.0	21.0	20.0	2.0	0.0	1.0	9.0	15.0	5.0	13.0	15.0	9.0	20.0	9.0	142.0	147.0	79.0	71.0	126.0	188.35782316805592
14	4.0	2.0	0.0	31.0	0.0	4.0	0.0	0.0	2.0	1.0	0.0	16.0	0.0	2.0	0.0	0.0	21.0	19.0	5.0	212.0	17.0	16.0	6.0	11.0	104.05760442350649
15	4.0	0.0	4.0	18.0	6.0	0.0	0.0	18.0	2.0	0.0	2.0	17.0	10.0	0.0	0.0	13.0	40.0	7.0	17.0	214.0	110.0	26.0	14.0	173.0	163.81242084614257
16	6.0	0.0	0.0	21.0	4.0	0.0	2.0	26.0	7.0	0.0	0.0	20.0	6.0	0.0	1.0	18.0	31.0	14.0	2.0	45.0	23.0	0.0	2.0	51.0	122.28550877993322
17	5.0	0.0	3.0	29.0	10.0	3.0	5.0	10.0	4.0	0.0	4.0	22.0	10.0	3.0	11.0	6.0	23.0	14.0	10.0	234.0	88.0	70.0	54.0	89.0	213.0430769535222
18	3.0	0.0	0.0	17.0	0.0	0.0	1.0	11.0	3.0	0.0	0.0	17.0	0.0	0.0	1.0	11.0	20.0	17.0	7.0	229.0	17.0	52.0	41.0	186.0	94.49211972646137
19	6.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	13.0	0.0	0.0	0.0	0.0	5.0	28.0	2.0	145.0	11.0	0.0	6.0	48.0	73.62010551259733
20	2.0	0.0	6.0	19.0	8.0	4.0	12.0	13.0	1.0	0.0	4.0	15.0	7.0	2.0	7.0	13.0	23.0	11.0	32.0	206.0	87.0	112.0	107.0	165.0	235.53439290316538
21	2.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	31.0	0.0	61.0	34.0	0.0	1.0	32.0	47.08189227693727
22	4.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	9.0	0.0	0.0	4.0	14.0	0.0	4.0	71.0	51.0	8.0	11.0	54.0	76.92271527881667
23	4.0	0.0	2.0	26.0	4.0	9.0	9.0	17.0	2.0	0.0	3.0	26.0	5.0	7.0	6.0	15.0	31.0	34.0	37.0	327.0	100.0	191.0	129.0	316.0	217.53220913262464
24	4.0	0.0	0.0	22.0	2.0	0.0	4.0	19.0	2.0	0.0	0.0	18.0	2.0	0.0	2.0	15.0	21.0	5.0	4.0	204.0	26.0	56.0	33.0	244.0	123.41755494054601
25	10.0	0.0	0.0	26.0	0.0	0.0	0.0	6.0	6.0	1.0	0.0	17.0	0.0	0.0	0.0	7.0	24.0	13.0	2.0	88.0	18.0	0.0	4.0	72.0	99.62524079334686
26	2.0	2.0	0.0	21.0	19.0	0.0	3.0	20.0	1.0	2.0	0.0	16.0	17.0	0.0	7.0	17.0	25.0	93.0	45.0	541.0	330.0	156.0	316.0	319.0	118.30959948369231
27	6.0	0.0	3.0	9.0	3.0	6.0	6.0	15.0	6.0	1.0	1.0	12.0	6.0	2.0	2.0	15.0	16.0	7.0	9.0	45.0	21.0	2.0	5.0	45.0	200.13429768368744
28	3.0	0.0	1.0	29.0	4.0	3.0	11.0	23.0	2.0	0.0	1.0	27.0	3.0	2.0	7.0	20.0	61.0	3.0	16.0	359.0	115.0	76.0	160.0	306.0	191.6182523443684
29	4.0	0.0	2.0	19.0	17.0	8.0	8.0	19.0																	215.30077361948256
30	2.0	0.0	1.0	23.0	7.0	4.0	13.0	3.0	1.0	0.0	1.0	14.0	6.0	2.0	7.0	4.0	11.0	2.0	5.0	99.0	31.0	52.0	93.0	61.0	183.32919486077682
31	4.0	0.0	0.0	14.0	10.0	0.0	0.0	7.0	2.0	0.0	0.0	7.0	8.0	0.0	0.0	7.0	25.0	15.0	3.0	109.0	133.0	0.0	23.0	111.0	92.64206721877625
32	4.0	3.0	0.0	27.0	6.0	0.0	4.0	6.0	2.0	2.0	0.0	19.0	5.0	0.0	2.0	5.0	25.0	52.0	2.0	212.0	25.0	13.0	22.0	33.0	119.40766769931027
33	2.0	0.0	1.0	41.0	12.0	1.0	8.0	9.0	2.0	0.0	1.0	28.0	12.0	1.0	7.0	9.0	42.0	19.0	17.0	264.0	104.0	47.0	106.0	116.0	181.15865109546667
34	2.0	0.0	2.0	13.0	5.0	2.0	3.0	16.0	1.0	0.0	1.0	12.0	6.0	1.0	3.0	16.0	30.0	2.0	7.0	198.0	109.0	112.0	82.0	170.0	168.11022483895204
35	4.0	0.0	0.0	22.0	0.0	9.0	12.0	20.0	2.0	0.0	0.0	20.0	1.0	5.0	7.0	19.0	19.0	2.0	4.0	166.0	21.0	58.0	71.0	212.0	167.03989238837485
36	41.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	7.0	6.0	0.0	0.0	3.0	25.0	13.0	1.0	182.0	18.0	2.0	81.0	48.0	112.60069849670494
37	2.0	0.0	0.0	12.0	9.0	0.0	4.0	24.0	1.0	0.0	0.0	8.0	7.0	0.0	3.0	18.0	24.0	59.0	7.0	369.0	213.0	137.0	201.0	348.0	114.03398331173457
38	6.0	0.0	0.0	15.0	4.0	0.0	10.0	18.0	3.0	0.0	0.0	12.0	2.0	0.0	7.0	17.0	10.0	6.0	2.0	28.0	17.0	0.0	16.0	42.0	133.648689485327
39	8.0	0.0	2.0	23.0	20.0	4.0	12.0	17.0	4.0	0.0	1.0	15.0	13.0	2.0	6.0	10.0	77.0	5.0	53.0	377.0	332.0	135.0	160.0	342.0	221.768093953578
40	4.0	0.0	0.0	32.0	6.0	6.0	4.0	16.0	5.0	0.0	0.0	26.0	6.0	5.0	11.0	13.0	21.0	8.0	1.0	202.0	34.0	47.0	64.0	124.0	163.25036874156945
41	4.0	0.0	4.0	26.0	21.0	0.0	4.0	28.0	2.0	0.0	4.0	22.0	17.0	0.0	2.0	21.0	40.0	25.0	30.0	351.0	155.0	97.0	118.0	262.0	202.82189304502705
42	2.0	2.0	12.0	45.0	12.0	1.0	11.0	15.0	1.0	2.0	7.0	27.0	9.0	1.0	7.0	12.0	45.0	28.0	39.0	276.0	146.0	86.0	172.0	190.0	259.0223615253097
43	4.0	0.0	2.0	8.0	8.0	2.0	2.0	21.0																	163.38306603130576
44	2.0	0.0	2.0	26.0	6.0	0.0	6.0	22.0	1.0	0.0	1.0	14.0	7.0	0.0	3.0	13.0	69.0	7.0	20.0	171.0	94.0	40.0	44.0	136.0	175.4430258142441
45	5.0	7.0	0.0	31.0	1.0	6.0	16.0	12.0	4.0	4.0	0.0	23.0	1.0	6.0	14.0	11.0	9.0	35.0	2.0	80.0	11.0	7.0	36.0	63.0	164.8124401266562
46	6.0	0.0	0.0	15.0	0.0	0.0	2.0	13.0	3.0	1.0	0.0	8.0	4.0	0.0	1.0	7.0	29.0	27.0	3.0	260.0	30.0	0.0	9.0	164.0	104.5853469134467
47	4.0	0.0	4.0	27.0	13.0	0.0	0.0	24.0	3.0	0.0	1.0	18.0	10.0	0.0	1.0	18.0	39.0	7.0	30.0	251.0	179.0	44.0	43.0	228.0	176.4056515976264
48	2.0	0.0	6.0	9.0	5.0	2.0	4.0	2.0	1.0	0.0	4.0	7.0	4.0	1.0	3.0	0.0	18.0	39.0	21.0	78.0	92.0	7.0	47.0	106.0	189.9468425147885
49	4.0	0.0	0.0	4.0	8.0	2.0	4.0	6.0	3.0	0.0	0.0	2.0	6.0	1.0	2.0	5.0	67.0	34.0	5.0	118.0	134.0	17.0	18.0	128.0	109.61956402151382
50	4.0	0.0	5.0	33.0	7.0	0.0	0.0	31.0	2.0	0.0	2.0	19.0	7.0	0.0	0.0	22.0	55.0	4.0	38.0	222.0	106.0	43.0	17.0	227.0	186.01785560818425
51	50.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	1.0	1.0	1.0	8.0	10.0	5.0	7.0	102.0	18.0	3.0	11.0	52.0	117.95476898172976
52	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0																	55.012582105447265
53	3.0	0.0	6.0	30.0	16.0	6.0	9.0	19.0	2.0	0.0	2.0	14.0	12.0	2.0	3.0	9.0	55.0	21.0	40.0	430.0	234.0	199.0	143.0	292.0	253.25125038190578
54	4.0	2.0	0.0	8.0	5.0	6.0	14.0	18.0	2.0	1.0	0.0	7.0	8.0	3.0	8.0	17.0	25.0	39.0	2.0	188.0	111.0	121.0	231.0	148.0	148.03620672206014
55	2.0	0.0	0.0	28.0	24.0	0.0	8.0	32.0	1.0	2.0	0.0	19.0	14.0	0.0	4.0	22.0	22.0	18.0	2.0	258.0	111.0	96.0	212.0	222.0	144.86732507812727
56	4.0	0.0	6.0	14.0	6.0	0.0	0.0	14.0	2.0	0.0	3.0	7.0	3.0	0.0	0.0	8.0	57.0	55.0	43.0	122.0	141.0	1.0	1.0	182.0	171.36159085938533
57	6.0	0.0	2.0	17.0	0.0	13.0	20.0	14.0	2.0	4.0	1.0	10.0	0.0	6.0	11.0	10.0	11.0	36.0	6.0	134.0	7.0	93.0	103.0	105.0	220.00497571079205
58	2.0	0.0	0.0	26.0	2.0	2.0	6.0	15.0	2.0	1.0	0.0	15.0	3.0	1.0	6.0	11.0	20.0	2.0	3.0	186.0	25.0	59.0	54.0	148.0	141.9267018271585
59	7.0	0.0	1.0	17.0	0.0	0.0	0.0	7.0	5.0	0.0	1.0	25.0	0.0	0.0	0.0	12.0	56.0	20.0	10.0	247.0	53.0	1.0	22.0	198.0	116.72494550551865
60	3.0	2.0	0.0	29.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	14.0	1.0	0.0	0.0	1.0	53.0	68.0	10.0	393.0	66.0	1.0	44.0	73.0	76.39382980110148
61	6.0	11.0	0.0	14.0	0.0	0.0	4.0	24.0	3.0	6.0	0.0	9.0	0.0	0.0	2.0	14.0	53.0	108.0	1.0	151.0	58.0	131.0	226.0	187.0	101.43152007450985
62	6.0	0.0	0.0	30.0	18.0	0.0	6.0	22.0	4.0	0.0	1.0	12.0	11.0	0.0	4.0	11.0	12.0	15.0	2.0	41.0	37.0	1.0	15.0	47.0	147.72716379156373
63	4.0	0.0	0.0	9.0	0.0	2.0	4.0	6.0	2.0	0.0	0.0	5.0	0.0	1.0	2.0	4.0	16.0	48.0	5.0	117.0	3.0	5.0	22.0	77.0	112.49638474603164
64	1.0	0.0	0.0	3.0	1.0	3.0	9.0	0.0	1.0	0.0	0.0	3.0	1.0	3.0	9.0	0.0	21.0	56.0	12.0	189.0	26.0	13.0	61.0	159.0	93.45628674250605
65	8.0	0.0	0.0	11.0	3.0	0.0	9.0	6.0	5.0	0.0	0.0	6.0	2.0	2.0	5.0	3.0	23.0	29.0	0.0	67.0	17.0	7.0	55.0	32.0	122.87017771490893
66	4.0	0.0	0.0	16.0	0.0	2.0	12.0	20.0	4.0	0.0	0.0	9.0	0.0	1.0	9.0	20.0	48.0	56.0	3.0	170.0	26.0	88.0	107.0	245.0	142.93468288602713
67	9.0	0.0	2.0	17.0	6.0	0.0	9.0	22.0	4.0	0.0	4.0	12.0	4.0	1.0	6.0	13.0	21.0	1.0	19.0	83.0	41.0	95.0	38.0	100.0	184.72357585442114
68	4.0	0.0	0.0	12.0	4.0	0.0	0.0	20.0	2.0	0.0	0.0	8.0	21.0	0.0	0.0	11.0	40.0	37.0	5.0	320.0	324.0	124.0	235.0	220.0	90.66316802435935
69	12.0	18.0	0.0	29.0	0.0	0.0	0.0	0.0	5.0	11.0	0.0	18.0	1.0	0.0	0.0	0.0	38.0	77.0	7.0	293.0	57.0	6.0	30.0	31.0	78.95124631202627
71	5.0	0.0	0.0	43.0	6.0	8.0	6.0	7.0	5.0	0.0	0.0	22.0	5.0	4.0	3.0	5.0	52.0	25.0	8.0	249.0	96.0	135.0	160.0	108.0	175.8751667201945
72	8.0	0.0	0.0	35.0	8.0	0.0	0.0	8.0	4.0	1.0	0.0	24.0	7.0	0.0	0.0	5.0	21.0	12.0	3.0	110.0	47.0	0.0	3.0	57.0	115.61487031584659
73	6.0	2.0	4.0	21.0	0.0	0.0	0.0	20.0	1.0	3.0	3.0	21.0	1.0	0.0	0.0	20.0	8.0	41.0	13.0	104.0	7.0	4.0	11.0	131.0	155.38701780036004
74	2.0	2.0	2.0	31.0	4.0	0.0	0.0	10.0	1.0	1.0	2.0	23.0	6.0	0.0	0.0	5.0	25.0	33.0	30.0	414.0	82.0	8.0	84.0	106.0	138.78893697222182
75	2.0	0.0	0.0	30.0	7.0	0.0	0.0	4.0	1.0	1.0	0.0	16.0	7.0	0.0	0.0	5.0	8.0	25.0	8.0	211.0	78.0	2.0	34.0	116.0	98.1102642469537
76	4.0	0.0	9.0	33.0	5.0	2.0	6.0	15.0	3.0	1.0	5.0	22.0	8.0	1.0	5.0	10.0	66.0	8.0	92.0	403.0	158.0	156.0	179.0	288.0	247.2145708596166
77	8.0	0.0	0.0	18.0	20.0	0.0	8.0	17.0	6.0	1.0	1.0	14.0	12.0	0.0	8.0	12.0	7.0	1.0	1.0	14.0	13.0	0.0	8.0	12.0	143.49386499483222
78	4.0	0.0	0.0	21.0	0.0	6.0	4.0	17.0	2.0	2.0	0.0	21.0	0.0	3.0	2.0	19.0	35.0	13.0	1.0	165.0	8.0	101.0	224.0	145.0	145.69730790332937
79	4.0	0.0	2.0	10.0	10.0	0.0	2.0	18.0	2.0	0.0	2.0	11.0	10.0	0.0	1.0	16.0	39.0	38.0	39.0	238.0	133.0	60.0	60.0	302.0	151.18763171687849
80	8.0	0.0	0.0	34.0	0.0	2.0	8.0	11.0	5.0	0.0	0.0	26.0	3.0	2.0	9.0	16.0	26.0	23.0	12.0	385.0	85.0	94.0	131.0	200.0	154.94129324215538
81	6.0	3.0	6.0	22.0	18.0	0.0	6.0	4.0	3.0	2.0	5.0	16.0	12.0	0.0	3.0	4.0	8.0	13.0	29.0	120.0	106.0	28.0	36.0	45.0	205.0319566595816
82	3.0	0.0	4.0	29.0	24.0	2.0	4.0	15.0	2.0	4.0	2.0	14.0	16.0	1.0	2.0	7.0	33.0	20.0	41.0	210.0	142.0	78.0	131.0	198.0	216.8424834938791
83	6.0	0.0	0.0	18.0	2.0	12.0	27.0	15.0	2.0	0.0	0.0	11.0	6.0	5.0	12.0	10.0	23.0	79.0	1.0	216.0	83.0	108.0	250.0	171.0	186.1611941429725
84	45.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	8.0	2.0	0.0	0.0	7.0	4.0	3.0	0.0	49.0	9.0	0.0	0.0	28.0	114.85924189467286
85	7.0	0.0	0.0	8.0	2.0	0.0	7.0	10.0																	113.4130678960527
86	2.0	0.0	0.0	13.0	8.0	0.0	2.0	11.0	1.0	0.0	0.0	8.0	5.0	0.0	1.0	8.0	8.0	28.0	2.0	96.0	52.0	3.0	28.0	174.0	103.65710994462901
87	4.0	0.0	0.0	18.0	11.0	0.0	4.0	16.0	3.0	0.0	0.0	15.0	10.0	0.0	4.0	13.0	109.0	4.0	22.0	315.0	199.0	117.0	128.0	295.0	125.71532736340241
88	6.0	0.0	0.0	14.0	10.0	6.0	14.0	6.0	2.0	0.0	0.0	13.0	8.0	4.0	8.0	7.0	19.0	5.0	12.0	246.0	128.0	126.0	84.0	150.0	165.1485378742286
89	4.0	0.0	6.0	29.0	0.0	4.0	39.0	11.0	1.0	0.0	2.0	21.0	1.0	2.0	29.0	5.0	19.0	2.0	25.0	128.0	26.0	39.0	221.0	115.0	253.8540264669572
90	2.0	0.0	2.0	16.0	9.0	2.0	6.0	17.0	1.0	0.0	2.0	11.0	8.0	1.0	5.0	10.0	27.0	2.0	58.0	239.0	113.0	81.0	211.0	206.0	183.2275021348322
91	9.0	0.0	0.0	36.0	5.0	6.0	9.0	20.0	3.0	0.0	0.0	53.0	2.0	2.0	2.0	5.0	49.0	23.0	14.0	271.0	85.0	76.0	57.0	133.0	183.15304734832273
92	2.0	0.0	2.0	19.0	14.0	4.0	20.0	21.0	1.0	0.0	1.0	12.0	11.0	2.0	11.0	13.0	15.0	0.0	17.0	100.0	47.0	68.0	156.0	133.0	213.6501284291508
93	3.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	23.0	6.0	0.0	0.0	5.0	10.0	32.0	0.0	128.0	35.0	0.0	3.0	14.0	86.08130186408339
94	0.0	0.0	0.0	26.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	19.0	4.0	0.0	0.0	2.0	6.0	16.0	1.0	182.0	47.0	8.0	4.0	75.0	78.34127056902659
95	4.0	0.0	2.0	20.0	6.0	6.0	6.0	18.0	2.0	1.0	1.0	11.0	7.0	3.0	3.0	9.0	32.0	28.0	10.0	145.0	84.0	56.0	51.0	102.0	203.758369538302
96	4.0	0.0	5.0	58.0	2.0	2.0	8.0	8.0	2.0	0.0	3.0	55.0	2.0	1.0	4.0	6.0	73.0	0.0	18.0	196.0	46.0	21.0	69.0	135.0	235.23224409166417
97	4.0	4.0	13.0	17.0	8.0	0.0	0.0	12.0																	195.2277875786929
98	4.0	0.0	4.0	22.0	1.0	0.0	0.0	29.0	3.0	0.0	2.0	15.0	3.0	0.0	4.0	18.0	26.0	12.0	47.0	217.0	73.0	58.0	58.0	252.0	163.65350275139852
99	4.0	0.0	0.0	12.0	6.0	5.0	18.0	17.0	4.0	0.0	0.0	10.0	4.0	4.0	17.0	15.0	2.0	0.0	0.0	8.0	4.0	4.0	10.0	12.0	162.61775253424656
100	3.0	0.0	4.0	15.0	11.0	0.0	8.0	25.0	2.0	0.0	3.0	13.0	6.0	0.0	5.0	14.0	45.0	31.0	28.0	220.0	118.0	113.0	227.0	242.0	195.36561915244926
101	10.0	0.0	0.0	54.0	0.0	4.0	25.0	18.0	5.0	0.0	0.0	28.0	0.0	5.0	11.0	8.0	9.0	7.0	1.0	89.0	2.0	20.0	51.0	27.0	191.86082808529906
103	3.0	0.0	5.0	13.0	6.0	2.0	3.0	17.0	2.0	0.0	3.0	8.0	3.0	1.0	2.0	13.0	24.0	13.0	23.0	99.0	93.0	93.0	87.0	143.0	199.76947825420365
104	50.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	7.0	6.0	0.0	0.0	2.0	8.0	3.0	4.0	50.0	29.0	1.0	9.0	28.0	117.95476898172976
105	4.0	0.0	2.0	11.0	5.0	4.0	4.0	25.0																	183.26942107609608
106	4.0	1.0	0.0	11.0	0.0	2.0	18.0	15.0	2.0	2.0	0.0	13.0	0.0	1.0	9.0	14.0	16.0	29.0	16.0	111.0	4.0	17.0	62.0	110.0	136.83548884601845
107	2.0	0.0	0.0	32.0	0.0	4.0	4.0	6.0	1.0	0.0	0.0	20.0	0.0	2.0	5.0	10.0	30.0	145.0	7.0	333.0	72.0	91.0	227.0	370.0	138.92896223431026
108	6.0	0.0	0.0	22.0	10.0	0.0	0.0	3.0	3.0	0.0	0.0	13.0	6.0	0.0	0.0	4.0	31.0	31.0	1.0	96.0	53.0	0.0	2.0	61.0	101.08993397872744
109	3.0	0.0	0.0	8.0	17.0	0.0	0.0	26.0	1.0	3.0	0.0	4.0	9.0	0.0	0.0	14.0	127.0	22.0	6.0	211.0	259.0	32.0	115.0	361.0	88.73847827742577
110	2.0	2.0	3.0	37.0	0.0	0.0	0.0	4.0	1.0	2.0	3.0	27.0	0.0	0.0	0.0	4.0	9.0	40.0	17.0	179.0	3.0	3.0	7.0	30.0	141.7437486448344
111	4.0	1.0	0.0	19.0	0.0	0.0	0.0	5.0	2.0	1.0	1.0	15.0	0.0	0.0	0.0	6.0	12.0	17.0	3.0	140.0	6.0	6.0	20.0	67.0	81.50208603876136
113	6.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	3.0	1.0	0.0	14.0	5.0	0.0	1.0	0.0	38.0	9.0	9.0	191.0	104.0	9.0	8.0	59.0	102.33210344697568
114	4.0	0.0	0.0	16.0	4.0	8.0	11.0	19.0	2.0	0.0	0.0	11.0	5.0	6.0	10.0	14.0	23.0	51.0	2.0	219.0	73.0	92.0	218.0	232.0	166.01646534226907
115	8.0	0.0	4.0	27.0	17.0	0.0	2.0	29.0	6.0	0.0	2.0	17.0	15.0	0.0	1.0	18.0	32.0	6.0	2.0	43.0	35.0	0.0	6.0	49.0	200.93088250204354
116	2.0	0.0	0.0	17.0	8.0	4.0	12.0	24.0	1.0	0.0	0.0	15.0	4.0	2.0	9.0	21.0	13.0	13.0	0.0	127.0	55.0	53.0	59.0	195.0	158.48986910406106
117	6.0	2.0	1.0	20.0	0.0	0.0	3.0	7.0	3.0	2.0	2.0	18.0	1.0	0.0	2.0	9.0	38.0	18.0	8.0	281.0	31.0	39.0	142.0	136.0	133.7739991492764
118	6.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	7.0	1.0	0.0	1.0	3.0	22.0	34.0	0.0	64.0	3.0	2.0	26.0	18.0	74.85648880168104
119	50.0	0.0	0.0	50.0	50.0	0.0	0.0	50.0	3.0	2.0	1.0	6.0	9.0	0.0	1.0	7.0	14.0	6.0	6.0	75.0	60.0	0.0	19.0	38.0	157.27302530897302
120	8.0	6.0	21.0	31.0	8.0	0.0	19.0	15.0	4.0	4.0	7.0	14.0	3.0	0.0	12.0	10.0	13.0	19.0	24.0	55.0	30.0	13.0	54.0	27.0	274.98416181960266
121	2.0	0.0	1.0	12.0	9.0	1.0	3.0	26.0	1.0	0.0	1.0	9.0	6.0	1.0	3.0	19.0	21.0	44.0	14.0	153.0	109.0	54.0	58.0	217.0	149.19473017849904
122	3.0	0.0	6.0	16.0	3.0	1.0	2.0	4.0	2.0	1.0	4.0	15.0	5.0	1.0	2.0	6.0	13.0	16.0	23.0	130.0	39.0	30.0	26.0	59.0	190.21866986072652
123	2.0	0.0	0.0	35.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	33.0	0.0	0.0	0.0	2.0	14.0	2.0	2.0	144.0	24.0	0.0	2.0	18.0	88.14956309914385
124	4.0	0.0	2.0	26.0	0.0	2.0	4.0	14.0	4.0	0.0	1.0	15.0	0.0	2.0	4.0	10.0	49.0	16.0	16.0	242.0	60.0	46.0	54.0	117.0	180.11661201319617
126	14.0	0.0	10.0	20.0	12.0	2.0	6.0	19.0	7.0	0.0	5.0	9.0	9.0	1.0	4.0	14.0	82.0	9.0	48.0	172.0	184.0	107.0	102.0	183.0	257.35800639835435
127	6.0	0.0	4.0	35.0	14.0	0.0	4.0	24.0	3.0	0.0	2.0	28.0	12.0	0.0	2.0	21.0	33.0	32.0	7.0	297.0	116.0	115.0	209.0	171.0	209.2831955734029
128	2.0	0.0	2.0	16.0	4.0	6.0	14.0	9.0	1.0	0.0	1.0	13.0	6.0	3.0	9.0	10.0	21.0	11.0	20.0	141.0	67.0	81.0	162.0	193.0	200.9644015940334
129	0.0	0.0	0.0	31.0	12.0	0.0	0.0	12.0	0.0	0.0	3.0	27.0	8.0	0.0	0.0	5.0	9.0	34.0	17.0	219.0	93.0	0.0	5.0	68.0	94.96421163060991
130	4.0	10.0	0.0	24.0	0.0	2.0	2.0	18.0	2.0	7.0	0.0	5.0	0.0	1.0	2.0	17.0	20.0	93.0	0.0	276.0	33.0	91.0	103.0	162.0	116.16298281358864
131	8.0	0.0	0.0	20.0	0.0	6.0	0.0	0.0	7.0	2.0	0.0	11.0	1.0	3.0	0.0	1.0	89.0	37.0	0.0	98.0	24.0	78.0	10.0	4.0	112.05134676366035
132	4.0	5.0	0.0	23.0	0.0	0.0	0.0	4.0	2.0	3.0	0.0	15.0	0.0	0.0	0.0	4.0	16.0	75.0	2.0	223.0	5.0	2.0	14.0	116.0	78.74384794733014
134	4.0	0.0	0.0	20.0	2.0	14.0	16.0	9.0	2.0	0.0	1.0	22.0	2.0	9.0	11.0	12.0	29.0	29.0	8.0	371.0	43.0	231.0	306.0	214.0	177.10976796449665
135	11.0	3.0	0.0	22.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	14.0	0.0	0.0	0.0	3.0	13.0	32.0	8.0	125.0	3.0	0.0	4.0	38.0	80.62747901086354
136	4.0	0.0	0.0	25.0	3.0	10.0	4.0	22.0	2.0	0.0	0.0	36.0	2.0	5.0	2.0	12.0	51.0	14.0	9.0	272.0	78.0	77.0	58.0	158.0	163.9752505485029
